cycle,id,candidate_name,party,state,district,current_candidate,cycle_candidate,recip_code,raised_from_pacs,raised_from_individuals,raised_total,raised_unitemized
2000,N00001339,Frank Mascara,D,PA,20,Y,Y,DW,311930.0,110050.0,550670,128690.0
2000,N00003374,Jim Ketchel,3,KY,2, , ,3N,,,0,
2000,N00005724,Max Sandlin,D,TX,1,Y,Y,DW,736427.0,876293.0,2516458,903738.0
2000,N00012472,Dwight Lowell Mathes,D,IL,16, ,Y,DN,,8830.0,8830,0.0
2000,N00005645,Ralph M Hall,D,TX,4,Y,Y,DW,469532.0,228224.0,958688,260932.0
2000,N00012545,William E Brady,R,IL,15, ,Y,RL,77585.0,189279.0,516123,249259.0
2000,N00002995,Cliff Walker,R,AL,7, , ,RN,,,0,0.0
2000,N00009737,Catherine M McConn,R,TX,7, ,Y,RL,11049.0,195200.0,462917,256668.0
2000,N00001148,Carolyn McCarthy,D,NY,4,Y,Y,DW,542780.0,698756.0,2690191,1448655.0
2000,N00009726,Kevin J McAllister,D,RI,2, ,Y,DL,,16345.0,62999,46654.0
2000,N00003092,Henry Sanders,D,AL,7, , ,DN,,,0,0.0
2000,N00003697,Roxanne Qualls,D,OH,1, , ,DN,86.0,-500.0,-414,0.0
2000,N00005736,Brian Babin,R,TX,2, , ,RN,,250.0,1335,1085.0
2000,N00001222,Maurice Hinchey,D,NY,26,Y,Y,DW,307483.0,267118.0,1043685,469084.0
2000,N00007817,Kevin Michael Campbell,D,OR,2, , ,DN,,250.0,3115,2865.0
2000,N00003730,Ted Strickland,D,OH,6,Y,Y,DW,478674.0,93413.0,803575,231488.0
2000,N00003443,James Kidney,R,KY,4, , ,RN,,,0,
2000,N00006457,Michael F Meyer,R,AZ,6, , ,RN,,,0,0.0
2000,N00013535,Thomas W Pecoraro,D,NY,27,Y,Y,DL,1000.0,3700.0,10234,5534.0
2000,N00005160,Cecilia D Noland,R,MO,4, , ,RN,,,206,206.0
2000,N00001357,Bill Ravotti,R,PA,14, , ,RN,,,3398,3398.0
2000,N00005818,Sheila Jackson Lee,D,TX,18,Y,Y,DW,227800.0,230050.0,457950,100.0
2000,N00002485,Theodore Capers Adams Jr,3,SC,4,Y,Y,3L,2500.0,5123.0,16492,8869.0
2000,N00001619,Robert A Brady,D,PA,1,Y,Y,DW,207458.0,279220.0,788111,301433.0
2000,N00009337,Clem Balanoff,D,IL,11, , ,DN,,42586.0,43856,1270.0
2000,N00000260,Susan M Tracy,D,MA,8, , ,DN,,500.0,1925,1425.0
2000,N00004432,Linda Carol Runbeck,R,MN,4,Y,Y,RL,400376.0,383145.0,1336016,552495.0
2000,N00002640,Ronald L Cain,D,GA,8, , ,DN,,,0,0.0
2000,N00003339,Ronnie Shows,D,MS,4,Y,Y,DW,659523.0,357661.0,1453553,436369.0
2000,N00013284,Thomas P Keefe Jr,D,WA,5,Y,Y,DL,452098.0,293765.0,1065453,319590.0
2000,N00013508,Jack R Fisher,3,NY,1, ,Y,3O,29000.0,12000.0,53000,12000.0
2000,N00000164,Gregory L Morgan,R,MA,1, , ,RN,,,0,0.0
2000,N00009719,Todd Platts,R,PA,19,Y,Y,RW,8747.0,148676.0,474620,317197.0
2000,N00009596,Eric R Simon,3,CA,42, ,Y,3L,,6813.0,13160,6347.0
2000,N00009589,Michael Lawrence Morrell,R,CA,42, ,Y,RN,,10150.0,21790,11640.0
2000,N00013127,Gary Devlin Pash,D,VA,1, ,Y,DL,,1646.0,3989,2343.0
2000,N00012736,Don A Udall,R,CA,48, ,Y,RL,,9350.0,32464,23114.0
2000,N00007936,Brian Baird,D,WA,3,Y,Y,DW,562038.0,573877.0,1967999,832084.0
2000,N00013192,Bill Woolsey,L,SC,1,Y,Y,3L,500.0,4750.0,14699,9449.0
2000,N00012476,John Wilfred Geisler,R,MI,9, ,Y,RC,,2000.0,7245,5245.0
2000,N00002315,Robin Hayes,R,NC,8,Y,Y,RW,992476.0,728448.0,2588708,867784.0
2000,N00013260,Douglas J Dodd,R,FL,2,Y,Y,RL,,10065.0,24477,14412.0
2000,N00007709,John E Meek,R,OR,1, , ,RN,,,0,0.0
2000,N00004221,Greg Ganske,R,IA,4,Y,Y,RW,372352.0,327942.0,1350942,650648.0
2000,N00002884,Alcee L Hastings,D,FL,23,Y,Y,DW,140757.0,161675.0,540576,238144.0
2000,N00004997,Glenn Poshard,D,IL,19, , ,DN,500.0,,1502,1002.0
2000,N00003164,Jerry W Cooper,D,TN,4, , ,DN,15327.0,,15327,0.0
2004,N00002884,Alcee L Hastings,D,FL,23,Y,Y,DW,324407.0,563700.0,943710,55603.0
2004,N00007273,Tom Bordonaro,R,CA,22, , ,RN,,,0,0.0
2000,N00003440,Weston W Worthington,D,KY,4, , ,DN,,,0,
2000,N00013238,Reed Gusciora,D,NJ,4,Y,Y,DL,20303.0,55446.0,157504,81755.0
2000,N00001226,Jean Parvin Bordewich,D,NY,22, , ,DN,,1000.0,2730,1730.0
2000,N00009750,James Bryndan Wright,R,TX,24,Y,Y,RL,20262.0,165914.0,223340,37164.0
2000,N00012626,Mark William Damisch,R,IL,10, ,Y,RL,1500.0,230930.0,326243,93813.0
2000,N00005383,David G Thibodaux,R,LA,7, , ,RN,,,0,0.0
2000,N00005974,Juan F III Solis,D,TX,28, , ,DN,2312.0,,2312,0.0
2000,N00000638,Mark Nielsen,R,CT,5,Y,Y,RL,517626.0,763973.0,2027919,746320.0
2000,N00005794,Chet Edwards,D,TX,11,Y,Y,DW,578539.0,482658.0,1578127,516930.0
2000,N00012965,Ed McGuire,D,NC,9,Y,Y,DL,24752.0,20636.0,71492,26104.0
2000,N00006431,Linda Rawles,R,AZ,1, , ,RN,,15512.0,15512,0.0
2000,N00012532,Patsy Ann Kurth,D,FL,15,Y,Y,DL,208348.0,286112.0,843543,349083.0
2000,N00009600,Peter Kouvelis,D,CA,48,Y,Y,DL,647.0,10000.0,28682,18035.0
2000,N00004376,John Burk Sharpless,R,WI,2,Y,Y,RL,216524.0,281119.0,1065084,567441.0
2014,N00026335,Daniel Webster,R,FL,10,Y,Y,RW,402650.0,507968.0,1000684,90066.0
2014,N00034156,Dean Longo,R,VA,3, , ,RN,,,0,0.0
2014,N00002045,Tom Davis,R,VA,11, , ,RN,,,0,0.0
2010,N00029570,Joseph Cimperman,D,OH,10, , ,DN,500.0,-250.0,250,0.0
2010,N00031516,Howard Kleinhendler,D,NJ,4,Y,Y,DL,,120422.0,124147,3725.0
2014,N00034425,Glenn M. Freeman,R,NE,2, , ,RN,,,0,0.0
2014,N00030933,Raj Goyle,D,KS,4, , ,DN,,,125,125.0
2010,N00001311,Louise M. Slaughter,D,NY,28,Y,Y,DW,503710.0,189919.0,717371,23742.0
2014,N00036288,Nate Irvin,D,MO,4,Y,Y,DL,,5900.0,11657,5757.0
2014,N00034251,Juan Manuel Arreguin,D,AZ,3, , ,DN,,2626.0,2626,0.0
2014,N00036184,Mark Levine,D,VA,8, ,Y,DL,,62190.0,86703,24513.0
2014,N00036328,Dierdre Paul,R,NJ,9,Y,Y,RL,1641.0,,1641,0.0
2014,N00034081,Jason Ward,D,MT,1, , ,DN,,,0,0.0
2014,N00033364,Stacey Lawson,D,CA,2, , ,DN,,,0,0.0
2014,N00030880,Trey Gowdy,R,SC,4,Y,Y,RW,427651.0,213450.0,662540,21439.0
2010,N00031326,Lawrence Hausman,R,KY,3, ,Y,RL,,33290.0,40901,7611.0
2010,N00032641,John M. Mitchell,R,VT,1, ,Y,RL,,37422.0,41047,3625.0
2014,N00029412,Steve Austria,R,OH,7, , ,RN,,,0,0.0
2010,N00030755,Jim Lee,R,SC,4, ,Y,RL,1000.0,38800.0,51816,12016.0
2014,N00033030,Jared Huffman,D,CA,2,Y,Y,DW,390736.0,419103.0,868737,58898.0
2010,N00030623,S. Joseph Simitian,D,CA,15, ,Y,DN,2000.0,459698.0,475924,14226.0
2014,N00035318,Jonathan Saidel,D,PA,13, ,Y,DN,,2600.0,2800,200.0
2010,N00031008,Bill Randall,R,NC,13,Y,Y,RL,10026.0,121198.0,206068,74844.0
2014,N00033121,Kelayil P. George,D,TX,22, , ,DN,,,0,0.0
2010,N00029769,John Wieder,D,TX,22, ,Y,DL,,7498.0,8189,691.0
2014,N00003098,Joe Turnham,D,AL,3, , ,DN,,,0,0.0
2014,N00030061,David C Bellavia,R,NY,27, , ,RN,,,0,0.0
2000,N00003414,Scott Land,D,KY,6, , ,DN,,,0,
2014,N00031260,Lou Ann Zelenik,R,TN,6, , ,RN,-5000.0,,-5000,0.0
2014,N00002725,Deb Pueschel,R,FL,4, , ,RN,,,0,0.0
2014,N00034726,Tawana W. Cadien,D,TX,10,Y,Y,DL,2000.0,2150.0,7425,3275.0
2014,N00026113,Mark Assini,R,NY,25,Y,Y,RL,2000.0,111821.0,139662,25841.0
2014,N00035252,Tim Larkin,R,SC,1, ,Y,RL,,,4627,4627.0
2014,N00033005,Chuck Meyer,R,TX,36, ,Y,RL,,3400.0,3500,100.0
2010,N00030768,Martha Roby,R,AL,2,Y,Y,RW,420868.0,777723.0,1295073,96482.0
2014,N00035643,Ron Walters,R,WV,2, ,Y,RL,10000.0,113151.0,132256,9105.0
2010,N00030574,David Canter,D,CO,6, ,Y,DN,3500.0,4450.0,15422,7472.0
2010,N00032351,Debbi Alsfelder,R,OH,2, , ,RL,,7200.0,8279,1079.0
2010,N00032351,Debbi Alsfelder,R,OH,2, ,Y,RL,,7200.0,8279,1079.0
2010,N00030813,Andrew Smart,R,SC,4, ,Y,RN,,7400.0,7400,0.0
2014,N00031086,Mike Berryhill,R,CA,18, , ,RN,,,0,0.0
2010,N00032223,Michael Peter Fallon,R,CO,1,Y,Y,RL,6800.0,128400.0,195368,60168.0
2000,N00003432,Wasley S Krogdahl,3,KY,6, , ,3N,,,0,
2014,N00035934,John Katko,R,NY,24,Y,Y,RW,718193.0,667715.0,1478266,92358.0
2000,N00005346,David Reed,D,LA,2, , ,DN,,,0,
2014,N00033626,Mike Parry,R,MN,1, , ,RN,,5271.0,5271,0.0
2010,N00031340,Joshua First,R,PA,17, ,Y,RL,,9618.0,11206,1588.0
2010,N00009660,Steve Scalise,R,LA,1,Y,Y,RW,517711.0,821037.0,1373071,34323.0
2014,N00035801,Larry Smith,R,TX,34,Y,Y,RL,100.0,103882.0,111402,7420.0
2000,N00005368,Don-Terry Veal,D,LA,2, , ,DN,,,0,
2014,N00025532,Ronald William Harris,D,MO,6, , ,DN,,120.0,120,0.0
2010,N00030714,"Earl Frederick Hilliard, Jr",D,AL,7, ,Y,DL,127000.0,291974.0,452612,33638.0
2014,N00034302,Steve Farley,D,AZ,2, , ,DN,,,0,0.0
2010,N00032608,Anthony P. Gemma,D,RI,1, ,Y,DL,,176259.0,183294,7035.0
2014,N00036290,Bill Lindsay,R,MO,5, ,Y,RL,,2142.0,2413,271.0
2014,N00029170,Dan Grant,D,TX,10, , ,DN,,,0,0.0
2014,N00029170,Dan Grant,D,TX,25, , ,DN,,,0,0.0
2010,N00031070,Bill Hoffman,D,WA,7, ,Y,DL,,6313.0,7013,700.0
2010,N00030844,David Jeffrey Harmer,R,CA,11,Y,Y,RL,770505.0,1942070.0,3172675,460100.0
2014,N00035618,Dan Collison,R,NC,6, ,Y,RN,76.0,3030.0,3401,295.0
2014,N00033929,Trey Roberts,R,TX,34, , ,RN,,,0,0.0
2014,N00030792,Jay Fleitman,R,MA,2, , ,RN,,,0,0.0
2010,N00027789,Ted Ankrum,D,TX,10,Y,Y,DL,159.0,12327.0,20757,8271.0
2010,N00031753,Lars Allen Johnson,I,MN,1,Y,Y,3L,,4440.0,8265,3825.0
2010,N00031256,Ryan Sanders,D,PA,19,Y,Y,DL,497.0,10100.0,10597,0.0
2014,N00035823,James Graf,D,CA,33, ,Y,DL,,266166.0,266191,25.0
2010,N00031066,Justin Boyd,R,TX,5, ,Y,RN,0.0,162.0,307,145.0
2014,N00031606,Karen Harrington,R,FL,23, , ,RN,,-5000.0,-1962,3038.0
2014,N00033518,Doug Collins,R,GA,9,Y,Y,RW,417848.0,369648.0,822831,35335.0
2010,N00027654,Craig Peter Weber,R,NC,3, ,Y,RL,,1740.0,2181,441.0
2014,N00031532,Gloria Carlineo,R,PA,8, , ,RN,,,0,0.0
2000,N00000165,Stephen A Perla,D,MA,1, , ,DN,,,0,
2004,N00024761,Jerald Clinton Salazar,R,CA,20, , ,RN,14500.0,6274.0,20774,
2014,N00036510,John Wood Jr,R,CA,43,Y,Y,RL,300.0,5381.0,8973,3292.0
2014,N00036655,BJ Guillot,R,WA,2,Y,Y,RL,,6088.0,9111,3023.0
2010,N00031483,Pat Bertroche,R,IA,3, ,Y,RL,,4750.0,5090,340.0
2014,N00031538,Jim Tracy,R,TN,4, ,Y,RL,149125.0,1253775.0,1469546,66646.0
2014,N00025477,Mark Saalfield Norris,R,TN,7, , ,RN,,,0,0.0
2014,N00034248,Donna Bebo,D,OK,4, , ,DN,,5224.0,5224,0.0
2010,N00001157,Patricia M. Maher,D,NY,5, ,Y,DL,,7888.0,8723,835.0
2010,N00001157,Patricia M. Maher,D,NY,5, , ,DL,,7888.0,8723,835.0
2010,N00002656,Jack Kingston,R,GA,1,Y,Y,RW,587840.0,372094.0,985611,25677.0
2010,N00032203,Richard Valdez,D,CA,28, ,Y,DL,,1000.0,2475,1475.0
2010,N00030638,Diggs Brown,R,CO,4, ,Y,RN,5385.0,130711.0,150316,14220.0
2014,N00033529,Evelyn Erhard,D,NM,2, , ,DN,,,0,0.0
2014,N00033539,Randy Weber,R,TX,14,Y,Y,RW,283289.0,507153.0,813609,23167.0
2010,N00030845,Ken Miller,R,FL,24, ,Y,RN,2500.0,52729.0,64649,9420.0
2010,N00032285,Eugene Waldorf,I,MN,7,Y,Y,3L,,1800.0,2275,475.0
2000,N00000199,John V Tudisla,D,MA,5, , ,DN,,,0,
2014,N00036275,John Moolenaar,R,MI,4,Y,Y,RW,991118.0,639962.0,1671862,40782.0
2010,N00012546,Luke Messer,R,IN,5, , ,RL,9000.0,488955.0,544406,46451.0
2010,N00012546,Luke Messer,R,IN,5, ,Y,RL,9000.0,488955.0,544406,46451.0
2014,N00035402,Jean Enright,D,FL,20, ,Y,DL,1000.0,44192.0,45192,0.0
2010,N00032603,Timothy J. Healy,R,NY,14, ,Y,RN,,7350.0,8314,964.0
2014,N00031357,Andy Vidak,R,CA,20, , ,RN,16400.0,,16400,0.0
2014,N00034489,Debbie Bacigalupi,R,CA,14, , ,RN,,,0,0.0
2010,N00024853,Joe Grimaud,R,SC,3, ,Y,RL,,8780.0,8900,120.0
2014,N00011798,David Lloyd Thomas,R,SC,4, , ,RN,,,0,0.0
2014,N00035404,Bob Johnson,R,GA,1, ,Y,RL,154845.0,685027.0,893265,53393.0
2010,N00031396,Robert Ervin Palisin,R,NC,8, ,Y,RN,,100.0,100,0.0
2010,N00030396,James Carter,D,LA,2, , ,DN,,52850.0,53450,600.0
2010,N00006671,Lucille Roybal-Allard,D,CA,34,Y,Y,DW,324859.0,229278.0,573566,19429.0
2014,N00034319,Justin Kuhnle,D,IN,3,Y,Y,DL,5000.0,490.0,5490,0.0
2014,N00034809,Brad Staats,R,TN,5, , ,RN,,,0,0.0
2010,N00030642,"Alfred Lawson, Jr",D,FL,2, ,Y,DL,5000.0,161030.0,217446,51416.0
2014,N00032459,Chip Flanegan,R,GA,3, ,Y,RL,,24010.0,24852,842.0
2010,N00030805,Daniel Arnett,R,OK,2, ,Y,RL,,18935.0,21111,2176.0
2010,N00003660,Paul E. Gillmor,R,OH,5, , ,RN,-500.0,,-500,0.0
2010,N00029161,John A. Boccieri,D,OH,16,Y,Y,DL,1545588.0,1051397.0,2717945,120960.0
2014,N00027239,Daniel Lipinski,D,IL,3,Y,Y,DW,580494.0,249166.0,844805,15145.0
2010,N00031766,David J. Seidemann,R,NY,4, ,Y,RN,,240.0,-2160,-2400.0
2014,N00035426,Michael Coblenz,D,KY,6, ,Y,DN,,6832.0,6832,0.0
2000,N00000222,David A Francoeur,D,MA,6, , ,DN,,,0,
2014,N00036409,Glenn S. Grothman,R,WI,6,Y,Y,RW,269721.0,526630.0,967577,171226.0
2010,N00032352,Tim Martz,R,OH,2, ,Y,RL,,9837.0,9837,0.0
2014,N00034820,Bill Driscoll,R,WA,6, , ,RN,,3238.0,3238,0.0
2014,N00033049,John M. Atkinson,D,IL,3, , ,DN,,,0,0.0
2014,N00029975,Eddie Hendry,R,FL,2, , ,RN,,,0,0.0
2014,N00035739,Dan Frei,R,NE,2, ,Y,RL,,45400.0,50920,5520.0
2010,N00031911,Charles E. Henderson,R,IN,4, ,Y,RL,2500.0,9787.0,13012,725.0
2014,N00034630,Glenn Koenen,D,MO,2, , ,DN,,,0,0.0
2000,N00000294,Warren Tolman,D,MA,8, , ,DN,,,0,
2000,N00000262,Peter Woodard Galbraith,D,MA,8, , ,DN,,,21,21.0
2000,N00000255,Philip E Doherty,D,MA,8, , ,DN,,,0,0.0
2014,N00031234,John Golnik,R,MA,3, , ,RN,,,0,0.0
2014,N00034783,Steve Reilly,D,GA,7, , ,DN,,,0,0.0
2014,N00028416,Andy Miscuk,D,DC,0, , ,DN,,,0,0.0
2014,N00001579,Allyson Schwartz,D,PA,13, , ,DI,302263.0,209550.0,521299,9486.0
2014,N00007700,Darlene Hooley,D,OR,5, , ,DN,,,0,0.0
2014,N00000596,Alan Schlesinger,R,FL,18, ,Y,RL,,49100.0,54793,5693.0
2010,N00031100,Christopher Todd Geissler,R,IL,8, ,Y,RL,,23950.0,26572,2622.0
2014,N00033281,Tulsi Gabbard,D,HI,2,Y,Y,DW,427719.0,1178834.0,1768706,162153.0
2010,N00030947,Vincent Scott Morgan,D,NY,15, ,Y,DL,,106575.0,113045,6470.0
2010,N00030675,Jack Goodman,R,MO,7, ,Y,RL,18500.0,342400.0,365097,4197.0
2014,N00034417,Ken Leonczyk,R,NC,9, , ,RN,,775.0,775,0.0
2014,N00035285,Edward MacDougall,R,FL,26, ,Y,RL,,37550.0,44118,6568.0
2014,N00033833,Jay Jordan,R,SC,7, , ,RN,,1727.0,1727,0.0
2010,N00031482,Mark Rees,R,IA,3, ,Y,RL,,14350.0,15825,1475.0
2014,N00035808,Dan Levine,D,CA,1, ,Y,DL,,800.0,800,0.0
2014,N00035333,Steve Anthony Colangelo,R,CA,9, ,Y,RL,1276.0,57340.0,77481,18865.0
2014,N00030211,Peter Theron,R,WI,2,Y,Y,RL,,9995.0,21766,11771.0
2010,N00005731,Jim Turner,D,TX,2, , ,DN,,,0,0.0
2010,N00029514,James Bordonaro,D,KS,1, , ,DN,,789.0,789,0.0
2014,N00029774,George L. Morovich,R,TX,25, , ,RN,250.0,,250,0.0
2014,N00029774,George L. Morovich,R,TX,25, , ,RN,250.0,,250,0.0
2014,N00000939,Jerrold Nadler,D,NY,10,Y,Y,DW,438395.0,645726.0,1103752,19631.0
2014,N00035698,Shelley Kais,R,AZ,2, ,Y,RL,1000.0,31173.0,39347,7174.0
2014,N00033468,Ken Fortenberry,R,NC,10, , ,RN,,,0,0.0
2014,N00036308,Mike Causey,R,NC,6, ,Y,RL,,11414.0,13425,2011.0
2014,N00035947,Marilyn Rainwater,D,OK,5, ,Y,DN,,1000.0,1000,0.0
2010,N00029225,Michael J Kelley,U,KY,4, , ,UN,1000.0,,1000,0.0
2014,N00001295,Tom Reynolds,R,NY,26, , ,RN,,,0,0.0
2010,N00029448,Julien Modica,D,VA,10, , ,DN,,6820.0,11220,4400.0
2010,N00029448,Julien Modica,D,VA,10, , ,DC,,6820.0,11220,4400.0
2010,N00031202,Peggy Rogers,R,CT,3, ,Y,RN,,800.0,3365,2565.0
2010,N00031782,Tim Scott,R,SC,1,Y,Y,RW,475411.0,864796.0,1464503,124296.0
2010,N00028305,Kevin Powell,D,NY,10, ,Y,DL,100.0,155033.0,227768,72635.0
2014,N00035819,Brad Allen,R,CA,24, ,Y,RL,,36080.0,37821,1741.0
2014,N00002526,Bob Barr,R,GA,11, ,Y,RL,48100.0,661695.0,842964,133169.0
2014,N00027600,Darcy Burner,D,WA,1, , ,DN,,500.0,1560,1060.0
2014,N00031375,Brad Zaun,R,IA,3, ,Y,RL,1000.0,87100.0,103687,15587.0
2010,N00031655,David Allen Rice,R,TN,8, ,Y,RN,,,0,0.0
2010,N00031145,Brenda Z. Page,R,TX,18, ,Y,RL,,1541.0,3082,1541.0
2010,N00004005,Carolyn Cheeks Kilpatrick,D,MI,13, ,Y,DL,329966.0,278600.0,615761,7195.0
2014,N00009704,Brad R. Carson,D,OK,2, , ,DN,,,0,0.0
2010,N00026460,Michael McCaul,R,TX,10,Y,Y,RW,490755.0,949558.0,1502937,62624.0
2014,N00029142,Michael Anthony Montagano,D,IN,3, , ,DN,,,0,0.0
2010,N00029968,Naomi Bar-Lev,R,CA,53, , ,RN,,12642.0,12642,0.0
2000,N00002010,Irving Pinder,D,MD,1, , ,DN,,,0,0.0
2004,N00000469,Tom Allen,D,ME,1,Y,Y,DW,246585.0,382544.0,792006,162877.0
2010,N00030993,Loraine Goodwin,D,CA,19,Y,Y,DL,,13250.0,13250,0.0
2010,N00006868,Erich D. Miller,L,CA,30,Y,Y,3L,,1625.0,3634,2009.0
2014,N00036304,Gardenia Henley,D,NC,5, ,Y,DL,,1000.0,1298,298.0
2000,N00000268,Philip Hyde III,3,MA,8, , ,3C,,,0,
2014,N00033720,Richard W. Allen,R,GA,12,Y,Y,RW,287468.0,1536883.0,1899879,75528.0
2014,N00035572,Thuy Lowe,R,FL,5, ,Y,RL,,20662.0,28735,8073.0
2014,N00035225,Anthony A. Beale,D,IL,2, ,Y,DL,,123565.0,131828,8263.0
2010,N00031894,Rupert Gordon Parchment,R,GA,13, ,Y,RL,,2250.0,6705,4455.0
2000,N00000242,Anthony A Schinella,I,MA,8, , ,3N,,,0,
2010,N00030862,Roderick D. Vereen,I,FL,17,Y,Y,3L,,48935.0,59809,10874.0
2000,N00000253,Andrea Morell,3,MA,8, , ,3N,,,0,
2010,N00013744,Diane E. Watson,D,CA,33, ,Y,DI,86006.0,103463.0,209892,20423.0
2014,N00036025,Suzanne Scholte,R,VA,11,Y,Y,RL,30631.0,151135.0,262097,80331.0
2014,N00035465,Craig Bowden,I,UT,1,Y,Y,3L,,,825,825.0
2014,N00035431,Seth Moulton,D,MA,6,Y,Y,DW,1779814.0,2637861.0,4711097,293422.0
2010,N00031142,David Edwin Cozad,D,TX,6,Y,Y,DL,,5110.0,13345,8235.0
2010,N00032812,Jeffrey W. Vanke,3,VA,6,Y,Y,3L,1376.0,3681.0,11113,6056.0
2010,N00002556,Mac Collins,R,GA,8, , ,RN,,,0,0.0
2014,N00035376,Gary Gerrard,R,GA,10, ,Y,RL,,99294.0,112781,13487.0
2010,N00031155,Dick Muri,R,WA,9,Y,Y,RL,18532.0,120166.0,231546,92848.0
2014,N00015884,Mark Cohen,D,PA,13, ,Y,DN,2000.0,,2000,0.0
2010,N00029824,John P Kelly,R,NJ,3, , ,RN,1000.0,10300.0,11300,0.0
2014,N00035396,Glo Smith,R,FL,5, , ,RC,5500.0,89194.0,131454,36760.0
2014,N00035396,Glo Smith,R,FL,5,Y,Y,RL,5500.0,89194.0,131454,36760.0
2010,N00031601,Bob Brancato,R,CO,2, ,Y,RL,,3000.0,3887,887.0
2014,N00033284,Lane Siekman,D,IN,6, ,Y,DL,,1515.0,2460,945.0
2014,N00034749,Michael Kicinski,R,NY,22, , ,RN,,,570,570.0
2010,N00029275,Nick Jordan,R,KS,3, ,Y,RN,5500.0,77406.0,105378,22472.0
2010,N00030657,Carlos A. Monteagudo,D,IL,5, ,Y,DL,200.0,22850.0,23050,0.0
2010,N00001193,Pete King,R,NY,3,Y,Y,RW,611556.0,823812.0,1607530,172162.0
2014,N00029405,Domenic Recchia,D,NY,11,Y,Y,DL,459872.0,1986756.0,2600221,153593.0
2010,N00028925,Todd Long,R,FL,8, ,Y,RL,5000.0,107900.0,199940,87040.0
2014,N00026505,Barry Hermanson,3,CA,12, ,Y,3L,,6475.0,7245,770.0
2010,N00030708,Richard Franklin Kelsey,R,KS,4, ,Y,RN,3000.0,20920.0,43363,19443.0
2010,N00031001,Julie Hamos,D,IL,10, ,Y,DO,56885.0,946129.0,1162353,159339.0
2014,N00035316,Corry Westbrook,D,FL,8, ,Y,DN,11878.0,104463.0,135737,19396.0
2010,N00031049,Daniel Gilyeat,R,KS,3, ,Y,RL,,9250.0,12700,3450.0
2010,N00031367,"John W. Lindsey, Jr",R,FL,12, ,Y,RL,,12610.0,13230,620.0
2010,N00025330,Jo Bonner,R,AL,1,Y,Y,RW,410715.0,471910.0,901365,18740.0
2010,N00031181,David W. Roberts,D,CA,50, ,Y,DN,,78459.0,93688,15229.0
2010,N00031238,Harold P. Jordan,R,NC,8, ,Y,RL,,107624.0,121107,13483.0
2014,N00034366,Richard Andrew Clark,R,FL,6, , ,RN,,,0,0.0
2010,N00032019,David N. Cicilline,D,RI,1,Y,Y,DW,360223.0,1622945.0,2110971,127803.0
2010,N00027502,Thomas H Kean Jr,R,NJ,7, , ,RN,7000.0,27200.0,34399,199.0
2014,N00034985,Marc Victor,R,AZ,9, , ,RC,,,0,0.0
2014,N00034985,Marc Victor,R,AZ,9, ,Y,RN,,,0,0.0
2010,N00004436,John Kline,R,MN,2,Y,Y,RW,723285.0,669383.0,1546568,153900.0
2014,N00034646,Joyce Knott,D,SC,5, , ,DN,,-9.0,-9,0.0
2010,N00030806,Howard Wayne Houchen,R,OK,2, ,Y,RL,,62853.0,68821,5968.0
2014,N00026221,David Gill,D,IL,13, , ,DN,2000.0,-100.0,1926,26.0
2010,N00004884,Danny K. Davis,D,IL,7,Y,Y,DW,567019.0,139850.0,731588,24719.0
2010,N00029390,Terri Bonoff,D,MN,3, , ,DN,,,0,0.0
2014,N00029022,Roberto Maldonado,D,IL,4, , ,DN,,,0,0.0
2010,N00027664,Jason Altmire,D,PA,4,Y,Y,DW,1330212.0,1147382.0,2524148,46554.0
2010,N00031129,James Lankford,R,OK,5,Y,Y,RW,177750.0,953369.0,1281945,150826.0
2010,N00027618,Steve Kagen,D,WI,8,Y,Y,DL,1105097.0,802597.0,2073142,165448.0
2010,N00029671,Woodrow Myers,D,IN,7, , ,DN,,,0,0.0
2010,N00032255,Mike LaCoste,R,IA,1, ,Y,RL,,4276.0,4276,0.0
2010,N00032255,Mike LaCoste,R,IA,1, , ,RL,,4276.0,4276,0.0
2014,N00029339,Tom Perriello,D,VA,5, , ,DN,,,0,0.0
2014,N00033273,Travis Grantham,R,AZ,9, , ,RN,,-2500.0,-2500,0.0
2010,N00027567,Charlie Stuart,D,FL,8, , ,DN,-2500.0,-12550.0,-15050,0.0
2002,N00013802,Roger Parent,D,IN,2, ,Y,DN,,7527.0,22277,14750.0
2000,N00002030,Thomas Morse Jenkins,D,MD,1, , ,DN,,,0,
2006,N00027641,Karen Marie Otter,D,CA,52, ,Y,DL,750.0,2595.0,3345,0.0
2002,N00004958,William Melvin Price,R,IL,12, , ,RN,2000.0,,2000,0.0
2002,N00002609,Woodrow Lovett,R,GA,12, ,Y,RN,,1173.0,1273,100.0
2006,N00026109,Raymond Lemmy Chukwu,R,CA,15,Y,Y,RL,,18750.0,20375,1625.0
2006,N00013756,James M Sullivan,D,CT,2, , ,DN,14487.0,,14487,0.0
2002,N00003330,C Delbert Hosemann Jr,R,MS,4, , ,RN,,109418.0,109418,0.0
2002,N00008113,Earl Pomeroy,D,ND,1,Y,Y,DW,1561764.0,282460.0,2011419,167195.0
2006,N00027979,Kim Wolfe,R,WV,3,Y,Y,RL,1000.0,41050.0,45431,3381.0
2002,N00011358,Ken Chlouber,R,CO,1,Y,Y,RL,25500.0,59608.0,99291,14183.0
