,cycle,id,candidate_name,party,district,current_candidate,cycle_candidate,recip_code,raised_from_pacs,raised_from_individuals,raised_total,raised_unitemized
24128,2000,N00007315,Mark Whiteley Cares (R),R,CA17, , ,RN,,,0,
24129,2000,N00007464,Rick S Garrett (L),L,CA17,Y,Y,3L,,,0,
24130,2000,N00007477,Scott R Hartley (3),3,CA17,Y,Y,3L,,,0,
24131,2000,N00007518,Ken Aaroe (L),L,CA18, , ,3N,,,0,
24132,2000,N00007307,John Anthony Estrada (D),D,CA20, , ,DN,,,0,0.0
24133,2000,N00007512,Linda M DeGroat (L),L,CA18, , ,3N,,,0,
24134,1998,N00003425,John A (Eck) Rose (D),D,KY06, ,Y,DL,47469.0,251760.0,580298,281069.0
24135,2000,N00007248,Devin Gerald Nunes (R),R,CA20, , ,RN,,,0,
24136,2000,N00006870,Raul II Godinez (D),D,CA26, , ,DN,,,0,0.0
24137,1998,N00003427,Ernesto Scorsone (D),D,KY06,Y,Y,DL,313626.0,449796.0,1490199,726777.0
24138,2000,N00007378,Chris Haugen (R),R,CA14, , ,RN,,,0,0.0
24139,2000,N00007245,Tom Vontz (D),D,CA20, , ,DN,,,0,
24140,2000,N00007266,Rene Henry Bravo (R),R,CA22, , ,RN,,,0,
24141,2000,N00007271,Brooks Firestone (R),R,CA22, , ,RN,,,0,
24142,2000,N00007240,Robert L Lovgren (R),R,CA22, , ,RN,,,0,
24143,2000,N00007243,Robert Bakhaus (L),L,CA22, , ,3N,,,0,
24144,2000,N00007242,Thomas A Rosenberger (L),L,CA22, , ,3N,,,0,
24145,2000,N00007264,James Harrison (R),R,CA22, , ,RN,,,0,
24146,2000,N00006857,Daniel Ricardo Gonzalez (D),D,CA23, , ,DN,,,0,
24147,2000,N00006759,Steven Gregory Polard (R),R,CA24, , ,RN,,,0,
24148,2000,N00007430,Greg Harper (D),D,CA09, , ,DN,,,0,0.0
24149,2000,N00006888,William Westmiller (R),R,CA24, , ,RN,,,0,
24150,1998,N00007968,John F Beal (3),3,WA05,Y,Y,3L,478.0,14816.0,48194,32900.0
24151,2000,N00006895,Joe Gelman (R),R,CA24, , ,RN,,,0,
24152,2000,N00006742,Catherine Carter (3),3,CA24, , ,3N,,,0,
24153,2000,N00006913,Juan Carlos Ros (L),L,CA24,Y,Y,3L,,,0,
24154,2000,N00006878,Maria Armoudian (3),3,CA26, , ,3N,,,0,
24155,1998,N00001221,Lauren Ayers Roberts (R),R,NY21,Y,Y,RL,5000.0,7900.0,30463,17563.0
24156,2000,N00006914,David L Cossak (3),3,CA26,Y,Y,3L,,,0,
24157,2000,N00006859,Melissa Garcia (R),R,CA26, , ,RN,,,0,
24158,2000,N00006849,Bob New (L),L,CA27, , ,3N,,,0,
24159,1998,N00004698,Phil Crane (R),R,IL08, , ,RW,497486.0,94825.0,764558,172247.0
24160,2000,N00006924,Arnold (Arnie) Amaru (R),R,CA28, , ,RN,,,0,
24161,2000,N00006831,Jerry R Douglass (L),L,CA28, , ,3N,,,0,
24162,2000,N00006922,M Lawrence Allison (3),3,CA28,Y,Y,3L,,,0,
24163,2016,N00035628,Cresent Hardy (R),R,NV04,Y,Y,RI,299297.0,356211.0,663520,8012.0
24164,2000,N00006674,David Alan Churchman (R),R,CA29, , ,RN,,,0,
24165,2000,N00006817,Karen Blasdell-Wilkinson (3),3,CA38,Y,Y,3L,,,0,
24166,2000,N00006973,Krista Lieberg-Wong (3),3,CA31,Y,Y,3L,,,0,
24167,2000,N00006709,Velko Milosevich (L),L,CA32, , ,3N,,,0,
24168,2000,N00006704,Jason Heath (L),L,CA30,Y,Y,3L,,,0,
24169,1998,N00005057,Bill Federer (R),R,MO03,Y,Y,RL,13136.0,104640.0,117776,
24170,2000,N00024821,Bill Richardson (D),D,NM03, , ,DN,,,0,
24171,2000,N00009688,Mark James (R),R,NV01, ,Y,RC,,,0,
24172,2000,N00009689,Gordon R Hawk (I),I,NV02, ,Y,3N,,,0,
24173,2000,N00009690,Paul Harenberg (D),D,NY02, ,Y,DN,,,0,
24174,2000,N00009691,Steve Levy (D),D,NY02, , ,DN,,,0,
24175,2000,N00001164,Raymond J McGrath (R),R,NY05, , ,RN,,,0,
24176,2000,N00001080,Ernest Johnson (3),3,NY10,Y,Y,3L,,,0,
24177,2000,N00000982,Susan Molinari (R),R,NY13, , ,RN,,,0,
24178,2016,N00000781,Frank Pallone Jr (D),D,NJ06, , ,DI,494219.0,267550.0,770373,8604.0
24179,2000,N00003677,Bob McEwen (R),R,OH02, , ,RN,,,0,
24180,1998,N00005660,Victor M Morales (D),D,TX05, , ,DL,3000.0,26100.0,29100,
24181,2000,N00009701,Ignacio J Garcia (I),I,OH15, ,Y,3C,,,0,
24182,2000,N00001552,John Innelli (D),D,PA07, , ,DN,,,0,
24183,2000,N00009718,Duane Robert Malott (I),I,PA13, ,Y,3C,,,0,
24184,2016,N00009585,Adam Schiff (D),D,CA28,Y,Y,DI,120850.0,172442.0,315197,21905.0
24185,2016,N00007419,Mike Thompson (D),D,CA05,Y,Y,DI,400127.0,283376.0,734443,50940.0
24186,2000,N00009722,Neil Frederick Clifford (R),R,PA19, ,Y,RN,,,0,
24187,2016,N00007248,Devin Nunes (R),R,CA22,Y,Y,RI,558219.0,225800.0,793490,9471.0
24188,2000,N00003102,Al Borgman (I),I,TN05, , ,3N,,,0,
24189,2016,N00030768,Martha Roby (R),R,AL02,Y,Y,RI,247700.0,168428.0,455423,39295.0
24190,2016,N00001971,Elijah E Cummings (D),D,MD07,Y,Y,DI,168500.0,209700.0,391105,12905.0
24191,2000,N00007795,John D Newkirk (R),R,OR02, , ,RN,,,0,0.0
24192,2000,N00005715,Harold Hampton Hodges (R),R,TX01, , ,RN,,,0,0.0
24193,2016,N00004614,Kevin Cramer (R),R,ND01,Y,Y,RI,296000.0,197050.0,534045,40995.0
24194,2016,N00033997,Pete Aguilar (D),D,CA31,Y,Y,DI,416386.0,562791.0,1271111,291934.0
24195,2016,N00025482,Dutch Ruppersberger (D),D,MD02,Y,Y,DI,169575.0,170341.0,345902,5986.0
24196,2016,N00009604,Susan A Davis (D),D,CA53,Y,Y,DI,73000.0,55060.0,140778,12718.0
24197,2000,N00005804,Craig Washington (D),D,TX18, , ,DN,,,0,0.0
24198,2000,N00001569,Thomas M Foglietta (D),D,PA01, , ,DN,,,0,0.0
24199,2016,N00033541,Pete Gallego (D),D,TX23, , ,DN,90658.0,275758.0,419423,53007.0
24200,2016,N00006446,Matt Salmon (R),R,AZ05,Y,Y,RI,118200.0,137547.0,281708,25961.0
24201,2000,N00009748,Daniel Lee Davis (I),I,TX24, ,Y,3C,,,0,
24202,2000,N00000469,Tom Allen (D),D,ME01,Y,Y,DW,210269.0,333976.0,996846,452601.0
24203,2016,N00035346,Buddy Carter (R),R,GA01,Y,Y,RI,228297.0,204392.0,451274,18585.0
24204,2000,N00009592,John Scott Ballard (L),L,CA42,Y,Y,3L,,,0,0.0
24205,2000,N00003938,Brian Paul Palmer (R),R,MI10, , ,RN,5000.0,2760.0,15544,7784.0
24206,2000,N00007175,Robert Michael Kerns (R),R,CA41, , ,RN,750.0,,750,0.0
24207,2000,N00001513,Stephen A Urban (R),R,PA11,Y,Y,RL,566.0,14094.0,24822,10162.0
24208,2016,N00037000,Vinnie Gentile (D),D,NY11, , ,DO,34886.0,191125.0,274279,48268.0
24209,2000,N00003430,Ernie Fletcher (R),R,KY06,Y,Y,RW,1267748.0,1003286.0,3498614,1227580.0
24210,2000,N00007584,Wally Herger (R),R,CA02,Y,Y,RW,326980.0,154905.0,481885,
24211,2000,N00001439,Charles R Gerow (R),R,PA19, ,Y,RL,32000.0,57785.0,180516,90731.0
24212,2000,N00009764,Lew Mittness (D),D,WI01, ,Y,DN,,,0,
24213,2000,N00013589,Steve Zimmerman (L),L,IA04,Y,Y,3L,,,0,
24214,2000,N00013590,Edwin B Fruit (3),3,IA04,Y,Y,3L,,,0,
24215,2000,N00013591,Ray Holtorf (I),I,IA05,Y,Y,3L,,,0,
24216,2000,N00013592,Ben L Olson (L),L,IA05,Y,Y,3L,,,0,
24217,2000,N00013593,Jack Warner (L),L,KS01,Y,Y,3L,,,0,
24218,2000,N00013594,Chris Mina (L),L,KS03,Y,Y,3L,,,0,
24219,2000,N00013595,Michael A Kirkman (L),L,KY02,Y,Y,3L,,,0,
24220,2000,N00013596,Donna Walker Mancini (L),L,KY03,Y,Y,3L,,,0,
24221,2000,N00013597,Alen Handleman (L),L,KY04,Y,Y,3L,,,0,
24222,2000,N00001312,William R Cook (D),D,NY27, , ,DN,4000.0,750.0,4750,0.0
24223,2000,N00013598,Joseph Novak (L),L,KY06,Y,Y,3L,,,0,
24224,2000,N00013600,Steve Cousino (3),3,MI07,Y,Y,3L,,,0,
24225,2000,N00013601,Brenda (Ziah) Reddick (3),3,MO01,Y,Y,3L,,,0,
24226,2000,N00013602,Mike Odell (3),3,MO02,Y,Y,3L,,,0,
24227,2000,N00012858,Richard K Maguire (D),D,CA48, ,Y,DL,,,0,
24228,2000,N00007054,Jim Bates (D),D,CA50, , ,DN,,,0,
24229,2000,N00012938,Jacob Mohorovic(D),D,MD02, ,Y,DL,3000.0,,3000,
24230,2000,N00009594,Donald Hubner (D),D,CA42, ,Y,DL,,,0,
24231,2000,N00009595,Hal J Styles Jr (R),R,CA42, ,Y,RL,,,0,
24232,2016,N00037029,Tonia Khouri (R),R,IL11,Y,Y,RC,500.0,152600.0,174200,21100.0
24233,2000,N00007018,Byron Stephen Georgiou (D),D,CA49, , ,DN,,,0,
24234,2000,N00001797,Robert L Livingston (R),R,LA01, , ,RN,-10500.0,,-10500,
24235,2000,N00004252,Donna L Smith (D),D,IA02,Y,Y,DL,47027.0,17125.0,98805,34653.0
24236,2016,N00001171,Gregory W Meeks (D),D,NY05,Y,Y,DI,200000.0,56224.0,256624,400.0
24237,2000,N00009605,Petra E Barajas (R),R,CA50, ,Y,RN,,,0,
24238,2000,N00013715,Stewart Skrill (I),I,VT01,Y,Y,3L,272.0,500.0,772,
24239,2000,N00000983,Vito Fossella (R),R,NY13,Y,Y,RW,421693.0,511281.0,1510586,577612.0
24240,2000,N00007501,Jack A Sieglock (R),R,CA11, , ,RN,,,0,0.0
24241,2000,N00013307,Jennie M Crittendon (D),D,MI07,Y,Y,DL,2500.0,205.0,4270,1565.0
24242,2000,N00009609,Mark Steven Coutu (D),D,FL01, ,Y,DC,,,0,
24243,2000,N00009610,Boysie Ramrattan (3),3,FL01, ,Y,3N,,,0,
24244,2000,N00004374,Scott L Klug (R),R,WI02, , ,RN,,,0,
24245,2000,N00007993,Virginia Marie Collins (R),R,AK01, , ,RN,,,0,0.0
24246,2000,N00012690,Ken Adams (3),3,CA05,Y,Y,3L,682.0,,682,
24247,2000,N00000643,Al Smith (D),I,CT04, , ,3N,,,0,0.0
24248,2000,N00005510,Ralph Forbes (3),3,AR03, , ,3N,,,0,
24249,2000,N00007391,Bill Baker (R),R,CA10, , ,RN,,,50,50.0
24250,2000,N00002622,Denise Freeman (D),D,GA10,Y,Y,DL,2500.0,6554.0,9054,
24251,2000,N00007101,Sarkis Joseph (Joe) Khoury (R),R,CA43, , ,RN,,,0,
24252,2000,N00007567,Robert S Dinsmore (R),R,CA05, , ,RN,,,0,
24253,2000,N00007598,Ross Crain (L),L,CA03, , ,3N,,,0,
24254,2000,N00007447,Joseph Edward Nation (D),D,CA06, , ,DN,,,0,
24255,2000,N00007405,Dave Williams (R),R,CA10, , ,RN,,,0,
24256,2000,N00013237,Edward G Janosik (D),D,NJ02,Y,Y,DL,5500.0,47650.0,87255,34105.0
24257,2000,N00007381,Tom Huening (R),R,CA14, , ,RN,,,0,
24258,2000,N00007300,Richard H Lehman (D),D,CA19, , ,DN,,,0,
24259,2000,N00007259,John L Evans (3),3,CA21, , ,3N,,,0,
24260,2000,N00002055,Demaris Miller (R),R,VA08,Y,Y,RL,24229.0,108810.0,319589,186550.0
24261,2000,N00006805,Joan Milke Flores (R),R,CA36, , ,RN,,,0,0.0
24262,2000,N00006834,Walt Contreras Sheasby (3),3,CA28, , ,3N,,,0,
24263,2000,N00003159,Zach Wamp (R),R,TN03,Y,Y,RW,7068.0,643344.0,1419502,769090.0
24264,2000,N00006966,Bonifacio Bonny Garcia (D),D,CA31, , ,DN,,,0,
24265,2000,N00006978,Tony Valencia (R),R,CA50, , ,RN,,,0,0.0
24266,2000,N00002526,Bob Barr (R),R,GA07,Y,Y,RW,586333.0,1205450.0,1791783,0.0
24267,2000,N00007233,Walter Holden Capps (D),D,CA22, , ,DN,-500.0,,-500,0.0
24268,2000,N00006767,Maureen Reagan (R),R,CA36, , ,RN,,,0,0.0
24269,2000,N00012572,Will Callaway (D),D,TN03,Y,Y,DL,13600.0,98895.0,219603,107108.0
24270,2000,N00000226,John F Tierney (D),D,MA06,Y,Y,DW,186332.0,371424.0,1086711,528955.0
24271,2000,N00006860,Helen Hernandez (D),D,CA30, , ,DN,,,0,
24272,2000,N00006669,Leticia Quezada (D),D,CA30, , ,DN,,,0,0.0
24273,2000,N00003545,Steven C LaTourette (R),R,OH19,Y,Y,RW,355811.0,214150.0,869441,299480.0
24274,2000,N00007080,Rob Guzman (R),R,CA42, , ,RN,,,0,
24275,2000,N00006701,Mark A Takano (D),D,CA43, , ,DN,,,0,0.0
24276,2000,N00012577,Curtis Clinesmith (D),D,TX13,Y,Y,DL,128750.0,136795.0,403782,138237.0
24277,2000,N00006766,Roger Allen Young (D),D,CA35, , ,DN,,,0,0.0
24278,2000,N00009111,Walter R Tucker III (D),D,CA37, , ,DN,,,0,
24279,2000,N00006357,James W McConkie (D),D,UT02, , ,DN,2000.0,,2000,0.0
24280,2000,N00006816,Evan Anderson Braude (D),D,CA38, , ,DN,,,0,
24281,2000,N00006919,John Charles Williams (R),R,CA42, , ,RN,,,0,0.0
24282,2000,N00007209,Jack Dean (L),L,CA39, , ,3N,,,0,
24283,2000,N00002140,Owen B Pickett (D),D,VA02, ,Y,DI,40350.0,40105.0,124285,43830.0
24284,2000,N00003126,Bart Gordon (D),D,TN06,Y,Y,DW,656305.0,262572.0,1344111,425234.0
24285,2000,N00007188,Michael Farber (D),D,CA46, , ,DN,,,0,
24286,2000,N00007157,Edward (Ed) Mayerhofer (R),R,CA48, ,Y,RL,,,0,
24287,2000,N00007032,Raymond Gregory Saatjian (R),R,CA49, , ,RN,,,0,
24288,2000,N00004961,John M Shimkus (R),R,IL20,Y,Y,RW,480250.0,168482.0,952211,303479.0
24289,2000,N00005725,Dennis Henry Boerner (R),R,TX01, , ,RN,1000.0,,1000,
24290,2000,N00005955,Walter Martinez (D),D,TX20, , ,DN,500.0,,500,0.0
24291,2000,N00012484,Phillip L Harmon (I),I,OH12, ,Y,3O,0.0,21450.0,47540,26090.0
24292,2000,N00006722,Lynn V Dymally (D),D,CA37, , ,DN,,,0,0.0
24293,2000,N00002469,Michael L Fair (R),R,SC04, , ,RN,-500.0,2755.0,2755,500.0
24294,2000,N00001469,Tim Holden (D),D,PA06,Y,Y,DW,331666.0,90711.0,612873,190496.0
24295,2000,N00002885,Kenneth D Cooper (D),D,FL22, , ,DN,,,0,
24296,2000,N00002986,John J Anastasio (R),R,FL16, , ,RN,,,0,
24297,2000,N00006348,Merrill Cook (R),R,UT02, ,Y,RL,195965.0,56205.0,252170,
24298,2000,N00002921,Rose Ann Bright (R),R,FL05, , ,RN,,,0,
24299,2000,N00002045,Tom Davis (R),R,VA11,Y,Y,RW,702884.0,762893.0,2456408,990631.0
24300,2000,N00009640,Dennis J Driscoll (R),R,IL09,Y,Y,RL,978.0,4450.0,21445,16017.0
24301,2000,N00002893,Lois Jane Frankel (D),D,FL23, , ,DN,,,0,0.0
24302,2000,N00002600,Ronald Alan Sifen (D),D,GA06, , ,DN,,,0,0.0
24303,2000,N00009702,George John Tablack (D),D,OH17, ,Y,DL,1000.0,152747.0,329277,175530.0
24304,2000,N00009709,Randy Beutler (D),D,OK06,Y,Y,DL,80323.0,210902.0,596467,305242.0
24305,2000,N00002895,Jim Stuber (D),D,FL16, , ,DN,,,0,
24306,2000,N00006204,Curtis Imrie (D),D,CO03,Y,Y,DL,1300.0,,1300,
24307,2000,N00007009,Ron Packard (R),R,CA48, ,Y,RI,140671.0,102911.0,373337,129755.0
24308,2000,N00002561,James Lawrence Friday (D),D,GA03, , ,DN,,,0,
24309,2000,N00002533,Herman Clark (R),R,GA06, , ,RN,,,0,
24310,2000,N00002598,Tony Center (D),D,GA06, , ,DN,,,0,
24311,2000,N00002911,John Comerford (D),D,FL16, , ,DN,,,0,0.0
24312,2000,N00002036,Ben Garrido Blaz (R),R,GU00, , ,RN,,,0,0.0
24313,2000,N00009776,Gary (Bats) Pelphrey (D),D,GA06, ,Y,DL,,,0,
24314,2000,N00006949,Matthew G Martinez (R),R,CA31, ,Y,RL,115241.0,81500.0,283580,86839.0
24315,2000,N00002635,Chuck R Pardue (D),D,GA10, , ,DN,,,0,
24316,2000,N00009727,Andy Brack (D),D,SC01,Y,Y,DL,102879.0,311914.0,804866,390073.0
24317,2000,N00007507,George Radanovich (R),R,CA19,Y,Y,RW,196674.0,259051.0,924035,468310.0
24318,2000,N00007273,Tom Bordonaro (R),R,CA22, , ,RN,1500.0,6665.0,35053,26888.0
24319,2000,N00002608,Verdree Lockhart Sr (D),D,GA10, , ,DN,,,0,0.0
24320,2000,N00002932,Mark Sharpe (R),R,FL11, , ,RN,,,0,0.0
24321,2000,N00008102,David L (Sensei) Bourgoin (D),D,HI01, ,Y,DL,,,0,
24322,2000,N00012959,David F Russell (L),L,NC03,Y,Y,3L,,,0,
24323,2000,N00003097,T D (Ted) Little (D),D,AL03, , ,DN,1000.0,,1000,0.0
24324,2000,N00012960,John W Winters Jr (D),D,NC04, ,Y,DL,,,0,
24325,2000,N00012962,Steven Francis Leboeuf (L),L,NC05,Y,Y,3L,,,0,
24326,2000,N00009706,Steve Money (R),R,OK02, ,Y,RL,5500.0,17727.0,51649,28422.0
24327,2000,N00002250,Jack Schwartz (L),L,NC08,Y,Y,3L,,,0,
24328,2000,N00002787,Dixie Ann Newton Sansom (R),R,FL15, , ,RN,,,0,0.0
24329,2000,N00012966,Christopher S Cole (L),L,NC09,Y,Y,3L,,,0,
24330,2000,N00012967,Delmas Parker (D),D,NC10,Y,Y,DL,,,0,
24331,2000,N00006811,Juanita Millender-McDonald (D),D,CA37,Y,Y,DW,171272.0,30200.0,235527,34055.0
24332,2000,N00002382,Leonard D Plyler (R),R,NC12, ,Y,RL,,,0,
24333,2000,N00012969,Anna Lyon (L),L,NC12,Y,Y,3L,,,0,
24334,2000,N00001371,William J Coyne (D),D,PA14,Y,Y,DW,155071.0,36691.0,229703,37941.0
24335,2000,N00012971,Rocky Flash (R),R,NJ10, ,Y,RN,,,0,
24336,2000,N00002609,Woodrow Lovett (R),R,GA11, , ,RN,,,0,0.0
24337,2000,N00002725,Deborah Katz Pueschel (3),3,FL04,Y,Y,3L,,,50,50.0
24338,2000,N00012973,David A Groshoff (L),L,OH01,Y,Y,3L,,,0,
24339,2000,N00004883,James (Jay) Edward Walker II (R),R,IL20, , ,RN,,,0,
24340,2000,N00004795,Juan M Soliz (D),D,IL04, , ,DN,,,0,
24341,2000,N00009624,Elaine Bloom (D),D,FL22,Y,Y,DL,715577.0,1372366.0,3749536,1661593.0
24342,2000,N00009633,Roger F Kahn (D),D,GA07,Y,Y,DL,122830.0,745113.0,1702943,835000.0
24343,2000,N00004898,Glenn T Sugiyama (D),D,IL09, , ,DN,,,0,
24344,2000,N00004874,Luis V Gutierrez (D),D,IL04,Y,Y,DW,200737.0,169685.0,589392,218970.0
24345,2000,N00004721,George Edward Larney (R),R,IL09, , ,RN,,,0,
24346,2000,N00012834,William Harpur (3),3,CA33,Y,Y,3L,,,0,
24347,2000,N00012836,Rick Dunstan (3),3,CA35,Y,Y,3L,,,0,
24348,2000,N00012838,Daniel R Sherman (L),L,CA36,Y,Y,3L,,,0,
24349,2000,N00012842,Margaret Glazer (3),3,CA37,Y,Y,3L,,,0,
24350,2000,N00006961,Ted Brown (L),L,CA27,Y,Y,3L,,,0,
24351,2000,N00002793,John L Mica (R),R,FL07,Y,Y,RW,170693.0,155100.0,585888,260095.0
24352,2000,N00004692,Gary John Skoien (R),R,IL08, , ,RN,,,0,0.0
24353,2000,N00013007,Francis Mchale (D),D,PA10, ,Y,DL,,,0,
24354,2000,N00013083,Charles Barry Williams (L),L,NC11,Y,Y,3L,,,0,
24355,2000,N00006191,Andrew James Towne (R),R,CO05, ,Y,RN,,,0,
24356,2000,N00004747,Robert T Herbolsheimer (R),R,IL11, , ,RN,,,0,0.0
24357,2000,N00010727,Richard L Whitelock (L),L,MI04,Y,Y,3L,,,0,
24358,2000,N00002685,Saxby Chambliss (R),R,GA08,Y,Y,RW,748505.0,867682.0,2773557,1157370.0
24359,2000,N00004235,Albert W Schoeman (L),L,IA02,Y,Y,3L,,,0,
24360,2000,N00005276,Steven A Rosile (L),L,KS04,Y,Y,3L,,,0,
24361,2000,N00008180,Craig Goodrich (L),L,AL04,Y,Y,3L,,,0,
24362,2000,N00008541,Sharalyn Harris (3),3,MO07,Y,Y,3L,,,0,
24363,2000,N00008611,Karen Zaletel (I),I,NJ06,Y,Y,3L,,,0,
24364,2000,N00000680,Herbert H Shaw (I),I,NJ13,Y,Y,3L,,,0,
24365,2000,N00008720,David Duemler (3),3,OR04,Y,Y,3L,,,0,
24366,2000,N00013577,Dick Coffee (L),L,AL01,Y,Y,3L,,,0,
24367,2000,N00013578,John Sophocleus (L),L,AL03,Y,Y,3L,,,0,
24368,2000,N00013579,George Moody (U),U,AR01, , ,UC,,,0,
24369,2000,N00013580,Richard Duncan (L),L,AZ06,Y,Y,3L,,,0,
24370,2000,N00013581,John Charles Barker (I),I,CA44, , ,3C,,,0,
24371,2000,N00013582,Daniel Gislao (L),L,CT04,Y,Y,3L,,,0,
24372,2000,N00013583,Audrey A Cole (3),3,CT06,Y,Y,3L,,,0,
24373,2000,N00013584,Robert D Kampia (L),L,DC00,Y,Y,3L,,,0,
24374,2000,N00013585,Brad Thomas (L),L,DE01,Y,Y,3L,,,0,
24375,2000,N00013586,Russ Madden (L),L,IA01,Y,Y,3L,,,0,
24376,2000,N00013587,Jim Hennager (3),3,IA03,Y,Y,3L,,,0,
24377,2000,N00013588,Joe Seehusen (L),L,IA03,Y,Y,3L,,,0,
24378,2000,N00012652,Charles E Moritz (R),R,TX10, ,Y,RC,414.0,20837.0,48524,27273.0
24379,2002,N00004229,Patsy T Mink (D),D,HI02,Y,Y,DW,207244.0,27191.0,261590,27155.0
24380,2000,N00009671,Charlie A Dooley (D),D,MO01, ,Y,DL,33050.0,313665.0,756722,410007.0
24381,2000,N00012636,Doug Haynes (R),R,NC02,Y,Y,RL,51032.0,186959.0,468180,230189.0
24382,2000,N00003042,Bud Cramer (D),D,AL05,Y,Y,DW,549548.0,604911.0,1823188,668729.0
24383,2000,N00012775,John Cranley (D),D,OH01,Y,Y,DL,183054.0,202861.0,653561,267646.0
24384,2000,N00013193,Curt M Hohn (D),D,SD01,Y,Y,DL,37950.0,25663.0,119099,55486.0
24385,2000,N00005372,Billy Tauzin (R),R,LA03,Y,Y,RW,822181.0,266666.0,1388637,299790.0
24386,2000,N00009584,Michael W Case (D),D,CA23,Y,Y,DL,152380.0,334771.0,906754,419603.0
24387,2000,N00009682,Jeri Clement (D),D,NC09, ,Y,DL,2000.0,13480.0,15990,510.0
24388,2002,N00000492,Sean Faircloth (D),D,ME02, , ,DO,9300.0,145400.0,260845,106145.0
24389,2000,N00012615,Rodolfo Gomez Favila (D),D,CA41,Y,Y,DL,44490.0,22851.0,107777,40436.0
24390,2000,N00009672,David Harpool (D),D,MO02, ,Y,DN,3000.0,40300.0,88852,45552.0
24391,2000,N00009625,Rodney Christopher Edenfield (D),D,GA01, ,Y,DN,,,0,
24392,2000,N00012770,Michael J Lapolla (D),D,NJ07, ,Y,DL,54600.0,478355.0,1066055,533100.0
24393,2000,N00012622,Thomas F Lachner (R),R,IL10, ,Y,RL,6000.0,37728.0,70075,26347.0
24394,2000,N00009630,Andy Naples (3),3,GA06, ,Y,3L,,,0,
24395,2000,N00009631,Clennon King Jr (3),3,GA06, ,Y,3L,,,0,
24396,2000,N00009632,Terry Samuel Miller (D),D,GA07, ,Y,DN,,,0,
24397,2000,N00002870,Morris K Thompson (R),R,FL19,Y,Y,RL,,,0,
24398,2000,N00003818,Ralph Spelbring (D),D,IN10, ,Y,DL,,,0,
24399,2000,N00008422,John W Timm (R),R,IN07, ,Y,RL,,,0,
24400,2000,N00002340,Gene Gay (D),D,NC09, ,Y,DL,,,0,
24401,2000,N00013088,Sean David Harding (D),D,IN02, ,Y,DL,,,0,
24402,2000,N00013090,Steven W Osborn (D),D,IN03, ,Y,DL,,,0,
24403,2000,N00013091,John Armold (D),D,IN05, ,Y,DL,,,0,
24404,2000,N00013094,Daniel Scott Grinestaff (D),D,IN07, ,Y,DL,,,0,
24405,2000,N00013095,Bryan L Donaldson (R),R,IN07, ,Y,RL,,,0,
24406,2002,N00007918,Norm Dicks (D),D,WA06,Y,Y,DW,397726.0,382726.0,780452,
24407,2002,N00001261,James T Walsh (R),R,NY25,Y,Y,RW,375954.0,275122.0,651076,
24408,2000,N00013104,Edith Fuhol Rawson (L),L,MN08, ,Y,3C,,,0,
24409,2000,N00013105,Chester (Chet) Southworth (R),R,MO05, ,Y,RL,,,0,
24410,2000,N00013108,David Oenbring (L),L,NE01,Y,Y,3L,,,0,
24411,2002,N00003725,Dave Hobson (R),R,OH07,Y,Y,RW,369004.0,372436.0,741440,
24412,2000,N00013110,John J Graziano (L),L,NE02,Y,Y,3L,,,0,
24413,2000,N00013115,Robert E Armstrong (L),L,NY08, ,Y,3N,,,0,
24414,2000,N00013119,Walter Ponsford (D),D,OR02,Y,Y,DL,,,0,
24415,2002,N00007422,Ellen O Tauscher (D),D,CA10,Y,Y,DW,550415.0,349887.0,951573,51271.0
24416,2002,N00004156,Bob Shrauger (D),D,MI02, , ,DN,1000.0,1400.0,4125,1725.0
24417,2002,N00008799,Kay Granger (R),R,TX12,Y,Y,RW,305587.0,358920.0,691805,27298.0
24418,2002,N00002973,Karen L Thurman (D),D,FL05,Y,Y,DL,1516637.0,596030.0,2112667,
24419,2000,N00013123,Carl C Edwards (R),R,PA15, ,Y,RN,,,0,
24420,2002,N00013208,Derek W Smith (R),R,UT02, , ,RN,2843.0,500.0,3843,500.0
24421,2000,N00013126,Sharon A Wood (L),L,VA01,Y,Y,3L,,,0,
24422,2002,N00000153,Richard E Neal (D),D,MA02,Y,Y,DW,290307.0,103267.0,439979,46405.0
24423,2002,N00002511,Cynthia McKinney (D),D,GA04, ,Y,DL,232061.0,602112.0,944161,109988.0
24424,2002,N00006182,Bob Schaffer (R),R,CO04, ,Y,RI,2500.0,19000.0,21600,100.0
24425,2002,N00001422,John E Peterson (R),R,PA05,Y,Y,RW,224088.0,129099.0,416386,63199.0
24426,2002,N00003045,Wayne Parker (R),R,AL05, , ,RN,10500.0,7232.0,17732,
24427,2000,N00013129,Jere Mills (R),R,VA01, ,Y,RN,,,0,
24428,2002,N00006348,Merrill Cook (R),R,UT02, ,Y,RN,1000.0,8800.0,9800,
24429,2002,N00002526,Bob Barr (R),R,GA07, ,Y,RL,242329.0,945140.0,1187469,0.0
24430,2002,N00008619,Steven R Rothman (D),D,NJ09,Y,Y,DW,347276.0,397369.0,758314,13669.0
24431,2000,N00013136,R Mcalister Ellis Jr (D),D,IN05, ,Y,DL,,,0,
24432,2002,N00005928,Nick Lampson (D),D,TX09,Y,Y,DW,465352.0,529341.0,1055297,60604.0
