,cycle,id,candidate_name,party,district,current_candidate,cycle_candidate,recip_code,raised_from_pacs,raised_from_individuals,raised_total,raised_unitemized
5660,1998,N00006562,John Bishop (3),I,NM03, , ,3L,,5000.0,5100,100.0
5661,1998,N00007427,Timothy Earl Horan III (D),D,CA10, , ,DN,,,0,0.0
5662,1998,N00000403,Peter J Spaulding (R),R,NH02, , ,RN,,,0,0.0
5663,1998,N00004875,William Passmore (L),L,IL04,Y,Y,3L,,,0,0.0
5664,1998,N00000312,Eric Vaughn Bleicken (R),R,MA10,Y,Y,RL,905.0,1400.0,8346,6041.0
5665,1998,N00000673,Ona Spiridellis (D),D,NJ11, , ,DN,,,0,0.0
5666,1998,N00007043,Judy Jarvis (R),R,CA49, , ,RN,,,0,0.0
5667,1998,N00004666,Andrew M Krupp (D),D,IL10, , ,DN,,,0,0.0
5668,1998,N00002581,John H Lewis Sr (R),R,GA05,Y,Y,RL,2000.0,6217.0,9669,1452.0
5669,1998,N00001777,Albert G Bustamante (D),D,TX23, , ,DN,-500.0,,-500,0.0
5670,1998,N00001187,Lou Telano (D),R,NY09,Y,Y,RL,,6300.0,16200,9900.0
5671,1998,N00006870,Raul II Godinez (D),D,CA26, ,Y,DL,,23983.0,56580,32597.0
5672,1998,N00006089,Paul Martin Weissmann (D),D,CO02, , ,DL,,10752.0,33442,22690.0
5673,1998,N00006089,Paul Martin Weissmann (D),D,CO02, ,Y,DL,,10752.0,33442,22690.0
5674,1998,N00003950,Sander Levin (D),D,MI12,Y,Y,DW,800235.0,636073.0,2404945,968637.0
5675,1998,N00006477,Dick Hensley (R),R,AZ03, , ,RN,,315.0,315,0.0
5676,1998,N00006586,Joe Skeen (R),R,NM02,Y,Y,RW,347967.0,124488.0,708203,235748.0
5677,2000,N00000373,Robert J Kulak (R),R,NH02, , ,RN,,,0,
5678,2000,N00000836,Norman E Wahner (3),3,NJ03,Y,Y,3L,,,0,
5679,1998,N00001470,Nicholas R Sabatine (3),R,PA15, ,Y,RL,,60542.0,115306,54764.0
5680,1998,N00005597,Steve Largent (R),R,OK01,Y,Y,RW,229971.0,55078.0,351421,66372.0
5681,1998,N00004692,Gary John Skoien (R),R,IL08, , ,RN,,,0,0.0
5682,1998,N00001545,Frank W Szabo (I),I,PA13, , ,3N,,,0,0.0
5683,1998,N00001246,William Kuntz III (I),I,NY24, , ,3N,,,0,0.0
5684,1998,N00001025,Joseph J Dioguardi (3),3,NY19,Y,Y,3L,8000.0,2000.0,12000,2000.0
5685,1998,N00002075,Cornell William Brooks (D),D,VA10,Y,Y,DL,22825.0,32469.0,161252,105958.0
5686,1998,N00007167,Tina Louise Laine (D),D,CA47, , ,DN,,,0,0.0
5687,1998,N00005096,Anthony Joseph Heckemeyer (D),D,MO08,Y,Y,DL,62879.0,211240.0,562067,287948.0
5688,1998,N00000724,Robert P Haney Jr (D),D,NJ13, , ,DN,,,0,0.0
5689,1998,N00004880,Alice J Palmer (D),D,IL02, , ,DN,-5000.0,,-5000,0.0
5690,1998,N00005912,Geraldine Agnes Sam (D),D,TX09, , ,DN,,,0,0.0
5691,1998,N00004354,Jeffrey C Thomas (D),D,WI01, ,Y,DL,1000.0,,2120,1120.0
5692,1998,N00002694,Fred Overby (D),D,GA03, , ,DN,,350.0,600,250.0
5693,1998,N00002787,Dixie Ann Newton Sansom (R),R,FL15, , ,RN,,,0,0.0
5694,1998,N00002872,Lincoln Diaz-Balart (R),R,FL21,Y,Y,RW,234495.0,280601.0,830407,315311.0
5695,1998,N00000974,Eugene V Prisco (D),D,NY13,Y,Y,DL,1000.0,3000.0,16352,12352.0
5696,1998,N00001076,Barry Dwayne Ford (D),D,NY10, ,Y,DL,8250.0,143751.0,346243,194242.0
5697,1998,N00005559,Frank D Lucas (R),R,OK06,Y,Y,RW,191761.0,106941.0,492929,194227.0
5698,1998,N00004722,Jay R Pritzker (D),D,IL09, ,Y,DL,25150.0,599830.0,1260584,635604.0
5699,1998,N00004960,Jay C Hoffman (D),D,IL20, , ,DN,,,0,0.0
5700,1998,N00008009,Joni Whitmore (D),D,AK01, , ,DN,,,0,0.0
5701,1998,N00001581,Andrew J Carn (D),D,PA01, ,Y,DL,,4630.0,15299,10669.0
5702,1998,N00004081,Lisa A Donaldson (D),D,MI04, , ,DN,,,125,125.0
5703,1998,N00001552,John Innelli (D),D,PA07, , ,DN,,,0,0.0
5704,1998,N00002490,Larry L Bigham (R),R,SC05, , ,RN,,,0,0.0
5705,1998,N00003028,Robert B Aderholt (R),R,AL04,Y,Y,RW,827355.0,628985.0,2276826,820486.0
5706,1998,N00005497,Danny C Ivy (R),R,AR03, , ,RN,,,0,0.0
5707,1998,N00005488,Warren Dupwe (R),R,AR01, , ,RN,-1000.0,,-1000,0.0
5708,1998,N00002543,Ed Jenkins (D),D,GA09, , ,DN,,,0,0.0
5709,1998,N00004393,Jay Johnson (D),D,WI08,Y,Y,DL,660410.0,147574.0,1047448,239464.0
5710,1998,N00001276,John M McHugh (R),R,NY24,Y,Y,RW,161518.0,80178.0,334654,92958.0
5711,1998,N00006883,Gary E Forsch (R),R,CA26, , ,RN,,113.0,139,26.0
5712,1998,N00002346,Glenn R Jernigan (D),D,NC07, , ,DL,,19351.0,31084,11733.0
5713,1998,N00000607,Tom Scott (R),R,CT03, , ,RN,,,0,0.0
5714,1998,N00006300,J D Williams (D),D,ID02, , ,DN,,,0,0.0
5715,1998,N00006134,Diana DeGette (D),D,CO01,Y,Y,DW,379696.0,240350.0,979632,359586.0
5716,1998,N00002406,Bill Horne (R),R,SC05, , ,RN,,,0,0.0
5717,2000,N00000855,Steven J Goodman (D),D,NJ02, , ,DN,,,0,
5718,1998,N00004330,Jerry Kleczka (D),D,WI04,Y,Y,DW,445385.0,113313.0,739015,180317.0
5719,1998,N00006052,Mac Thornberry (R),R,TX13,Y,Y,RW,200537.0,258801.0,799832,340494.0
5720,1998,N00005435,E Faye Williams (D),D,LA04, , ,DN,,,0,0.0
5721,1998,N00004367,Tammy Baldwin (D),D,WI02,Y,Y,DW,430908.0,840224.0,2487833,1216701.0
5722,1998,N00006425,John Shadegg (R),R,AZ04,Y,Y,RW,182820.0,259898.0,828944,386226.0
5723,2000,N00001070,Enoch H Williams (D),R,NY12,Y,Y,RL,252.0,6716.0,15481,8513.0
5724,2000,N00000884,Ken Feduniewicz (3),3,NJ03,Y,Y,3L,,,0,
5725,2000,N00000833,Janice Presser (L),I,NJ03, , ,3N,,,0,
5726,2000,N00009091,Donald McCamie Dearmon (D),D,MD06,Y,Y,DL,49005.0,94413.0,355902,212484.0
5727,2000,N00009091,Donald McCamie Dearmon (D),D,MD06, , ,DL,49005.0,94413.0,355902,212484.0
5728,2000,N00003878,David M McIntosh (R),R,IN02, , ,RI,59758.0,65850.0,208903,83295.0
5729,2000,N00006040,Sidney Blankenship (D),D,TX19, , ,DN,,5.0,5,0.0
5730,2000,N00000770,Steven J Corodemus (R),R,NJ06, , ,RN,,,0,0.0
5731,2000,N00009753,Jim Matheson (D),D,UT02,Y,Y,DW,685275.0,603327.0,2110861,822259.0
5732,2000,N00013112,Kenneth Gardner Jr (R),R,NJ07, ,Y,RN,,13280.0,23756,10476.0
5733,2000,N00027502,Thomas H Kean Jr (R),R,NJ07, ,Y,RL,,285320.0,619365,334045.0
5734,2000,N00000397,John E Sununu (R),R,NH01,Y,Y,RW,180427.0,251095.0,793208,361686.0
5735,2000,N00002837,Peter M Weinstein (D),D,FL19, , ,DN,,12000.0,12000,0.0
5736,2000,N00001193,Pete King (R),R,NY03,Y,Y,RW,336096.0,294296.0,1062292,431900.0
5737,2000,N00013278,Pam Ellison (3),3,MN04, ,Y,3L,5000.0,2500.0,14029,6529.0
5738,2000,N00009687,Robert A Perls (D),D,NM01, ,Y,DN,1200.0,43484.0,116169,71485.0
5739,2000,N00006598,Jim Blockey (R),R,NV01, ,Y,RL,1562.0,33945.0,78357,42850.0
5740,2000,N00004227,Tom Latham (R),R,IA05,Y,Y,RW,253829.0,177050.0,651557,220678.0
5741,2000,N00007017,Darrell Issa (R),R,CA48, , ,RO,207936.0,246920.0,732695,277839.0
5742,2000,N00007017,Darrell Issa (R),R,CA48,Y,Y,RW,207936.0,246920.0,732695,277839.0
5743,2000,N00002286,Tom Roberg (R),R,NC04, , ,RN,,,0,0.0
5744,2000,N00003881,Sherman Boles (D),D,IN02, , ,DN,-5000.0,,-5000,0.0
5745,2000,N00006399,David Mendoza (D),D,AZ01,Y,Y,DL,62552.0,5850.0,86719,18317.0
5746,2000,N00013283,Ron Crickenberger (L),L,VA08,Y,Y,3L,,6550.0,20981,14431.0
5747,2000,N00013239,Linda Mercurio (D),D,NJ05,Y,Y,DL,33780.0,16678.0,72341,21883.0
5748,2000,N00013342,Mitchell T Tracy (R),R,NV02, ,Y,RL,,25.0,205,180.0
5749,2000,N00007622,Muliufi Francis Hannemann (D),D,HI02, , ,DN,,1467.0,1467,0.0
5750,2000,N00012762,Charles W Yob (R),R,MI01,Y,Y,RL,287937.0,364022.0,1159546,507587.0
5751,2000,N00002527,James Ray Williamson Jr (I),I,GA06, , ,3N,,2185.0,2185,0.0
5752,2000,N00001918,Michael Joseph Serabian (D),D,MD01, ,Y,DL,,37296.0,40721,3425.0
5753,2000,N00005887,Loy Sneary (D),D,TX14,Y,Y,DL,501774.0,454846.0,1523614,566994.0
5754,2000,N00002556,Mac Collins (R),R,GA03,Y,Y,RW,347106.0,180196.0,769765,242463.0
5755,2000,N00001117,Stephen J Solarz (D),D,NY12, , ,DN,1000.0,,1000,0.0
5756,2000,N00009679,Barbara J Cooper (R),R,MO02, ,Y,RL,3325.0,158198.0,336850,175327.0
5757,2000,N00001936,Frank M Reid III (D),D,MD07, , ,DN,,,0,0.0
5758,2000,N00009822,Gerald B H Solomon (R),R,NY22, , ,RN,-2070.0,,-2070,0.0
5759,2000,N00003392,Anne M Northup (R),R,KY03,Y,Y,RW,1286900.0,1379048.0,2667838,1890.0
5760,2000,N00012554,John Ewald (D),D,MD06, ,Y,DL,50.0,3000.0,16832,13782.0
5761,2000,N00006177,William R Schroeder Jr (R),R,CO06, ,Y,RN,,750.0,4970,4220.0
5762,2000,N00004644,Rick Hill (R),R,MT01, , ,RI,123834.0,26800.0,190892,40258.0
5763,2000,N00001955,Ben Cardin (D),D,MD03,Y,Y,DW,479006.0,204300.0,913744,230438.0
5764,2000,N00000577,Kevin J O'Connor (R),R,CT01, , ,RN,1837.0,3592.0,11415,5986.0
5765,2000,N00000342,Joseph R Paolino Jr (D),D,RI02, , ,DN,,3000.0,6000,3000.0
5766,2000,N00004702,Henry J Hyde (R),R,IL06,Y,Y,RW,412607.0,588887.0,3288295,2286801.0
5767,2000,N00004005,Carolyn Cheeks Kilpatrick (D),D,MI15,Y,Y,DW,248181.0,191600.0,644951,205170.0
5768,2000,N00013131,Eric Cantor (R),R,VA07,Y,Y,RW,428443.0,649300.0,1892938,815195.0
5769,2000,N00003427,Ernesto Scorsone (D),D,KY06, , ,DN,8.0,,13,5.0
5770,2000,N00001856,Deborah A Vollmer (D),D,MD08, ,Y,DL,,1900.0,1900,0.0
5771,2000,N00004781,Dennis Hastert (R),R,IL14,Y,Y,RW,1360414.0,837586.0,3202692,1004692.0
5772,2000,N00004586,Jeff Moser (D),D,SD01, , ,DN,,2179.0,2309,130.0
5773,2000,N00001332,Caleb S Rossiter (D),D,NY31, , ,DN,,3000.0,10083,7083.0
5774,2000,N00005731,Jim Turner (D),D,TX02,Y,Y,DW,349651.0,113750.0,577371,113970.0
5775,2000,N00012715,Joe Grossman(D),D,CA17, ,Y,DL,500.0,22000.0,33366,10866.0
5776,2000,N00007318,Bill McCampbell (R),R,CA17, , ,RN,,,0,0.0
5777,2000,N00012742,Ronald Brett Dehart (D),D,GA06,Y,Y,DL,,8400.0,30339,21939.0
5778,2000,N00012518,Thomas Purcell Liddy (R),R,AZ01, ,Y,RL,10000.0,150283.0,520217,359934.0
5779,2000,N00008050,Elia Vincent Pirozzi (R),R,CA42,Y,Y,RL,1148457.0,233325.0,1671731,289949.0
5780,2000,N00009675,Ted House (D),D,MO02,Y,Y,DL,505422.0,362152.0,1320878,453304.0
5781,2000,N00003363,Marvin Douglas Sullivan (R),R,MS04, , ,RN,,33681.0,33681,0.0
5782,2000,N00004113,Nick Smith (R),R,MI07,Y,Y,RW,3405.0,93310.0,271409,174694.0
5783,2000,N00007826,Heidi Behrens-Benedict (D),D,WA08,Y,Y,DL,53855.0,225745.0,585018,305418.0
5784,2000,N00007946,Paul Phillips (R),R,WA03, , ,RN,,495.0,5873,5378.0
5785,2000,N00007946,Paul Phillips (R),R,WA03, , ,RN,,495.0,5873,5378.0
5786,2000,N00006800,Robert T (Bob) Pegram (R),R,CA36, ,Y,RL,94.0,8833.0,18158,9231.0
5787,2000,N00002577,John Lewis (D),D,GA05,Y,Y,DW,438331.0,322897.0,1086795,325567.0
5788,2000,N00013046,Bob Levy (R),R,TX18,Y,Y,RL,414.0,1670.0,5699,3615.0
5789,2000,N00006789,Grace Napolitano (D),D,CA34,Y,Y,DW,312319.0,94784.0,531512,124409.0
5790,2000,N00006290,John D Seidl (D),D,ID02, , ,DN,,,100,100.0
5791,2000,N00001643,Thomas G Kopel (R),R,PA06,Y,Y,RL,5566.0,8955.0,31933,17412.0
5792,2000,N00003660,Paul E Gillmor (R),R,OH05,Y,Y,RW,297512.0,38618.0,412562,76432.0
5793,2000,N00002012,Wayne T Gilchrest (R),R,MD01,Y,Y,RW,2353.0,61117.0,276389,212919.0
5794,2000,N00013258,Sandy Hume (R),R,CO02, ,Y,RL,500.0,10659.0,29962,18803.0
5795,1992,N00005717,Jim Chapman (D),D,TX01,Y,Y,DW,234041.0,36795.0,335646,64810.0
5796,1992,N00001934,Saint George Crosse (R),R,MD07, , ,RN,,,0,0.0
5797,1992,N00002819,John W Vogt (R),R,FL11, , ,RN,,5653.0,5678,25.0
5798,1992,N00000033,Ernest Lewis Ercole (D),D,DE01, , ,DL,,,0,0.0
5799,1992,N00010801,Justus D Griffin (D),D,MO09, , ,DL,,20401.0,30742,10341.0
5800,1992,N00010522,Richard James (jim Tho Thorpe (R),R,FL13, , ,RL,,2450.0,2450,0.0
5801,1992,N00007469,Douglas B Allen (R),R,CA15, , ,RL,511.0,4000.0,8391,3880.0
5802,1992,N00002748,Pete Peterson (D),D,FL02,Y,Y,DW,281990.0,63330.0,461728,116408.0
5803,1992,N00000639,Lynn H Taborsak (I),3,CT05,Y,Y,3L,144207.0,167977.0,675107,362923.0
5804,1992,N00001450,Thomas Matthew Humbert (I),I,PA19,Y,Y,3L,4100.0,57765.0,131304,69439.0
5805,1992,N00007855,Ruthe Ridder (D),D,WA07, , ,DN,,,0,0.0
5806,1992,N00005286,Duane Edward West (D),D,KS01,Y,Y,DL,171.0,25450.0,60362,34741.0
5807,1992,N00001342,Austin J Murphy (D),D,PA20,Y,Y,DW,217841.0,11100.0,274242,45301.0
5808,1992,N00001793,Walter B Jones (D),D,NC01, , ,DN,23032.0,2650.0,28332,2650.0
5809,1992,N00001802,J Alex McMillan (R),R,NC09,Y,Y,RW,270439.0,30800.0,360683,59444.0
5810,1992,N00000181,Thomas David Hudson (L),L,MA05, , ,3N,,,0,0.0
5811,1992,N00002929,Karen Moffit (D),D,FL10,Y,Y,DL,115068.0,46327.0,233025,71630.0
5812,1992,N00007448,Gregory Vincent Baka (R),R,CA06, , ,RN,,,0,0.0
5813,1992,N00004045,Joe Knollenberg (R),R,MI11,Y,Y,RW,162449.0,185831.0,672121,323841.0
5814,1992,N00003457,Carol Brown Hubbard (D),D,KY05, , ,DL,82748.0,114282.0,365921,168891.0
5815,1992,N00010358,Ron Olmstead (D),D,CA22, , ,DL,,,775,775.0
5816,1992,N00001387,Doug Walgren (D),D,PA18, , ,DN,250.0,1050.0,4300,3000.0
5817,1992,N00001004,Dominick A Fusco (D),D,NY19, , ,DN,,960.0,960,0.0
5818,1992,N00009799,Tom Sawyer (D),D,OH14,Y,Y,DW,150927.0,20532.0,211322,39863.0
5819,1992,N00010775,Phyllis Onsgard (R),R,MN07, , ,RL,7.0,1750.0,11523,9766.0
5820,1992,N00007043,Judy Jarvis (R),R,CA49,Y,Y,RL,209986.0,60766.0,358551,87799.0
5821,1992,N00010361,Richard W Pauly (R),R,CA22, , ,RL,,3251.0,5483,2232.0
5822,1992,N00003509,Linda Susan Reidelbach (I),I,OH15,Y,Y,3L,3428.0,12996.0,54548,38124.0
5823,1992,N00001875,William Seth Shepard (R),R,MD08, , ,RN,,9844.0,14898,5054.0
5824,1992,N00002749,Barbara Ann Rodgers-Hendricks (3),3,FL01,Y,Y,3L,,,0,0.0
5825,2000,N00000772,Keith Quarles (L),I,NJ04, , ,3N,,,0,
5826,1992,N00006336,Karen F Shepherd (D),D,UT02,Y,Y,DW,247525.0,186540.0,860702,426637.0
5827,1992,N00001777,Albert G Bustamante (D),D,TX23,Y,Y,DL,290197.0,130787.0,567672,146688.0
5828,1992,N00001894,Stewart Bainum Jr (D),D,MD08, , ,DN,,151222.0,151222,0.0
5829,1992,N00000748,Robert A Roe (D),D,NJ08, , ,DI,278623.0,145819.0,599866,175424.0
5830,1992,N00004634,Don Edgar Burris (D),D,MT02, , ,DN,1500.0,,1530,30.0
5831,1992,N00006647,Peter J Sferrazza (D),D,NV02,Y,Y,DL,91443.0,16575.0,151636,43618.0
5832,1992,N00000145,Lisa Unger Baskin (D),D,MA01, , ,DN,,6850.0,18032,11182.0
5833,1992,N00007509,Tony Coelho (D),D,CA15, , ,DN,,,0,0.0
5834,1992,N00005571,Terry Michael Gorham (R),R,OK02, , ,RL,24.0,2613.0,4296,1659.0
5835,1992,N00009778,John R Kasich (R),R,OH12,Y,Y,RW,110502.0,147375.0,419073,161196.0
5836,1992,N00002848,Gerald F Richman (D),D,FL18, , ,DN,,,0,0.0
5837,1992,N00002497,Butler Derrick (D),D,SC03,Y,Y,DW,473482.0,114812.0,763052,174758.0
5838,1992,N00002207,Howard K Tuck (R),R,WV01, , ,RN,,,150,150.0
5839,1992,N00011116,Andrew C Burks Jr (D),D,TX29, ,Y,DL,,2260.0,4360,2100.0
5840,1992,N00007299,Paul Laygo (D),D,CA17, , ,DN,,,0,0.0
5841,1992,N00002693,Robert J Hobbs (D),D,GA03, , ,DL,,1000.0,3550,2550.0
5842,1992,N00006788,A Gus Hernandez (D),D,CA31, , ,DL,201.0,,831,630.0
5843,1992,N00007202,Jeffrey Brian Le Tourneau (D),D,CA46, , ,DL,2425.0,5600.0,20845,12820.0
5844,1992,N00000403,Peter J Spaulding (R),R,NH02, , ,RL,1018.0,35319.0,96620,60283.0
5845,2000,N00000674,Jeffrey Levine (3),I,NJ08, , ,3N,,,0,
5846,1992,N00000875,Mark S Setaro (D),D,NJ04, , ,DN,,1016.0,1016,0.0
5847,1992,N00000127,Ron de Lugo (D),D,VI00,Y,Y,DW,22450.0,21600.0,66920,22870.0
5848,1992,N00002872,Lincoln Diaz-Balart (R),R,FL21,Y,Y,RW,103320.0,145920.0,439118,189878.0
5849,1992,N00010624,Joseph V Corcoran (R),R,IN09, , ,RN,,,0,0.0
5850,1992,N00000985,Anthony J Pocchia (D),D,NY14, , ,DL,,750.0,6835,6085.0
5851,2000,N00000669,Joseph R Mariniello (D),D,NJ09, , ,DN,,,0,
5852,1992,N00004487,Stephen A Moriarty (R),R,MN05,Y,Y,RL,1972.0,3500.0,20474,15002.0
5853,1992,N00003100,Charles H Adams (D),D,AL03, , ,DN,,33047.0,33047,0.0
5854,1992,N00000741,Louis F Sette (R),R,NJ05, , ,RL,827.0,35500.0,88931,52604.0
5855,1992,N00000571,Philip L Steele (R),R,CT01,Y,Y,RL,50.0,,4317,4267.0
5856,1992,N00005647,Steven Rothacker (L),L,TX04,Y,Y,3L,,3666.0,9656,5990.0
5857,1992,N00007382,Tom Lantos (D),D,CA12,Y,Y,DW,121573.0,108580.0,564684,334531.0
5858,1992,N00004595,Donald L Frankenfeld (R),R,SD01, , ,RN,250.0,,618,368.0
5859,1992,N00007853,Cynthia M Sullivan (D),D,WA01, , ,DN,100.0,3089.0,3424,235.0
5860,1992,N00000566,Tony Guglielmo (R),R,CT02, , ,RN,,,0,0.0
5861,1992,N00004022,Charles C Vincent (R),R,MI15,Y,Y,RL,25513.0,18375.0,110917,67029.0
5862,1992,N00007608,Stuart Tipp Gregory (R),R,HI02, , ,RL,7.0,,7,0.0
5863,1992,N00002126,Thomas J Bliley Jr (R),R,VA07,Y,Y,RW,444335.0,137968.0,858969,276666.0
5864,1992,N00001246,William III Kuntz (I),I,NY24, , ,3L,,,0,0.0
5865,1992,N00004692,Gary John Skoien (R),R,IL08, , ,RL,5169.0,113907.0,258377,139301.0
5866,1992,N00003512,John E Jackson (I),I,OH05, , ,3N,,1648.0,1755,107.0
5867,1992,N00001998,John C Astle (D),D,MD01, , ,DL,,9250.0,20790,11540.0
5868,1992,N00003942,Rob Huth (R),R,MI10, , ,RL,13.0,4740.0,17979,13226.0
5869,1992,N00005264,Richard E Lamunyon (R),R,KS04, , ,RL,,9526.0,22491,12965.0
5870,1992,N00000724,Robert P Haney Jr (D),D,NJ13, ,Y,DL,400.0,87988.0,191343,102955.0
5871,1992,N00000786,Joseph M Kyrillos (R),R,NJ06,Y,Y,RL,162867.0,213910.0,674081,297304.0
5872,1992,N00002521,Ben Jones (D),D,GA10, ,Y,DL,175302.0,47839.0,297772,74631.0
5873,1992,N00005361,Michael Gregory Bagneris (D),D,LA02, , ,DN,,,0,0.0
5874,1992,N00006962,Ralph Roy Ramirez (R),R,CA30, , ,RN,,,0,0.0
5875,1992,N00002406,Bill Horne (R),R,SC05,Y,Y,RL,3532.0,3050.0,15027,8445.0
5876,1992,N00006300,J D Williams (D),D,ID02,Y,Y,DL,129213.0,40279.0,281548,112056.0
5877,1992,N00002044,Noland Mackenzie Canter (D),D,VA10, , ,DN,1500.0,,1540,40.0
5878,1992,N00004330,Jerry Kleczka (D),D,WI04,Y,Y,DW,227883.0,51833.0,383718,104002.0
5879,2000,N00000764,Lynne Athay Dow (D),D,NJ09, , ,DN,,,0,
5880,1992,N00005435,E Faye Williams (D),D,LA04, , ,DL,7013.0,43600.0,106420,55807.0
5881,1992,N00002667,Phillip Frank Whigham (D),D,GA02, ,Y,DL,,1347.0,1577,230.0
5882,1992,N00000476,Edward S O'Meara Jr (R),R,ME01, , ,RN,,,0,0.0
5883,1992,N00002536,Brenda Cody Fitzgerald (R),R,GA07, , ,RL,12534.0,39956.0,103117,50627.0
5884,1992,N00000091,JJ Pickle (D),D,TX10,Y,Y,DW,279191.0,103017.0,528111,145903.0
5885,1992,N00000138,Jaime B Fuster (D),D,PR00, , ,DI,592.0,,592,0.0
5886,1992,N00010723,Stephen Dresch (R),R,MI01, , ,RL,,16312.0,38751,22439.0
5887,1992,N00011142,William C Cleveland (R),R,VA08, , ,RL,11.0,18250.0,84087,65826.0
5888,2000,N00000898,Leonard Lance (R),R,NJ12, , ,RN,,,0,0.0
5889,2004,N00026300,Edward S Jerse (D),D,OH14, ,Y,DL,2000.0,41955.0,56625,12670.0
5890,1992,N00002954,Andy Ireland (R),R,FL10, , ,RI,65346.0,17894.0,173859,90619.0
5891,1992,N00008124,Parley Gene Hellewell (R),R,UT03, , ,RL,11.0,10332.0,18230,7887.0
5892,1992,N00007161,William Yacobozzi Jr (R),R,CA40, , ,RN,,,0,0.0
5893,1992,N00007161,William Yacobozzi Jr (R),R,CA40, , ,RN,,,0,0.0
5894,1992,N00004081,Lisa A Donaldson (D),D,MI04,Y,Y,DL,5852.0,1324.0,12477,5301.0
5895,1992,N00005084,Joseph P Caulfield (D),D,MO09, , ,DL,,13443.0,20649,7206.0
5896,1992,N00003411,Galen Afton Martin (D),D,KY04, , ,DN,,,0,0.0
5897,1992,N00004258,Steve Sovern (D),D,IA02, , ,DN,,,100,100.0
5898,1992,N00012151,David W Shaw (R),R,IN03, , ,RL,1005.0,,1105,100.0
5899,1992,N00010958,Eileen M Gallagher (D),D,OH10, , ,DL,,3452.0,4622,1170.0
5900,1992,N00003398,Paul Bather (D),D,KY03, , ,DN,1000.0,3520.0,8670,4150.0
5901,1992,N00006918,Robert B Westerman (R),R,CA42, , ,RL,11.0,1400.0,4984,3573.0
5902,2000,N00000708,Cecil J Banks (D),D,NJ10, , ,DN,,,0,
5903,1992,N00000649,Frederick V Miller (R),R,CT05, , ,RN,500.0,,500,0.0
5904,2000,N00000808,Chris Evangel (D),D,NJ11, , ,DN,,,0,
5905,1992,N00011001,Richard L Schulz (R),R,OR04,Y,Y,RL,390.0,1028.0,5395,3977.0
5906,1992,N00000910,Abraham Hirschfeld (D),I,NY14,Y,Y,3L,,415500.0,415500,0.0
5907,1992,N00010974,Neil P Yingling (R),R,OH13, ,Y,RL,6.0,13479.0,18259,4774.0
5908,1992,N00010902,John J Hambel Jr (R),R,NY02, , ,RL,1650.0,0.0,9375,7725.0
5909,1992,N00003434,John H Brock (D),D,KY05, , ,DN,2000.0,,2000,0.0
5910,1992,N00003434,John H Brock (D),D,KY05, , ,DN,2000.0,,2000,0.0
5911,1992,N00000339,Ruth S Morgenthau (D),D,RI02, , ,DN,,,0,0.0
5912,2000,N00000804,Austin S Lett (L),I,NJ11, , ,3N,,,0,
5913,1992,N00001276,John M McHugh (R),R,NY24,Y,Y,RW,144005.0,29373.0,223188,49810.0
5914,1992,N00000423,Charles Bass (R),R,NH02, , ,RN,,,0,0.0
5915,1992,N00006883,Gary E Forsch (R),R,CA26,Y,Y,RL,10569.0,49443.0,130614,70602.0
5916,1992,N00003836,Dan Stephan (R),R,IN04, , ,RN,,,1325,1325.0
5917,1992,N00000538,Paul N Poirier (D),D,VT01, , ,DN,,7127.0,7127,0.0
5918,1992,N00007627,James Robert Deluze (R),R,HI02, , ,RN,,,20,20.0
5919,1992,N00001204,Gregory J Blass (R),R,NY01, , ,RN,,,0,0.0
5920,2016,N00031532,Gloria Carlineo (R),R,PA08, , ,RN,,,0,0.0
5921,2016,N00033518,Doug Collins (R),R,GA09,Y,Y,RI,176250.0,158333.0,359788,25205.0
5922,2002,N00024775,Mark C Smith (R),R,MA06,Y,Y,RL,,23650.0,27125,3475.0
5923,2002,N00009828,Ciro D Rodriguez (D),D,TX28,Y,Y,DW,249704.0,134000.0,403399,19695.0
5924,2016,N00036510,John Wood Jr (R),R,CA43, , ,RN,,,0,0.0
5925,2006,N00026368,Tim Walberg (R),R,MI07,Y,Y,RW,696362.0,1053157.0,2045877,296358.0
5926,2002,N00012613,Jerry Doyle (R),R,CA24, , ,RN,16812.0,,16912,100.0
5927,2016,N00036655,BJ Guillot (R),R,WA02, , ,RN,,,14,14.0
5928,2002,N00009642,F Michael Kelleher Jr (D),D,IL15, , ,DN,14000.0,37550.0,51550,0.0
5929,2016,N00025477,Mark Saalfield Norris (R),R,TN07, , ,RN,1000.0,,1000,0.0
5930,2002,N00024878,Tom Benigno (R),R,CA11, ,Y,RL,,14100.0,14575,475.0
5931,2006,N00002383,Charles H Taylor (R),R,NC11,Y,Y,RL,823825.0,1673599.0,2612932,115508.0
5932,2006,N00028245,Joseph Francis Lavigne (R),R,LA02,Y,Y,RL,,275450.0,311775,36325.0
5933,2002,N00002302,Eva M Clayton (D),D,NC01, ,Y,DI,75420.0,12787.0,100640,12433.0
5934,2006,N00026838,Barry Campbell (L),L,IN07, , ,3N,9000.0,,9000,0.0
5935,2016,N00035816,Vanila Singh (R),R,CA17, , ,RN,,-14375.0,-14307,68.0
5936,2002,N00009713,Jeffery L Pollock (R),R,OR03, ,Y,RN,17.0,,17,0.0
5937,2002,N00025065,Herbert E Meyer (R),R,WA02, ,Y,RL,52.0,95021.0,194396,99323.0
