cycle,cid,candidate_name,party,state,district,campaign,cycle_candidate,recip_code,nopacs,raised_from_pacs,raised_from_individuals,raised_total,raised_unitemized
2004,N00026792,Greg Ruehle,R,NE,NE-01,CON,Y,RL, ,28739.0,308175.0,412236,75322.0
2008,N00000423,Charles Bass,R,NH,NH-02,CON, ,RN, ,-3000.0,,-3000,0.0
2004,N00005818,Sheila Jackson Lee,D,TX,TX-18,CON,Y,DW, ,202641.0,154140.0,369216,12435.0
2004,N00026995,Peter Coors,R,CO,,SEN,Y,RL, ,2491788.0,5011879.0,12494783,4991116.0
2004,N00000781,Frank Pallone Jr,D,NJ,NJ-06,CON,Y,DW, ,552952.0,908859.0,1539944,78133.0
2008,N00026148,Louis B Gohmert Jr,R,TX,TX-01,CON,Y,RW, ,179208.0,635241.0,868724,54275.0
2008,N00028954,Greg Warren,D,AL,AL-04,CON, ,DN, ,,15381.0,16974,1593.0
2004,N00005265,Michael R Kinard,D,KS,KS-04,CON,Y,DL, ,,5100.0,9303,4203.0
2002,N00025226,James L Hart,I,TN,TN-08,CON,Y,3L, ,,1743.0,1745,2.0
2006,N00028069,Steve Francis,D,IN,IN-02,CON,Y,DL, ,,8953.0,12577,3624.0
2002,N00003939,David E Bonior,D,MI,MI-10,CON,Y,DI, ,318348.0,174493.0,532420,39579.0
2000,N00003352,Ray Coffey,L,MS,MS-05,CON, ,3N, ,,,0,
2002,N00024802,Rick Stanley,L,CO,,SEN,Y,3L, ,,3689.0,15323,11634.0
2000,N00003351,Robert Claunch,3,MS,MS-05,CON, ,3N, ,,,0,
2006,N00025026,Donzella James,D,GA,GA-13,CON, ,DC, ,,57000.0,58525,1525.0
2006,N00025026,Donzella James,D,GA,GA-13,CON,Y,DL, ,,57000.0,58525,1525.0
2002,N00013810,William (Bill) J Campbell,R,CA,CA-47,CON,Y,RN, ,729.0,25126.0,26355,500.0
2006,N00026326,Richard Ziser,R,NV,,SEN, ,RN, ,,2426.0,2426,0.0
2006,N00027869,Danny Leroy Stover,D,IL,IL-19,CON,Y,DL, ,23485.0,61806.0,123191,37900.0
2002,N00009656,Eleanor Jordan,D,KY,KY-03,CON, ,DN, ,3833.0,,3833,0.0
2006,N00028023,Steven Greenfield,D,NY,,SEN,Y,DN, ,,1000.0,1000,0.0
2000,N00004663,Mike Fellows,L,MT,MT-01,CON, ,3N, ,,,0,
2002,N00009829,Jim McDermott,D,WA,WA-07,CON,Y,DW, ,219656.0,71119.0,359149,68374.0
2006,N00027828,Jeff Latas,D,AZ,AZ-08,CON,Y,DL, ,1000.0,75215.0,111280,35065.0
2006,N00027805,Kenneth Wayne Arnold,R,IL,IL-08,CON,Y,RL, ,,35600.0,38340,2740.0
2000,N00004628,Webb Sullivan,3,MT,MT-01,CON, ,3N, ,,,0,
2002,N00001371,William J Coyne,D,PA,PA-14,CON,Y,DI, ,5500.0,2550.0,8050,0.0
2006,N00025626,Janine Selendy,D,NY,NY-19,CON, ,DN, ,,242.0,342,100.0
2006,N00027904,Bill Graves,R,OK,OK-05,CON,Y,RN, ,,11650.0,14480,2830.0
2006,N00026857,Amy Vasquez,D,NJ,NJ-04,CON, ,DN, ,2000.0,250.0,2250,0.0
2006,N00028547,Edward W Bowlin,I,FL,FL-12,CON,Y,3L, ,,10100.0,14330,4230.0
2002,N00025522,Charles McPeek Sr,D,MD,MD-07,CON,Y,DL, ,,1340.0,1340,0.0
2006,N00028369,Catherine M Starr,D,MS,,SEN,Y,DL, ,,1000.0,1000,0.0
2006,N00028470,Dan Smith,R,TN,TN-01,CON,Y,RL, ,,12412.0,12412,0.0
2006,N00009829,Jim McDermott,D,WA,WA-07,CON,Y,DW, ,218743.0,232756.0,819124,367625.0
2006,N00027665,Tom Kovach,D,PA,PA-18,CON,Y,DL, ,,3250.0,7506,4256.0
2006,N00028294,Vincent Micco,R,NJ,NJ-09,CON,Y,RL, ,4035.0,26420.0,50490,20035.0
2000,N00002272,Jerome A Power,R,NC,NC-01,CON, ,RN, ,,,0,
2006,N00003158,John Wolfe Jr,D,TN,TN-03,CON, ,DN, ,,165.0,285,120.0
2002,N00025026,Donzella J James,D,GA,GA-13,CON,Y,DL, ,1350.0,62651.0,73720,9719.0
2006,N00028031,Eric Roach,R,CA,CA-50,CON,Y,RL, ,,1074184.0,1081658,7474.0
2006,N00026704,Roger Allen Scott,R,TX,TX-20,CON, ,RN, ,,500.0,500,0.0
2002,N00025402,Philip Anthony Alfonsi,R,WI,WI-02,CON,Y,RL, ,,37095.0,53013,15918.0
2002,N00002610,Nathan Deal,R,GA,GA-10,CON,Y,RW, ,174903.0,87800.0,267628,4925.0
2006,N00007012,Alan Kurt Uke,R,CA,CA-50,CON,Y,RL, ,,1148485.0,1154644,6159.0
2002,N00013776,Carlton Wayne Cornett,D,TN,TN-05,CON,Y,DL, ,,7761.0,29878,22117.0
2006,N00028281,Shirley Davis,R,NC,NC-07,CON,Y,RL, ,2250.0,4950.0,7200,0.0
2006,N00007781,Peter DeFazio,D,OR,OR-04,CON,Y,DW, ,377339.0,145038.0,767330,244953.0
2000,N00002250,Jack Schwartz,L,NC,NC-08,CON, ,3C, ,,,0,
2006,N00027830,Francine Shacter,D,AZ,AZ-08,CON,Y,DL, ,,4859.0,8055,3196.0
2000,N00002264,Richard D Skillen,R,NC,NC-02,CON, ,RN, ,,,0,
2006,N00028098,Craig Foltin,R,OH,OH-13,CON,Y,RL, ,248110.0,328762.0,641994,65122.0
2006,N00001529,Joseph M Hoeffel,D,PA,,SEN, ,DN, ,-2750.0,7257.0,4507,0.0
2006,N00027888,John Hall,D,NY,NY-19,CON,Y,DW, ,453874.0,1265034.0,1725122,6214.0
2006,N00025299,Tim Bridgewater,R,UT,UT-02,CON, ,RN, ,1000.0,,1000,0.0
2006,N00000751,Bill Pascrell Jr,D,NJ,NJ-08,CON,Y,DW, ,465769.0,844873.0,1347881,37239.0
2002,N00005510,Ralph Forbes,3,AR,AR-03,CON,Y,3L, ,5200.0,3014.0,13671,5457.0
2006,N00028137,John F Coyne,D,GA,GA-04,CON,Y,DL, ,1000.0,900.0,1900,0.0
2002,N00013828,Alan Skorski,R,NY,NY-04,CON,Y,RN, ,,11250.0,16033,4783.0
2002,N00009653,Gregory Lynne Musil,R,KS,KS-03,CON, ,RN, ,,726.0,876,150.0
2000,N00002610,Nathan Deal,R,GA,GA-09,CON,Y,RW, ,225004.0,83030.0,444972,136938.0
2006,N00025357,Diane Allen,R,NJ,,SEN, ,RN, ,5000.0,3000.0,8000,0.0
2006,N00004671,David McSweeney,R,IL,IL-08,CON,Y,RL, ,707645.0,1753129.0,2573580,112806.0
2000,N00002376,Robert (Bob) Ayers Jr,D,NC,NC-03,CON, ,DN, ,,,0,
2006,N00027679,Bill Glass,D,NC,NC-09,CON,Y,DL, ,4000.0,3538.0,7721,183.0
2002,N00024965,Roy Streckfuss,R,TX,TX-31,CON,Y,RL, ,,3475.0,3475,0.0
2002,N00025042,Sukhmander Singh,D,CA,CA-18,CON,Y,DL, ,,18505.0,48955,30450.0
2002,N00001529,Joseph M Hoeffel,D,PA,PA-13,CON,Y,DW, ,671627.0,693905.0,1554868,189336.0
2002,N00012639,Rollie Reynolds,D,NE,NE-03,CON, ,DN, ,,500.0,500,0.0
2002,N00013862,Steve Briese,D,FL,FL-01,CON,Y,DL, ,56514.0,28883.0,89747,4350.0
2002,N00000751,Bill Pascrell Jr,D,NJ,NJ-08,CON,Y,DI, ,367471.0,619234.0,1020980,34275.0
2006,N00027719,Jim Gilchrist,3,CA,CA-48,CON,Y,3L, ,46597.0,198673.0,1090527,845257.0
2006,N00002934,Phyllis H Busansky,D,FL,FL-09,CON,Y,DL, ,450658.0,1126417.0,1687909,110834.0
2006,N00002610,Nathan Deal,R,GA,GA-09,CON,Y,RW, ,821765.0,242526.0,1073282,8991.0
2002,N00025071,R C Crawford,I,TX,TX-31,CON,Y,3L, ,,3300.0,7040,3740.0
2006,N00027585,Peter A Fossett,R,OH,OH-02,CON,Y,RL, ,,12550.0,15588,3038.0
2002,N00025057,Gregory D Ingles,R,CA,CA-21,CON,Y,RL, ,,2250.0,4625,2375.0
2002,N00008046,Barbara Lee,D,CA,CA-09,CON,Y,DW, ,221396.0,416393.0,856538,218749.0
2006,N00026883,James T Hurysz,I,VA,VA-08,CON,Y,3L, ,,16551.0,16551,0.0
2002,N00025266,Dawn L Bly,3,KS,KS-03,CON,Y,3L, ,1000.0,4835.0,7111,1276.0
2002,N00025059,Jeb Bradley,R,NH,NH-01,CON,Y,RW, ,531528.0,259829.0,842530,51173.0
2014,N00035794,David Smith,R,FL,FL-07,CON,Y,RL, ,7500.0,127937.0,186986,51549.0
2006,N00028265,John Paul Binkowski,3,MN,MN-06,CON,Y,3L, ,,13010.0,17804,4794.0
2002,N00024811,Rodney Dale Scott,D,IN,IN-03,CON,Y,DN, ,,5954.0,9634,3680.0
2002,N00025719,C Scott Vanderhoef,R,NY,NY-17,CON,Y,RL, ,70313.0,153683.0,252323,28327.0
2000,N00002292,Ralph M McKinney Jr,D,NC,NC-04,CON, ,DN, ,,,0,
2002,N00025612,Kathryn Diantha Lynnes,D,MI,MI-03,CON,Y,DL, ,1503.0,,4053,2550.0
2006,N00027822,Susan E Friedman,D,AZ,AZ-01,CON,Y,DL, ,,8664.0,10621,1957.0
2006,N00005157,Gary Nodler,R,MO,MO-07,CON, ,RN, ,3000.0,3870.0,8890,2020.0
2002,N00002408,James E Clyburn,D,SC,SC-06,CON,Y,DW, ,236899.0,160624.0,422355,24832.0
2002,N00002167,Virgil H Goode Jr,R,VA,VA-05,CON,Y,RW, ,229911.0,296665.0,692132,165556.0
2002,N00008725,Jim Rooker,D,PA,PA-04,CON, ,DN, ,,11719.0,11719,0.0
2002,N00025337,Mario Diaz-Balart,R,FL,FL-25,CON,Y,RW, ,442072.0,632938.0,1079245,4235.0
2002,N00025679,Gail Crook,I,VA,,SEN,Y,3C, ,,5454.0,8299,2845.0
2002,N00009705,Andy Ewing,R,OK,OK-02,CON, ,RN, ,-500.0,,-500,0.0
2014,N00035504,Liz Cheney,R,WY,,SEN,Y,RN, ,11090.0,1221724.0,1414412,181598.0
2006,N00003682,Rob Portman,R,OH,OH-02,CON,Y,RI,Y,-13000.0,-113317.0,-125017,1300.0
2002,N00002856,Carrie Meek,D,FL,FL-17,CON,Y,DI, ,94534.0,44025.0,153886,15327.0
2014,N00028444,Jacob Turk,R,MO,MO-05,CON,Y,RL, ,27.0,74880.0,122703,47796.0
2006,N00003677,Bob McEwen,R,OH,OH-06,CON,Y,RN, ,25992.0,329925.0,402661,46744.0
2006,N00003677,Bob McEwen,R,OH,OH-02,CON,Y,RL, ,25992.0,329925.0,402661,46744.0
2002,N00025390,Scott L Wyatt,R,UT,UT-01,CON,Y,RN, ,,25730.0,27620,1890.0
2002,N00009817,Dick Zimmer,R,NJ,NJ-12,CON, ,RN, ,0.0,,0,0.0
2002,N00024932,Daniel L Stevens,R,MN,MN-07,CON,Y,RL, ,91308.0,114750.0,246376,40318.0
2006,N00002856,Carrie Meek,D,FL,FL-17,CON, ,DN, ,12750.0,,12750,0.0
2006,N00028088,Yvonne Rayford Brown,R,MS,MS-02,CON,Y,RL, ,39652.0,49088.0,113443,24703.0
2002,N00009576,Mary Ryan,D,AZ,AZ-08,CON,Y,DL, ,50414.0,114048.0,239052,74590.0
2000,N00002217,Michael J Robinson,D,NC,NC-05,CON, ,DN, ,,,0,
2000,N00001024,Nita M Lowey,D,NY,NY-18,CON,Y,DW, ,269236.0,1161541.0,2672142,1241365.0
2006,N00002167,Virgil H Goode Jr,R,VA,VA-05,CON,Y,RW, ,285508.0,506517.0,963259,171234.0
2002,N00003877,William G Frazier,I,IN,IN-02,CON, ,3N, ,258.0,,258,0.0
2006,N00025337,Mario Diaz-Balart,R,FL,FL-25,CON,Y,RW, ,292638.0,348237.0,644630,3755.0
2006,N00026776,Elizabeth Rogers,D,AZ,AZ-05,CON, ,DN, ,,2206.0,2246,40.0
2006,N00027543,John Kanno,R,CA,CA-18,CON,Y,RL, ,2100.0,94465.0,121594,25029.0
2006,N00001885,Alan L Keyes,R,IL,,SEN, ,RN, ,,76816.0,660691,583875.0
2006,N00001885,Alan L Keyes,R,IL,,SEN, ,RN, ,,76816.0,660691,583875.0
2012,N00006424,John McCain,R,AZ,,SEN, ,RI, ,-4000.0,-69396.0,-73396,0.0
2006,N00001817,C W Bill Young,R,FL,FL-10,CON,Y,RW, ,318784.0,279498.0,629405,31123.0
2014,N00035869,Monte Shaw,R,IA,IA-03,CON,Y,RL, ,37780.0,250385.0,323906,35741.0
2006,N00025104,John Arthur Smith,D,NM,NM-02,CON, ,DN, ,1000.0,10250.0,11850,600.0
2010,N00002460,Bob Inglis,R,SC,SC-04,CON,Y,RL,Y,171734.0,428592.0,629695,29369.0
2006,N00001685,Jay Rockefeller,D,WV,,SEN, ,DI, ,185250.0,429450.0,614700,0.0
2006,N00025342,Lou Barlow,D,OK,OK-05,CON, ,DN, ,,,0,0.0
2002,N00012470,Peter Christian Kennett Enwall,R,FL,FL-05,CON, ,RN, ,,170394.0,170494,100.0
2000,N00002373,Anna Taylor Stewart,R,NC,NC-07,CON, ,RN, ,,,0,
2008,N00028433,Jeff Beatty,R,MA,,SEN, ,RL, ,6421.0,442681.0,1825427,1376325.0
2002,N00006802,Willard H R Murray,D,CA,CA-37,CON, ,DN, ,4000.0,1000.0,5000,0.0
2002,N00012733,Ronald Oden,D,CA,CA-44,CON, ,DN, ,,1233.0,2466,1233.0
2006,N00002408,James E Clyburn,D,SC,SC-06,CON,Y,DW, ,837628.0,278584.0,1144117,27905.0
2006,N00027496,Philip B Krinkie,R,MN,MN-06,CON,Y,RL, ,37310.0,339750.0,453730,76670.0
2004,N00005805,Ken Bentsen,D,TX,,SEN, ,DN, ,-7000.0,2703.0,-4297,0.0
2002,N00013794,John M Nutting VII,D,ME,ME-02,CON,Y,DL, ,43250.0,222688.0,368116,102178.0
2006,N00008046,Barbara Lee,D,CA,CA-09,CON,Y,DW, ,224277.0,515158.0,959907,220472.0
2008,N00010953,Joe Sulzer,D,OH,OH-18,CON, ,DN, ,-2500.0,-9030.0,-11521,9.0
2002,N00013861,Gloria Elyse Davis,R,CA,CA-36,CON,Y,RL, ,,3739.0,10486,6747.0
2000,N00002363,Paul Meadows,L,NC,NC-07,CON, ,3N, ,,,0,
2002,N00006118,Patricia Schroeder,D,CO,CO-01,CON, ,DN, ,2000.0,,2000,0.0
2002,N00007581,Doug Ose,R,CA,CA-03,CON,Y,RW, ,384604.0,390164.0,830118,55350.0
2002,N00025393,Charles A Pillsbury,3,CT,CT-03,CON,Y,3L, ,2.0,51262.0,74064,22800.0
2006,N00028539,Bert L Sargent,L,CO,CO-03,CON,Y,3L, ,,200.0,1170,970.0
2002,N00025512,Robert M Vehar,R,CO,CO-02,CON,Y,RL, ,,1250.0,5243,3993.0
2002,N00024916,James B Durkin,R,IL,,SEN,Y,RL, ,62542.0,518256.0,1210948,630150.0
2006,N00028764,Daniel R Miller,R,WA,WA-03,CON,Y,RL, ,,1050.0,1305,255.0
2006,N00028117,Victor D Tognazzini,R,CA,CA-23,CON,Y,RL, ,11.0,57445.0,71706,14250.0
2002,N00001111,Noach Dear,D,NY,NY-09,CON, ,DN, ,1000.0,,1000,0.0
2006,N00007231,Elton Gallegly,R,CA,CA-24,CON,Y,RW, ,144834.0,321165.0,564454,98455.0
2002,N00004789,Cardiss Collins,D,IL,IL-07,CON, ,DN, ,,250.0,250,0.0
2006,N00026484,Mark Alan Henry,R,TX,TX-02,CON, ,RN, ,,4500.0,4500,0.0
2006,N00027748,John G Doll,D,KS,KS-01,CON,Y,DL, ,,51334.0,67576,16242.0
2002,N00005555,Darryl F Roberts,D,OK,OK-04,CON,Y,DL, ,520144.0,208633.0,769256,40479.0
2002,N00025035,Mike Johnson,D,CA,CA-02,CON,Y,DL, ,14.0,6590.0,7779,1175.0
2006,N00027601,Michael Steele,R,MD,,SEN,Y,RL, ,3542306.0,5573101.0,10729709,1614302.0
2006,N00003572,Dennis J Kucinich,D,OH,OH-10,CON,Y,DW, ,189495.0,173631.0,363126,0.0
2002,N00025644,Robert L Duvall,R,TN,TN-05,CON,Y,RL, ,2500.0,5393.0,18556,10663.0
2002,N00025370,Stephen G Bassett,I,MD,MD-08,CON,Y,3L, ,,1650.0,6187,4537.0
2006,N00006619,John Ensign,R,NV,,SEN,Y,RW, ,2157708.0,2932424.0,5177552,87420.0
2006,N00026302,Greg Philips,D,PA,PA-07,CON, ,DN, ,1000.0,,1000,0.0
2002,N00024890,Steve Lefemine,3,SC,SC-05,CON,Y,3L, ,,3834.0,17486,13652.0
2006,N00028032,Derek Casady,D,CA,CA-52,CON,Y,DL, ,,4650.0,13729,9079.0
2002,N00024911,Helen Mckenna Rahder,D,CA,CA-39,CON,Y,DL, ,,84050.0,96140,12090.0
2002,N00025499,Robert William Ray,R,NJ,,SEN,Y,RN, ,,17450.0,36875,19425.0
2002,N00001871,John Glenn,D,OH,,SEN, ,DN, ,100000.0,,100000,0.0
2006,N00027236,Theresa Gerratana,D,CT,CT-05,CON, ,DN, ,,-140.0,380,520.0
2006,N00026071,Michael Badnarik,L,TX,TX-10,CON,Y,3L, ,500.0,313833.0,433285,118952.0
2006,N00027656,Gary B Dodds,D,NH,NH-01,CON,Y,DL, ,,138549.0,142950,4401.0
2002,N00013177,Scott N Howell,D,UT,,SEN, ,DN, ,600.0,,600,0.0
2002,N00025776,Gregory Dennis Mikkelson,3,MN,MN-01,CON,Y,3L, ,,2500.0,4555,2055.0
2002,N00005182,Mel Carnahan,D,MO,,SEN, ,DN, ,,2000.0,2000,0.0
2002,N00003166,Van Hilleary,R,TN,TN-04,CON, ,RI,Y,14382.0,17800.0,34189,2007.0
2006,N00003473,Hal Rogers,R,KY,KY-05,CON,Y,RW, ,353741.0,667929.0,1033153,11483.0
2014,N00029835,Martin Heinrich,D,NM,,SEN, ,DI, ,187244.0,481017.0,688420,20159.0
2010,N00031826,Marc Delphine,L,OR,,SEN,Y,3L, ,,2900.0,5103,2203.0
2010,N00002260,David Price,D,NC,NC-04,CON,Y,DW, ,444188.0,383412.0,981711,154111.0
2010,N00032629,Charles Edward Allen,D,WA,,SEN,Y,DL, ,,,0,0.0
2010,N00028073,John A. Yarmuth,D,KY,KY-03,CON,Y,DW, ,696597.0,722309.0,1554727,135821.0
2010,N00031746,Michael Engel,I,MA,MA-01,CON,Y,3L, ,,1500.0,2635,1135.0
2014,N00001082,Edolphus Towns,D,NY,NY-10,CON, ,DN, ,,5000.0,5000,0.0
2010,N00029451,Peter Bearse,R,NH,NH-01,CON,Y,RL, ,,5000.0,5485,485.0
2014,N00031163,Andrew Romanoff,D,CO,CO-06,CON,Y,DL, ,180472.0,4513621.0,5842611,1148518.0
2000,N00002368,Bob Burns,L,NC,NC-07,CON,Y,3L, ,,,0,
2014,N00031163,Andrew Romanoff,D,CO,CO-06,CON, ,DC, ,180472.0,4513621.0,5842611,1148518.0
2010,N00031099,Maria Rodriguez,R,IL,IL-08,CON,Y,RL, ,7500.0,80070.0,97007,9437.0
2000,N00002222,Alvin Jeffrey Taylor,L,NC,NC-09,CON, ,3N, ,,,0,
2000,N00002319,Deborah Garrett Eddins,L,NC,NC-10,CON,Y,3L, ,,,0,
2010,N00029894,Dan Mielke,R,WI,WI-07,CON,Y,RL, ,500.0,451666.0,468059,15893.0
2010,N00032455,Tom Kirby,R,GA,GA-07,CON,Y,RL, ,,5000.0,5925,925.0
2010,N00006348,Merrill Cook,R,UT,,SEN,Y,RL, ,-500.0,27175.0,33869,7194.0
2010,N00031310,Michael Deming,R,CO,CO-07,CON,Y,RN, ,,609.0,629,20.0
2010,N00031707,David G. Argall,R,PA,PA-17,CON,Y,RL, ,58374.0,270078.0,367246,38794.0
2010,N00000491,Susan Collins,R,ME,,SEN, ,RI, ,213750.0,114641.0,365760,37369.0
2014,N00027060,Brian M. Higgins,D,NY,NY-26,CON,Y,DW, ,302310.0,453429.0,805411,49672.0
2014,N00036281,John Denney,3,MN,MN-06,CON,Y,3L, ,,1321.0,2729,1408.0
2010,N00028961,Jim Gilmore,R,VA,,SEN, ,RN, ,17500.0,650.0,18972,822.0
2014,N00036428,Kevin Crow,R,OK,,SEN,Y,RL, ,,4260.0,4260,0.0
2010,N00032111,David L. Dotson,L,VA,VA-11,CON,Y,3L, ,345.0,1000.0,1680,335.0
2014,N00030645,Dennis Ross,R,FL,FL-15,CON,Y,RW, ,918399.0,362194.0,1324025,43432.0
2000,N00002389,Chris Heckert,L,NC,NC-11,CON, ,3N, ,,,0,
2014,N00031397,Dan Eichenbaum,R,NC,NC-11,CON, ,RN, ,,,0,0.0
2010,N00005870,Gene Green,D,TX,TX-29,CON,Y,DW, ,806926.0,207080.0,1058644,44638.0
2000,N00002235,John Joseph Kozlowski Jr,R,NC,NC-12,CON, ,RN, ,,,0,
2010,N00031645,Hombre Michael Liggett,R,OH,OH-18,CON,Y,RL, ,,13934.0,25410,11476.0
2014,N00035592,Marcus Hunter,D,LA,LA-05,CON,Y,DL, ,2000.0,4200.0,6200,0.0
2010,N00029205,Brian Davis,R,MN,MN-01,CON, ,RN, ,,2000.0,2025,25.0
2010,N00031039,Carl Meece,R,FL,FL-02,CON,Y,RN, ,,6482.0,7732,1250.0
2010,N00032168,Chris Salter,R,AL,AL-07,CON,Y,RL, ,,1700.0,2325,625.0
2010,N00009715,Melissa Hart,R,PA,PA-04,CON, ,RN, ,-2000.0,,-2000,0.0
2010,N00030984,Adam D. Shaffer,I,OH,,SEN,Y,3L, ,,415.0,415,0.0
2014,N00007936,Brian Baird,D,WA,WA-03,CON, ,DN, ,,,0,0.0
2014,N00036074,Jeffrey S. Miller,D,IN,IN-09,CON,Y,DL, ,,3758.0,3758,0.0
2010,N00030909,Martha Bozeman,D,AL,AL-07,CON,Y,DL, ,2000.0,33200.0,43184,7984.0
2010,N00030274,Georgianna W Oliver,D,OK,OK-01,CON, ,DN, ,,52381.0,52381,0.0
2010,N00029941,Greg Conlon,R,CA,CA-12,CON, ,RN, ,,27324.0,27524,200.0
2000,N00002312,Ronnie Wayne Adcock,D,NC,NC-12,CON, ,DN, ,,,0,
2010,N00030876,Jon Barela,R,NM,NM-01,CON,Y,RL, ,424412.0,1017098.0,1581144,139634.0
2014,N00033497,Mike Jackson,R,TX,TX-36,CON, ,RN, ,,,0,0.0
2014,N00033931,Sylvia S. Romo,D,TX,TX-35,CON, ,DN, ,,,0,0.0
2010,N00031164,Jane Norton,R,CO,,SEN,Y,RL, ,648953.0,1927618.0,2819781,243210.0
2010,N00031709,Scott Baker,R,TX,TX-08,CON,Y,RL, ,250.0,6270.0,6680,160.0
2014,N00036446,Steve Laffey,R,CO,CO-04,CON,Y,RL, ,,403822.0,408893,5071.0
2014,N00034069,Teresa Hensley,D,MO,MO-04,CON, ,DN, ,,,0,0.0
2014,N00030956,Robin Smith,R,TN,TN-03,CON, ,RN, ,,,0,0.0
2010,N00030604,Elliot Richardson,D,IL,IL-10,CON,Y,DO, ,,166185.0,166560,375.0
2014,N00009719,Todd Platts,R,PA,PA-19,CON, ,RN, ,-5000.0,,-5000,0.0
2010,N00005601,Tom Coburn,R,OK,,SEN,Y,RW, ,1207840.0,1291917.0,2625510,125753.0
2010,N00031402,Michel Faulkner,R,NY,NY-15,CON,Y,RL, ,14703.0,127322.0,217914,75889.0
2014,N00029478,"Wil Armstrong,  III",R,CO,CO-06,CON, ,RN, ,,,0,0.0
2010,N00029901,Mark Begich,D,AK,,SEN, ,DI, ,237900.0,316517.0,570300,15883.0
2014,N00026557,Diane Goss Farrell,D,CT,CT-04,CON, ,DN, ,,,0,0.0
2010,N00032447,Luis Meurice,D,FL,FL-25,CON,Y,DL, ,55163.0,15100.0,76608,6345.0
2010,N00032110,Brandon E. Roop,R,VA,VA-07,CON,Y,RN, ,,,0,0.0
2010,N00032213,Andrew Sharp,R,CA,CA-36,CON,Y,RL, ,,,0,0.0
2014,N00030177,Lee Ferrell,R,GA,GA-02,CON, ,RN, ,,,0,0.0
2010,N00031124,Nan Hayworth,R,NY,NY-19,CON,Y,RW, ,805198.0,1185012.0,2113940,123730.0
2010,N00029517,Benjamin Owen Morris,R,LA,LA-01,CON, ,RN, ,,18150.0,18350,200.0
2010,N00031512,Ashley Woolard,R,NC,NC-01,CON,Y,RL, ,39.0,89337.0,122668,33292.0
2010,N00002079,Larry LaRocco,D,ID,,SEN, ,DN, ,,500.0,500,0.0
2014,N00006317,Stephen Sandstrom,R,UT,UT-04,CON, ,RN, ,,,0,0.0
2014,N00031673,Bryan Keith Underwood,R,TX,TX-28,CON, ,RN, ,,,0,0.0
2014,N00013817,Chellie Pingree,D,ME,ME-01,CON,Y,DW, ,98095.0,317565.0,504314,88654.0
2014,N00035754,Steve Lane,R,TN,TN-04,CON,Y,RL, ,,27920.0,32635,4715.0
2010,N00029584,Joshua John Kowert,R,TX,TX-04,CON,Y,RL, ,,7353.0,7753,400.0
2014,N00036369,Nicholas Robert Troiano,I,PA,PA-10,CON,Y,3L, ,,116959.0,162226,45267.0
2014,N00026459,Ben Streusand,R,TX,TX-36,CON,Y,RL, ,28690.0,119214.0,150344,2440.0
2010,N00005582,James M. Inhofe,R,OK,,SEN, ,RI, ,139161.0,119514.0,262771,4096.0
2010,N00005105,Ike Skelton,D,MO,MO-04,CON,Y,DL, ,1645399.0,1267282.0,3037886,125205.0
2010,N00030641,Matthew M. Daly,R,CT,CT-02,CON,Y,RN, ,500.0,71033.0,92645,21112.0
2014,N00025692,Kendrick B. Meek,D,FL,FL-17,CON, ,DN, ,1000.0,,1000,0.0
2014,N00035576,Calvin Turnquest,R,FL,FL-18,CON,Y,RL, ,,19400.0,34235,14835.0
2014,N00035512,Jo Rae Perkins,R,OR,,SEN,Y,RL, ,,3725.0,6544,2819.0
2010,N00032510,Bob Schwartz,R,TN,TN-05,CON,Y,RL, ,,14435.0,17453,3018.0
2010,N00005906,Ron Paul,R,TX,TX-14,CON,Y,RW, ,30922.0,158966.0,360139,170251.0
2010,N00005906,Ron Paul,R,TX,TX-14,CON,Y,RW, ,30922.0,158966.0,360139,170251.0
2014,N00034434,Charles Dumas,D,PA,PA-05,CON, ,DN, ,,,0,0.0
2014,N00033247,Daniel O'Connor,D,NY,NY-07,CON, ,DN, ,,,0,0.0
2010,N00032102,Douglas Sligting,3,UT,UT-03,CON,Y,3L, ,,784.0,3221,2437.0
2010,N00031629,Rick Berg,R,ND,ND-01,CON,Y,RW, ,555033.0,1376777.0,2183764,251954.0
2014,N00000554,Demetrios S Giannaros,D,CT,CT-06,CON, ,DN, ,,,0,0.0
2010,N00012739,Ander Crenshaw,R,FL,FL-04,CON,Y,RW, ,239724.0,240250.0,479974,0.0
2014,N00006202,Ben Nighthorse Campbell,R,CO,,SEN, ,RN, ,,,0,0.0
2010,N00030678,Rebekah Elizabeth Davis,D,NE,NE-03,CON,Y,DL,Y,1100.0,27540.0,53034,24394.0
2014,N00001862,Robin Ficker,R,MD,MD-06,CON, ,RN, ,,,0,0.0
2010,N00031901,Peter Lindemulder,R,IN,IN-01,CON,Y,RL, ,,23750.0,24950,1200.0
2010,N00031996,James Milano,R,NY,NY-05,CON,Y,RL, ,850.0,40437.0,54901,13614.0
2014,N00036185,Nancy Najarian,D,VA,VA-08,CON,Y,DN, ,1000.0,80680.0,96801,15121.0
2010,N00032109,Jessee Ring,R,VA,VA-09,CON,Y,RL, ,,6836.0,6836,0.0
2014,N00031586,Vernon Parker,R,AZ,AZ-09,CON,Y,RN, ,-500.0,150763.0,661487,511224.0
2014,N00034482,Leah Campos Schandlbauer,R,AZ,AZ-09,CON, ,RN, ,,,0,0.0
