id,candidate_name
N00026047,Gwyndolyn McClellan
N00026048,Paul Frederick Delong
N00018409,E L Hicks
N00032400,Cece Heil
N00032443,Tim Curtis
N00033718,Frank G. Lasee
N00032676,Jerry Campbell
N00008943,William A Hall III
N00011338,Gordon Lee Anderson
N00027457,John Bernard Glassie
N00026249,Charles Caston
N00034056,Faith Loudon
N00026250,Kenneth H Hill
N00027007,David Hedge
N00027011,Glenda D Kelley
N00027014,William Ogletree
N00027020,Randell J Shafer
N00027022,Stace Mitchell
N00027024,Terry Chadwick
N00027026,Kevin C Babcock
N00027027,Bill Lower
N00027028,Clay Chastain
N00027029,Rick Baillie
N00027030,Jack Truman
N00027032,Jerry Cass
N00027033,Stan Cuff
N00016973,Ray Ezell
N00026251,Ted Gianoutsos
N00026428,Peter Dan Vasilovich
N00027034,Andrew Giesen
N00027447,Timothy L Mailhot
N00006331,Steven Douglas Mabey
N00011614,Lendall B Terry
N00033213,Bob Nascenzi
N00027036,Darryl Smith
N00027222,Miles Shiratori
N00012224,Lorraine Stevens
N00025000,Tom Wright
N00027038,Robert Rogan
N00000321,Gregory Raposa
N00027223,Eddie Yoon
N00027431,Roy Guisinger
N00026433,Mark Kevin Wykoff Sr
N00027449,Thomas James Kawczynski
N00027432,Carl Vassar
N00026342,Ruben Garcia
N00033384,Luis Garcia
N00033348,Michael Johnson
N00025049,Charles R Hargrave
N00033526,Frank Palombo
N00016689,Duane E F Dufek
N00027040,James C Powers
N00008329,Seth Galinsky
N00027225,Jonathan Treat
N00027433,Tim Liverseidge
N00027450,Anthony E Rothert
N00033480,Steve Hobbs
N00026279,Reza Torchizy
N00034568,Chrysta Castaneda
N00022725,Robert R Scott
N00027041,Roger N Kirkman
N00027226,Marcus Hester
N00027434,Cris Ericson
N00027451,Emma Dubois
N00026186,N Ruben Perez
N00025019,Luis Vega
N00026344,Jim Fritz
N00033640,Hakeem Jeffries
N00033428,Marko Liias
N00034681,Gloria Romero Roses
N00031699,James E. Reed
N00027042,Rick Miller
N00027235,David Munoz
N00027435,Matthew Jamison
N00027452,Gregory A Marzec
N00026281,Rick Bell
N00026345,Ronald Jay Teck
N00027043,Ken Plonk
N00027228,Elyssa Young
N00027436,Robert H Anthony
N00027453,Denise Williams
N00026188,"William J Green,  III"
N00027044,Mark Ortiz
N00027189,Craig Hill
N00027454,Michael James Stanton
N00026189,Donald James Reaux
N00026262,Kyle Johnston
N00025394,Patrick Diehl
N00035836,Wayne True
N00026190,Jason E Pacifico
N00026263,Jed Joseph French
N00027190,Ben Mitchell
N00027230,Jim Brewer
N00027238,Mark Nelson
N00035718,Mark Bircher
N00026191,"George C Nelson, Jr"
N00027231,John Gentile
N00027456,Kevin Jackson
N00026192,Joseph W Organist
N00035879,John Dale
N00035540,Patrick Maciariello
N00026350,Bruce Edward Lohmiller
N00035611,Aaron Miller
N00027192,Glenn Harlan Melton
N00027232,John Carl Wood
N00027440,Chuck Spingola
N00026193,Diane Elizab Ramsey-Rasmussen-kenne
N00026287,Jeremy Alexander
N00026351,Mike Emmons
N00035448,George Battle III
N00026921,Steve F Cameron
N00027193,Teresa (Vice-Pres) Gutierrez
N00026176,Robert J Ayers
N00026194,Kevin Eugene Musall
N00026267,Robb O Rourke
N00036182,Charniele Herring
N00026352,David A Flood
N00026784,Tony Zirkle
N00026828,Joseph Edward O'Brien
N00027050,Brian Kral
N00027194,Carol Ann Rittenhouse
N00035683,Taylor Griffin
N00027442,Michael Karlton Brown
N00026177,James Louis Dezort
N00026785,Michael Evan Slider
N00027051,Ann Reynolds
N00027195,Larry Oftedahl
N00025714,Brendan Trainor
N00027443,John Joseph Kennedy
N00035441,John Pederson
N00035304,Erin McClelland
N00026178,Barry Wynne Finkelstein
N00026196,George Louis Rutten
N00026269,Jay Fisette
N00027052,Lewis A Byer
N00027196,Mike Miles
N00027244,Edward A Scott Galmon
N00027444,Helen Meyers
N00029204,Richard Grayson
N00026447,John Patrick Cusack
N00027197,Mark Binder
N00027245,Patsy A Allen
N00025703,Joseph T Crawford
N00035666,Sid Dinsdale
N00027054,Francisco E Tamez
N00027198,Edward M Morabito
N00026199,William Silas Bentley III
N00026833,Frank E Kendrick
N00027055,Angie G Cochran
N00027199,Dennis K Bertrand
N00027247,Gregory J Hemingway
N00011981,Lou Frey Jr
N00026294,Gary Mason
N00026450,Dan Brady
N00027056,Shanna Phillips
N00027248,David Pechulis
N00006174,Jack Joseph Woehr
N00026835,Mike Campbell
N00026929,Michael J Panetta
N00027057,Ron Von Felden
N00027201,Larry Drown
N00027249,Burton Randall Hanson
N00011642,John S Mccormick Jr
N00026360,Mark A Summers
N00026836,Victor Dean Wakley
N00027250,Peter F Vento
N00011917,John G Rowland
N00026837,Bob Hidalgo
N00027203,Don Bernau
N00027251,Michael H Johnson
N00026794,Jeremy M Brown
N00027252,Matthew Angus Williams
N00026184,James F Stewart
N00026455,Thomas Dale Harvey
N00026839,Milack Talia
N00027061,Timothy Lane Lancaster
N00027205,Colin Hudson
N00026206,Imrana Muhammod Jr
N00027254,William Bogardt
N00007865,Patrick L Ruckert
N00026301,Tami L Mars
N00002966,L A (Skip) Bafalis
N00027101,Daniel Denardo
N00027255,Curtis Brooks
N00012389,Kathy Helling
N00027102,Jerry Sanders
N00027256,Aniello V Grimaldi
N00012447,Robert Ralph Mcmillan
N00012440,Jasper S Wyman
N00012796,Mike Garza
N00026799,Lewis Hopkins Jr
N00027103,Randall Edward Wyrick
N00027257,Dennis Colman
N00027104,George Walker
N00027258,Harvey R Clarke
N00012429,Reubin O'd Askew
N00027105,John K Bernston
N00027211,Michael A Monroe
N00027259,Mariana Blume
N00026212,Moshe Segebre
N00010412,Thomas A Poe
N00006316,Brent Cornell Morris
N00026370,Hans C Masing
N00027106,Dwight Henson
N00010423,John Hoover
N00027177,Robert Wirengard
N00027260,Sam Sloan
N00026213,Kingsley D Davis
N00000678,Robert A Davis
N00027107,Daniel Masias
N00027261,John Daniel
N00026848,Daniel Manning
N00027108,Billy Kogut
N00027214,Peter D Moss
N00010544,Barbara Brock
N00027262,Sol Lieberman
N00026465,Amatul-Mannan Q Kate Miller
N00026849,Andrew J Ringsmuth
N00002564,James Curtis McGill
N00027071,S Scott Clarkson
N00027109,Rachele Fruit
N00027263,Geoffrey G Johnson
N00026466,Prince Wendell John Hall Jr
N00026806,Alan Parks
N00026850,Bob Van Valkenburg
N00027110,Mark Stufft
N00027215,John Thompson Parker
N00010550,Daniel Becker
N00026851,Greg Walburn
N00027073,Timothy Lee Bearson
N00027111,Nancy Travis
N00027216,Tim Johnson
N00027265,Frank Dellavalli
N00010538,Jerome Edmund Gray
N00010558,Otis Artis Smith
N00026852,Steven R Larrick
N00027266,Ali Mohamed
N00026219,Christopher M Brennan
N00027113,Robert A Conroy
N00010296,Arnold Zaler
N00027309,William Gabriel
N00010577,Gerald Norman Seiffert
N00007449,Bill Filante
N00026810,Saab Lofton
N00026854,Joseph A Rosberg
N00027076,Govind N Patel
N00011084,George Farrell III Ray
N00027114,Arch Naramore
N00027268,Matthew I Brennan
N00005514,John R Vanwinkle
N00027310,Jim Krug
N00027217,Paul Rodriguez
N00026471,Barbara Sheen Todd
N00026811,Paul Russell Rosenberger
N00026949,Jerry Norwood Williford
N00027311,Arthur Roberts
N00026472,Jeffrey William Durbin
N00010793,Sandra Lee Reeves
N00026812,Elizabeth L Baker
N00010313,Andrew Hopwood
N00027116,Michael D Tipa
N00027270,Morris N Guller
N00027312,John Halstead
N00010730,John Darrel Cherry Jr
N00010664,Donald A Thurston
N00010674,Michael Moore
N00011042,Jo Jorgensen
N00027117,WBG Woodson
N00027313,Fernando Ramirez
N00026224,Steven E Adam
N00026952,John J O'Rourke
N00027118,Jay Richard Hunt
N00027272,Paul Slobodian
N00027314,Walter Steele
N00003265,John Dooley
N00026225,James Stacy Broadwater
N00004544,Jean Burkhardt
N00011151,John L Valentine
N00026953,Frank Fracasso
N00027119,Sheila Bilyeu
N00027221,Jeffery C Johnson
N00027273,John Ciampoli
N00026320,John E Maffi
N00027082,Kevin Tull
N00027316,Douglas Barnes
N00026917,Bill Fuller
N00026321,Jacques Yves Boulerice
N00026477,Robert Lonnie Swenson
N00006758,Wayne Miller
N00026955,A D Amar
N00027083,John Ross Hendrix
N00026424,John Adams
N00027121,Peter Miguel (Vp) Camejo
N00027275,John Luchansky
N00027317,Kevin R Fleming
N00026478,Steven Maynard
N00026956,Sean Connors
N00027084,Tom Bailey
N00027276,Charlene K Bradshaw
N00027318,Rick Hodgin
N00026229,Marcus Tyrone Belk
N00004954,Kenneth Charles Wiezer
N00027085,Royle William Melton
N00027277,Dean O Wolf
N00027319,Chad Roots
N00027120,Roy Eugene Walsh
N00026864,Deborah L Williams
N00027086,Carlo Poliak
N00027124,Vern L Cassity
N00027320,Mark Garvin
N00027430,Roger L Anderson
N00026573,Steven Burton Schulze
N00026959,Richard W Piatkowski
N00027125,Damon Bruce Harris
N00027321,Joe Bellis
N00027413,Martin Koppel
N00027417,Efia Nwangaza
N00027421,Will Tyler White
N00027423,Jerome White
N00027424,Thomas A Phelan
N00009319,Angela Lariscy
N00027427,James Lawrence
N00027429,Richard Fontanesi
N00026960,Richard Gerard Devoe
N00027126,Raymond Wickson
N00027322,George Dick
N00027408,Don Griffin
N00027410,Gary Marinch
N00027412,David K Schumann
N00027414,Tyram Hunter Pettit
N00027416,Betsy Summers
N00027418,Rebekah E Sutherland
N00027420,William E Morris
N00027422,Michael Donohue
N00008089,Virginia A Flynn
N00027426,Paul Hansen
N00027428,Robert R Raymond
N00026867,Bob Perry
N00027323,Corley Everett
N00027385,Charles J Steel
N00027387,Stacey Lynn Bourland
N00027389,Jessie Bouley
N00027393,Gene Mason
N00027395,Richard Randall
N00027397,Finn Gotaas
N00027399,Robert Greenheck
N00027401,Jerry Kohn
N00027403,R A (Skip) Galan
N00027405,Maria Allwine
N00027407,Robert Gemmill
N00027409,Walter Rucker
N00027411,Thomas L Hurst
N00026962,Glenn Bert Dorr III
N00027090,Philip Bradley
N00026869,Paul I Politis
N00027400,Leonard Rasch
N00027324,Stacy Abner
N00027384,Russ Diamond
N00027386,John Gonzalez
N00027388,MJ (Smitty) Smith
N00027390,James Gholston
N00027394,Glenn Schwarz
N00027396,John Harris
N00027398,Raul Acosta
N00027402,Albert Barger
N00027404,Thomas Trump
N00027406,Dennard A Gayle-El Sr
N00027129,Lawrence Howard Klepinger
N00027283,Seth A Davis
N00027325,Roy Armstrong
N00027377,David Jahn
N00027379,Arthur L Farnsworth
N00007661,Dennis Masaru Nakasato
N00027381,Chuck Moulton
N00027383,William R Hagen
N00026870,Jeff Dishart
N00027092,Donald (Don) Davis
N00027284,Joseph P Oddo
N00027356,Arturo Fulvio Croce
N00027358,Willie Norwood
N00027360,Frank Orland
N00027362,Victor Kaplan
N00027364,Toy-Ling Washington
N00027366,Daryl M Brooks
N00027368,Jim Duensing
N00027370,Joseph P Silvestri
N00027372,Michael Paul Marsh
N00027374,Joseph H Bitz
N00027376,Christopher Randolph
N00027378,Erich G Lukas
N00027380,Veronica A Hannevig
N00027382,Greta Browne
N00026486,Robert Mills
N00027285,Krim M Ballentine
N00027327,Jerry Watts
N00027335,Warren Adams
N00027337,Randall Macphee
N00027339,Phoebe Basso
N00027341,Thomas Lavigne
N00027343,Lisa Weltman
N00027345,Mike Eller
N00027347,David Leefe
N00027349,Raymond Lister
N00027351,Steve Alger
N00027353,Chris Earl
N00027357,Jose David Alcantara
N00027359,Michael J Matthews Jr
N00027361,Richard Edgar
N00027363,David Daly
N00027365,Sara J Lobman
N00027367,Ken Chazotte
N00027369,Richard Wayne O'Dell
N00027371,Jim Lindsay
N00027373,Jacob Boone
N00027375,Jerry Defoe
N00026822,Mignon Marie Davis
N00026966,Gregory Mark Wilson
N00027132,James (Jim) Altebaumer
N00027328,Malcolm Carriere
N00027332,Carl Cooley
N00027334,Steven Van Til
N00027336,Marcel Sales
N00027338,Dennis Fitzsimons
N00027340,Charles Basso
N00027342,Eric Gordon
N00009425,Natalie Haas Steffen
N00027344,Wilbert Sears
N00027346,Robert Rehbein
N00027348,William Renaud
N00027350,Darin Rodenberg
N00027352,Leonard Davidson
N00027354,Maximilian Longley
N00026332,Bill Smith
N00026967,Sam Oakland
N00027133,David J Moffett
N00027287,Spencer Garrett
N00027295,Daryl A Northrop
N00027301,Bradley Allen Klippert
N00027306,William A Lee
N00027329,Keith Salkowski
N00027331,Virginia T Rodino
N00027333,David Newland
N00001806,James L Oberstar
N00026874,Charles Johnston
N00027134,Richard Wells
N00008598,Tom Alciere
N00027288,C Mark Greene
N00027290,Robert F Losey
N00027292,Julian Martin
N00027294,Darin Jackson
N00027296,Christy Ann Welty
N00027300,Mohammad H Said
N00009524,Robert Frederick Bent
N00027302,Doug Williams
N00027307,Charles Moore
N00026399,Klayton Chadwick Rutherford
N00026488,John Howard Buchanan
N00026875,Jon Roesler
N00026969,William Earp Jr
N00027135,Marty Mork
N00027155,Al Anders
N00009157,Doc Hastings
N00027161,Gary Fallon
N00027163,Craig Stritar
N00009260,Ron Roberts
N00027165,Dave Kaplan
N00027169,David W Chapman
N00027173,Peter Shevchuck
N00027179,Marc Smith
N00027180,Michael Oxley
N00027182,Richard B Kahn
N00027183,Johnny M Brown
N00027185,Omari Musa
N00027187,Don Kennedy
N00027291,Douglas S Sandvick
N00027293,Randal G Trackwell
N00026876,Richard W Soderberg
N00026970,Ralph J Ball
N00026998,Larry L Throneburg
N00009967,Anthony Buzz Andrezeski
N00027097,Howard Johnson
N00002647,Ray Beckworth
N00027136,David Loomis
N00010019,Jerry  Burley
N00027142,Cynthia Cassell
N00027144,Dawn Anne Reamer
N00005638,Dick Armey
N00027150,Chris Owen
N00027154,Keisha C Morrisey
N00027156,Timothy A Feller
N00027158,John Crockett
N00027160,Powell Gammill
N00027162,Michael Kielsky
N00027174,Clyde J Harkins
N00027176,Karl M Butts
N00008017,Don Wright
N00026401,Kathryn L (Vice Pres Frankiewich
N00026877,Jeremy Paul Petersen
N00026971,Michael Peavler
N00026979,Elizabeth Hall
N00026991,David Bruce Westcott
N00027001,Robert C Hall
N00027098,Robert Paul Brown Jr
N00027141,Douglas Wilson
N00027143,Veronica Pedraza
N00027145,James Mork
N00027147,Thomas I Eisenmenger
N00027149,Peter J Duffy
N00027151,John S Greene Jr
N00026243,James Andrew Coleman
N00026156,Matthew C O'Shea
N00026402,Bill Wyatt
N00026878,Ronald R Amos
N00026899,Earl Bowerman
N00026905,Joe Labonte
N00026908,Michael Evans
N00027477,Jack Alan Brown Jr
N00026915,Rocky Hurricane Flash
N00026972,Debbie Jones Howard
N00026974,Betty F Williamson
N00026976,Doug Vandagriff
N00026978,Ken Martin
N00026980,Norman R Saliba
N00026984,Robert Reedy
N00026990,Mary Alice (Mal) Herbert
N00026996,Jeffery B Tanner
N00026491,Andy Martin
N00026888,Douglas Todd Fowler
N00026894,Brian K Evans
N00026898,Thomas Lee Abshier
N00026902,Philip Petrie
N00026906,Richard Uvalde Chapman
N00026973,Charles E Howard
N00026975,Jean Howard-Hill
N00026977,Don Cuva
N00026404,Candidate Reality
N00026880,Ronald Winfield
N00026889,Nancy Warrick
N00026405,Cecilia Margaret Goin-Harding
N00026766,Joseph Benjamin Williams
N00023872,James Guy Tucker Jr
N00026773,Joe Turner
N00026881,Curtis Darrell James
N00026406,"Edward Thomas O'Donnell, Jr"
N00026248,John Simmons
N00026707,Dennis Tucker
N00026709,Nazirite Flores Perez
N00026711,Terry Waldrum
N00026411,Piotr Blass
N00026715,Thomas Morrison
N00026719,Stephen R Schrader
N00026765,Mark Edward Towner
N00022029,John C Reiger
N00008133,Kevin Akin
N00026770,Peter B Johnson
N00007298,Paul Barile
N00026772,Ted Weill
N00026775,Tim Stoen
N00010378,Barry L Hatch
N00026774,"Mason, John C"
N00026407,Raymond J Raczkowski
N00026536,Tilman J Williams
N00026503,Christopher W Huskins
N00026509,Markus Welch
N00026516,Gino L Martorana
N00026518,Fred B Davis
N00026519,Michael Favorite
N00026524,Eric J Carter
N00026526,William J Bodell
N00026527,Philip Koebel
N00003309,Margaret C Barrett
N00026529,Leland Faegre
N00026530,Robert G Weber Jr
N00026531,Lee Leslie
N00026534,Alice Stek
N00026537,Peymon Mottahedeh
N00026542,Tom Lash
N00026544,Bruce Cohen
N00026545,Lars R Grossmith
N00000392,Toni Pappas
N00026547,Gary M Waayers
N00026548,Brandon C Osborne
N00026549,Michael S Metti
N00026540,Dennis Lockhart
N00026552,Lawrence P Rockwood
N00026553,Adam Van Susteren
N00008466,Janice Lynn Graham
N00026556,Marc Sean Ritchie
N00026562,Shlomo Attia
N00026564,Raymond Lee Davis
N00026570,Ryan Chlada
N00026572,Jake Witmer
N00026574,Bruce Best
N00026620,Barbara Dale Washer
N00026622,Lamonica L Magee
N00026624,Steven A McCaleb
N00026628,John Cole
N00026644,Diane Murphy
N00026646,Bruce Cobbeldick
N00026652,W Raymond Mills
N00026658,Lloyd Lee Fields
N00026662,Scott E Rutter
N00026712,William R Cady
N00026716,James S Werner
N00026718,Lico Reyes
N00026726,Celeste Adams
N00026730,Glenn E Coggeshell III
N00005856,Ron (RC) Meinke
N00007908,Richard (Dick) Meyer
N00026734,Edward Chavez
N00026735,James Alexander-Pace
N00026736,Robert Anthony (Ram Gibson
N00026737,Andrew Jaye Wildman
N00026738,Monty Montanez
N00026741,Clay Scott Brown
N00003654,Eric Resnick
N00026745,John M Van Zandt
N00026746,Marsha Feinland
N00026749,George Anderson
N00026753,Albert J Franzen
N00026755,Earl Stewart Gordon
N00026757,James A Kodak
N00026758,Eileen Martin
N00026759,Gene Zarwell
N00026761,Donald Thomas Newhard
N00026762,Joseph John Vodvarka
N00026763,Orly Benny-Davis
N00026408,Michael Kevin Layne
N00026415,Estella A Johnson-Hunt
N00026416,John R J Reynolds
N00006180,Susan E Kirkpatrick
N00026421,Dan Coleman
N00026409,Alphonse Wright
N00026500,Leilani Dowell
N00026506,Harland Harrison
N00026508,Brian Holtz
N00026510,Joel Smolen
N00026512,Audrey Redmond
N00026514,Larry R Mullen
N00026569,Everett Drayden Shumpert
N00026579,Nicholas George Chrisos
N00026583,Bob Hart
N00026587,Billy R Cartwright
N00026588,James E Rice
N00026594,Don Swarthout
N00026598,David Omar Stowell
N00026498,Mike Dugas
N00026602,Michael J Littleton
N00026603,Armand F Girard
N00026604,Rick Hoover
N00008049,Amen Rahh
N00026605,George E McDermott
N00026606,William R Bernetich
N00026607,Patrick A Schaeffer Jr
N00026608,Patrick Edward Flaherty
N00026609,James Daniel Benson
N00026610,Richard Nacewicz
N00026611,Robert J Rhudy
N00026612,Ty Unglebower
N00026613,Bradford Wayne Albright
N00026614,Almaajid Muhammad El
N00026615,Steve Rosen
N00006588,Don Chairez
N00026625,Tracella Lou O'Hara Hill
N00026637,Gabriel A Pearse
N00026645,George Pulling
N00026647,Matt Webb
N00026655,Paul Richards
N00026663,Robert Dodge
N00026676,Steve Clark
N00026667,Allen Dale Unruh
N00026668,Scott Knapp
N00026669,Larry Thorton
N00026670,Buckley Maclnerney
N00026672,Andrew J Bolton
N00026673,Sandi Saulsbury
N00026674,Brian Rubarts
N00026680,Kevin D Anderson
N00026683,H J Ridley Jr
N00026684,Phyllis Travis
N00026689,Dan Goeb Patrick
N00026692,Jason Pratt
N00026693,Robert William Fritsche
N00026695,Alexander Hamilton
N00026698,Gary Barnhart
N00026701,Ruben Louis Reyes
N00026703,Steve Kirby
N00001930,John Richard Taylor
N00037283,Lon Johnson
N00037288,John Faso
N00001623,Juanita Norwood
N00037264,Morgan Carroll
N00035674,Natalie Tennant
N00036935,Mark Plaster
N00037039,Angie Craig
N00003444,Ken Lucas
N00006137,Dorothy Lamm
N00012698,Arneze Washington
N00006885,Claude Parrish
N00013740,Thomas Wilson
N00026052,George Gladius
N00025304,Albert R Pina
N00026051,William Foster
N00026053,Jeffrey M Letter
N00026057,Francis Norman Siegler
N00026058,Larry J Schuetter
N00026059,Adam Michael Safran
N00026061,Kenneth Oliver Miller
N00026063,Jessica L Muadin
N00026064,Jim Bellinger
N00026066,Kevin Sean Polk
N00026067,Sanderson Beck
N00026068,Andrew Mark Rotramel
N00026069,Glenn D Leaverton
N00026070,Michael Halpin
N00026073,"Joseph Martyniuk, Jr"
N00026074,Susan Fey
N00026076,Hugh Wallace
N00026075,Schrom Steven Wayne
N00026077,Russell A Romagna
N00012637,John Gale
N00026078,Nanci Jean (Strauss) Taylor
N00026079,Jeffrey Jay Fisher
N00026088,Thomas Schneider
N00026092,Kay Gaddy
N00026094,Mike Egger
N00012845,Gill G Kanel
N00026099,Robert Mills
N00026100,Stuart Ross Farber
N00026102,Eric James Davis
N00013216,John Boyd
N00025403,Jeffrey John Fink
N00025027,Lewis Noble Tenney
N00013792,Catherine Heller Keating
N00025088,Jaime A Corvera
N00025060,Andrew B Carver
N00025082,Jerald Udinsky
N00025638,Walter Michael Coffield
N00026185,"Barron,"
N00027037,Billy J Creech
N00025656,John Stevens
N00025252,Michael Don Mass
N00026304,Brian E O'Neill
N00024781,John Emmett Taylor
N00027065,Michael Ray Ellisor
N00026382,James Garner
N00036085,Phil Fitzgerald
N00026580,Lee Goodman
N00026747,Jack C Orchulli
N00025707,Timothy A Davis
N00025115,David Paul Reichow
N00026592,Tom Buford
N00025600,Laurence J Quick
N00025751,Wayne Hogan
N00025739,Tommy Wright
N00025878,Walter Gengarelly
N00006213,Scott McInnis
N00024954,Phillip Lee Isaacson
N00027490,Les Miller
N00005617,Don Nickles
N00026104,Michael R Berlon
N00025405,Marc Anthony Smith
N00013752,Ezola Foster
N00024970,Dino G Pantazis
N00025008,Oscar A Velasco
N00027540,John Morrison
N00025016,Maria Guadalupe Garcia
N00025032,Del G Stewart
N00027599,Matt Dunne
N00027758,Joseph J Vavricek
N00027792,Nick Reid
N00028106,Charles H Butcher
N00025554,Ron McCoy
N00025051,Syed R Mahmood
N00027868,Richard D Auman
N00028594,Hal Spake
N00028043,Paul Aronsohn
N00028302,David Warren Denenberg
N00028551,Neil Evangelista
N00027971,Bill Wood
N00025348,Al Warner
N00025133,Pauline Dixon
N00029816,John Martin
N00025396,Ed Oliveros
N00025729,Terry Johnson
N00007665,Neil Abercrombie
N00029160,Stephen L Black
N00025478,David E Bahr
N00013773,George Marion Ducworth
N00030059,Robert C Oaks
N00030178,Stephen Camp
N00025154,Vivian M Viloria-Fisher
N00029282,Antoinette (Toni) M Gilhooley
N00025621,Travis Souza
N00025803,Arne Mattsson
N00032018,Sheila Dow-Ford
N00030811,Rex Rice
N00030654,Vaughn L. Ward
N00030782,Paul C. McKain
N00029520,Richard Pryce Matthews
N00025498,Donald M Deichman
N00025543,David Crawford
N00016319,Egbert Lawrence Davis III
N00031541,David John Bannen
N00033957,Sam Rohrer
N00028684,Stephen Williams
N00031633,Edward Potosnak III
N00027829,Gabrielle Giffords
N00024788,Will L McGinnis III
N00024791,Paul Eugene Welch
N00025844,Ray Tricomo
N00033234,Mike Clark
N00033600,Tammy Hall
N00033448,John D. Vernon
N00006072,Craig Eric Sharp
N00013829,Robert J Dunfey Jr
N00032972,Lissa Squiers
N00013805,David Walters
N00003272,Ken Bonnell
N00026107,James K Bollinger
N00026108,Eric Leland Creviston
N00036133,Jim Sherow
N00002659,Darwin Carter
N00035605,Brian Ellis
N00035479,Eugene Yu
N00036104,John Valdivia
N00026118,Billy (Shoes) Smith
N00026122,Al Bartell
N00035854,Curt Clawson
N00026124,Jerri Simmons-Asmussen
N00035996,Stuart Gourd
N00035339,Kevin Strouse
N00026129,Thomas Christian Devor
N00026125,Leonard Dennis Talbow
N00026126,Richard Peterson
N00026127,John Henry Nuerenberg
N00026128,Steven Morrison
N00026131,Daniel L Snow
N00026123,Dewey R Broughman
N00035245,Peter McCoy
N00026134,Julia Penelope
N00026137,Thomas Flournoy
N00026138,Danney Ball
N00026140,Krikor Gostigian
N00036008,David Norman
N00026147,Sal Mohamed
N00026149,Martin Sheen
N00026155,Melissa Helmbrecht
N00028026,Steve Waterworth
N00028923,Patrick McGonegal
N00028924,Jim McCoy
N00028926,William Satterwhite
N00028927,Peter Kuhnert
N00028928,Bennie Kyle
N00028930,Emperor Caesar
N00028932,Tony W Vintinner
N00028934,Edward Allan Buck
N00035764,John Foust
N00028936,Michael A Beardsley
N00028938,Vincent E Martinez
N00009301,Laura Garza
N00028952,Loren Collins
N00028945,Ned W Lauver
N00028951,Michael Todd
N00028948,John Taylor Bowles
N00028949,Deshon Pocter
N00028950,Joe Honeychurch
N00028982,Walter Donald Kennedy
N00011488,Johnny Ford
N00011489,Donald G Holmes
N00011478,Clare L Berryhill
N00011628,Harwood (Woody) Koppel
N00026285,Patrick John McNamara
N00000468,Linda Abromson
N00027637,Kathy McCarrell
N00007823,Jennifer Dunn
N00012433,Robert Lee Zimmerman
N00011746,Mark Alan Siegel
N00006529,Rebecca Vigil-Giron
N00012455,Lynn Osborn Simons
N00000100,David M Sibley
N00004760,Dennis Michael Temple
N00003871,Tom Sprague
N00010779,William Bevis Schock
N00002446,Frank Gilbert
N00029401,Jason Call
N00002166,Lewis R (Lew) Sheckler
N00007830,Michael Eric Campbell
N00005811,Sylvia R Garcia
N00004599,Jack Dalrymple
N00006097,Terrence M Considine
N00027479,Charles Pineda
N00011440,Brian Theadore Stewart
N00005063,Geri Rothman-Serot
N00000619,Susan E Johnson
N00027480,Bruce Stevens
N00009393,Kevin Joseph Keogh
N00009379,Michael John Barrett
N00009529,Shawn Mary Vallery
N00010017,Michael Charles Crowley
N00009532,Allen Schulman Jr
N00005553,John Randall Clark
N00027481,Gale Morgan
N00004326,David J Schall
N00027482,Leonard Padilla
N00000247,Mildred Fay Jefferson
N00027483,Mark Edwin Layfield
N00004655,Alan W Mikkelsen
N00008987,David C Wilhelm
N00008737,Celeste Benitez
N00008791,Fred D Thornberry
N00008741,Gordon C Mulligan
N00027486,Deborah Ortiz
N00008045,Gisele Stavert
N00008916,Tommy Thompson
N00036990,Boyce Adams
N00008906,Elvena E Lloyd-Duffie
N00028977,James H McCall
N00027519,Savas J Karas
N00027520,Bill Russell
N00027521,Howard L Wilson
N00036991,Joseline Pena-Melnyk
N00027531,Arnold Matthew Jones
N00027532,Leonard A Clark
N00037187,Dereck Davis
N00027507,Patrick Michael O'Brien
N00027539,Angus Louis Praught
N00036926,Sam Adcock
N00027560,John Clinton Wilkes
N00027578,Jim Kreider
N00027584,Steve Austin
N00027587,Douglas E Mink
N00027588,Jeff Morgan
N00027589,Arthur Stanley Katz
N00027591,Scott Burton
N00027596,Byron Douglas Miller
N00027597,John Farmer
N00013333,Steven D Dotson
N00013496,Winona Laduke
N00027610,Peter Michael Sullivan
N00027612,James John Parker
N00007068,Mary Bono
N00012559,Harold (Hal) Turner
N00027659,James E Constable Jr
N00027672,Floyd Ray Frazier
N00027767,WL Swarts
N00026935,Tom Schedler
N00026596,Ned Doucet
N00012827,Jim Scileppi
N00027687,Jonathon The Impaler Sharkey
N00027688,Omar Jones Monahan
N00027698,John G Hritz
N00027700,Steve Urquhart
N00027705,Michael Isaac
N00013839,Jo Ellen Carson
N00013801,Kaileigh Alexis Tara
N00027710,Bentley Nettles
N00027718,Armand Edward Legare
N00027720,Guy Edward Mailly
N00027721,Bea Foster
N00027722,Tom Pallow
N00027723,David Roland Crouch
N00027724,Scott Maccabe
N00027725,Marsha A Morris
N00027726,Marshall Samuel Sanders
N00027727,Edward A Suppe
N00027728,Bea Tiritilli
N00027735,Frederick A Taylor Jr
N00027752,Don Ritchie
N00027773,Daniel Christopher Wetherbee
N00027802,David Lee Lynch
N00027790,Elsie Patricia Mynatt
N00025091,Frank Coates
N00025289,Vickie L McCall
N00027815,Barry Woody Woods
N00027818,Johns Wallace Stevenson
