id,candidate_name
N00005563,James Craig Dodd
N00012206,Frank A Cristaudo
N00003566,Martin R Hoke
N00006511,Albert A Hale
N00012160,Jeffrey Vance Hutter
N00001712,Walter E Fauntroy
N00002444,Ben Frasier
N00004820,Gilbert S Marchman
N00001280,Douglas Walter Drazen
N00012205,Stephen T Gregg
N00006164,Josephine Heath
N00009978,Randy Button
N00001671,Samuel B Dr Hoff
N00000799,Frank Herbert
N00002152,A J (Tony) Zevgolis
N00002417,Liz J Patterson
N00012094,Samuel (Mark) Vanderbilt
N00000928,Bill Green
N00002825,Larry Smith
N00007849,Brock Adams
N00005333,Lowell Lynn Fisher
N00003564,Edward F Feighan
N00001062,Bernadette Castro
N00006601,Martin Renben Bector
N00003154,Harlan Mathews
N00001820,Mark R Frazer
N00002426,Thomas F Hartnett
N00006923,William Barclay Allen
N00000109,James M Shannon
N00012042,Hulbert Henrique James
N00007331,Dixon Arnett
N00001652,S B Woo
N00011678,Steven Lester Royal
N00010188,Robert J Monahan Jr
N00007502,Gary A Condit
N00002140,Owen B Pickett
N00002176,Stephen Hardin Fast
N00009179,Joan T Jugloff
N00012263,Philip Norman Bredesen
N00002971,Brad Baker
N00009258,J Wayne Allen
N00003017,Claude Harris Jr
N00003680,Cooper Snyder
N00007196,Kate Squires
N00001420,Cyril E Sagan
N00005452,Dennis D Scott
N00006771,Blase Bonpane
N00002779,Mario F Rivera
N00004461,Mary Jane Rachner
N00011554,Michael Patrick Lawlor
N00011888,Pete Johnson
N00000124,Stanley Wesley (Stan) Warner
N00005884,Gene Fontenot
N00012085,Karl Everett Krueger
N00006403,Sam Coppersmith
N00002992,Howard G Hawk
N00006374,Tom Draschil
N00002191,Sam Cravotta
N00003419,Ann Elizabeth Ross
N00007234,Martin Stone
N00007882,Paul D Asmus
N00004380,Donald F Carrig
N00001646,James J Gallen
N00001208,William P McMillen
N00007980,Rick Locke
N00003992,Travis M Reeds
N00005625,Danny Williams
N00005231,Ed Eilert
N00001094,Eric Rivers
N00005664,Lisa Hembry
N00005847,John Richard Skone-Palmer
N00003431,Jay L Whitehead
N00001068,Thomas J Manton
N00005119,Karen McCarthy
N00005669,Douglas Alan Jones
N00006152,Timothy M Sandos
N00004549,Cathleen Bollar
N00004375,Richard J Phelps
N00009776,Gary (Bats) Pelphrey
N00002267,Jonathan Stuart Williams
N00003181,Anne Breier Pope
N00005765,Thomas George Hall Jr
N00007576,Sandra R Smoley
N00002127,Jacqueline G Epps
N00007084,Robert (Bob) Conaway
N00000431,John Rauh
N00006012,Jim Deats
N00004415,Matthew Alfred Gunderson
N00006163,David E Skaggs
N00000975,Tyrone G Butler
N00004049,Judith Miller
N00005888,Thomas Anselin Reed
N00004141,Jim Berryman
N00002418,Launeil (Neil) Sanders
N00005692,Richard Matthew Stokley
N00004389,Charles H Dettman
N00007828,Gary A Nelson
N00003046,Hugh McInnish
N00006135,William F Eggert
N00001391,Mike McCormick
N00005957,Lauro A Bustamante
N00001648,Fred Levering
N00005693,John Bryant
N00001196,Nora Bredes
N00006038,Renato A Cuellar
N00006195,Gilbert E Romero
N00006892,Rich Sybert
N00006323,Arly H Pedersen
N00004688,Raymond W Stalker
N00006357,James W McConkie
N00002570,Comer Yates
N00003460,Dennis L Null
N00005339,George Preston Remmenga
N00003957,Donald J Lobsinger
N00003898,Richard L McConnell
N00003801,John Hiler
N00000176,Kevin O'Sullivan
N00003432,Wasley S Krogdahl
N00000691,Leonard R Sendelsky
N00006283,Dirk Kempthorne
N00005200,Mel Hancock
N00007156,Robert William Gottier
N00005271,Jill Docking
N00000160,Christopher Joseph Hodgkins
N00001741,Jerry B Watson Jr
N00005987,Patrick A Mason
N00000661,Herb Klein
N00002394,Maggie Palmer Lauterer
N00003792,Heather Anne Harder Dr
N00004523,Jerry Shuster
N00002146,Herbert H Bateman
N00004648,Pat Williams
N00001938,E Robert Zarwell
N00006766,Roger Allen Young
N00001631,Robert S Yorczyk
N00003734,Michael Azinger
N00012738,James S Campbell
N00005449,Stephen J Copley
N00005484,Edgar Scott Ferguson
N00012517,Susan J Myshka
N00013086,Michael Daniel Stedem
N00012669,Corrogan R Vaughn
N00002210,Beth Taylor
N00013157,Gregory T Guy
N00007569,Edward E Gorre
N00009637,C L (Butch) Otter
N00013217,Michael D (Oz) Osborne
N00012927,Kevin Lawrence McKeigue
N00012750,Joseph F Osbaldeston
N00012872,Micheal Carlton Miller Sr
N00012656,Ed Schrock
N00007679,Manuel Q Cruz
N00012940,Kathleen A Gaylord
N00009657,Monica Monica
N00001504,James P Connors
N00001374,Craig C Stephens
N00001541,Jon D Fox
N00002199,Joseph Whelan
N00004362,Nicolas Andrew Furman
N00004267,Philip Kay Ferren
N00009958,Edward Sawyer Flanagan
N00013497,Brian M Brown
N00000220,Paul McCarthy
N00009685,Steven Andrew Farkas
N00004259,David Osterberg
N00012566,Christopher B Reilly
N00007392,Valerie Janlois
N00012892,Angela Maria Burks
N00001446,Harris Wofford
N00007527,Jim Hennefer
N00005051,George H III Walker
N00000923,George Aaron Hirsch
N00007005,John Wallner
N00003015,Bill Cabaniss
N00006685,Zev Yaroslavsky
N00005900,Humberto J Garza
N00001947,Herman J Hannan
N00010880,Nancy Harrigan
N00000345,Charles Herbert Gifford III
N00005841,Larry Curtis Washburn
N00004736,Shawn Collins
N00005342,Merlyn Carlson
N00007846,Don Bonker
N00000998,Fernando J Oliver
N00027130,Dave Ross
N00004406,Paul Russell Sacia
N00004185,Michael McElroy
N00002850,Richard A Stephens
N00001636,Samuel C Stretton
N00011097,Raymond R Powell
N00003497,Bob Fitrakis
N00010906,Joan F Axinn
N00004904,Sheila A Smith
N00005259,Bob Whittaker
N00002719,Andrew E (Andy) Johnson
N00007614,John William Pieper James
N00002412,William Parker Kreml
N00010289,James Lewis
N00002738,Bill Grant
N00007731,Al Ritter
N00010713,Gerald D Schuster
N00011078,Robert E Swede Lee
N00002177,Marianne Richardson Brewster
N00006437,I Pulleverdown
N00007771,Irva Gene Blake
N00010933,Ted Janowski
N00004180,Geraldine Greene
N00002843,Donald Marvin Jones
N00007825,George O Tamblyn
N00006200,Carlos Lucero
N00005560,Glenn English
N00007563,Gene Smith
N00002575,Paul R Stabler
N00001718,Donald Melvin Temple
N00005474,Julia Hughes Jones
N00011118,Jerry Crouch
N00010763,Lisa J Niebauer-Stall
N00001289,Kevin Patrick Gaughan
N00005993,Jay Kimbrough
N00004314,Terrance L Pitts
N00010946,Jim Berns
N00005144,Louie Anthony Ferro Jr
N00001037,Pegi Kempner
N00010422,James Scott Todhunter
N00002760,Earl Hutto
N00007142,Richard H Robinson
N00001242,Morrison John Hosley Jr
N00001274,Stephen Burke
N00007306,Talleyrand Leroy Cloud
N00001893,Asa James Beck
N00010493,Harry B Keller
N00011431,Thomas D Ii Ledgerwood
N00000737,Frank R Lucus
N00007333,Michael C Maibach
N00007680,Vicente C Pangelinan
N00001236,Laurance  (Larry) Rockefeller
N00007603,Michael L Crozier
N00003002,Ray F Robbins II
N00002999,Sam E Taylor
N00010812,Willie D Riddick
N00006841,Jesse A Moorman
N00007654,George L Berish
N00005032,Gerald R Ortbals
N00007428,Wendell H Williams
N00005366,Ben Bagert
N00000310,Michael Kelly Crossen
N00010698,Christopher Eric Bouchat
N00000511,Jonathan Kingsbury Carter
N00001675,M Jane Brady
N00004681,Kathleen M Sullivan
N00006486,Jim Kolbe
N00028111,Julian Bolton
N00038442,Frank Spampinato
N00025562,David E Tidwell
N00025324,Matt Throckmorton
N00009673,Francis E Flotron
N00012560,Jon Porter
N00025591,Lorna Virgili
N00024938,Craig Lyons Schelske
N00024863,John Redwine
N00026909,Tom Gallagher
N00037400,Andrea Zopp
N00013113,Lisa L Lutz
N00033652,Delinda Morgan
N00027607,Zane Rene Lawhorn
N00025618,Janet Robert
N00025598,Joseph F Ada
N00026275,Mark Risley
N00027926,John Paul Foreman
N00026502,Jeff Ketelson
N00009745,Darrell Clements
N00012670,Jerry R Janezich
N00029112,Laura Richardson
N00012615,Rodolfo Gomez Favila
N00035297,Val Arkoosh
N00013154,Walter Henry Schwab Jr
N00035737,Philip Berger
N00035309,Douglas Enyart
N00036779,Miguel Hernandez Vivoni
N00012782,John Coffey
N00025397,Mark Allen Crockett
N00025809,Frank Stoppenbach
N00026307,Nicholas George Demas
N00025286,Tyrone Cass Ross
N00033435,David Jon Sponheim
N00025194,Flynn James Adcock
N00025084,David R Hernandez
N00009743,Mark Greene
N00009933,Carla Howell
N00037047,Walter Zinn Jr
N00035707,Jeff Gorell
N00033406,David I Weprin
N00012857,David F Nolan
N00028040,Patricia Godchaux
N00036147,Susan Grettenberger
N00027969,Thomas O'Donoghue
N00027624,Michael D Protack
N00027711,Juan Jose Ayala
N00002283,John Edwards
N00035845,Nelson Rimensnyder
N00037291,Eric Kingson
N00027739,John H Konop
N00000324,John H Chafee
N00028759,Albert Uresti
N00027959,Ameer Omar
N00012789,Rodney Geer
N00037516,Joseph Dunn
N00035322,George Brikho
N00038343,Valma Kittington
N00035897,Nancy Hoyt
N00013809,Michael Carl Hathorn
N00013772,James S Klauber
N00028223,Alina Valdes
N00025269,Alfred W Taubenberger
N00033901,Ethan Wingfield
N00037437,Mary Thomas
N00027594,Patrick J Murphy
N00012606,Ed Bernstein
N00026627,Patrick McHenry
N00035531,Evan Jenkins
N00034485,Michael Dacquisto
N00036398,Walter Lawrence Gaughan
N00031383,"Deirdre ""Dk"" Hirner"
N00031230,Wink Hartman
N00031496,Teri Newman
N00036406,Estakio Beltran
N00032051,Jesse Holland
N00025369,Chris Pringle
N00031041,Curt Price
N00030738,Phillip J. Brutus
N00035595,Weldon Russell
N00034350,Eric Klingemann
N00031837,Steven John Wilson
N00034785,Wanda Rohl
N00034502,Bob Montigel
N00022270,Buddy Roemer
N00026756,Ray Bly
N00034091,Mike Rodrigues
N00032847,Gary Johnson
N00033108,Joanne Dowdell
N00033326,Darrell Hykes
N00007307,John Anthony Estrada
N00031305,Patricia Evans Mokolo
N00033215,Chris Coutu
N00030822,Neil L. Durrance
N00034157,Bonnie Girard
N00036068,David Wamsley
N00035999,Wesley Reed
N00035704,Wilson Farrar
N00032609,B. Thomas Marking
N00035475,Randy Baumgardner
N00031117,Louis Douglass Huddleston
N00030837,"William Ejner Johnson, Jr"
N00032475,Paul Mayhue
N00033100,Ilya Sheyman
N00027810,Barry Welsh
N00034394,Jason Kendall
N00036258,Bernard Fontaine
N00031714,Mitchell Howie
N00032588,Glenn A. Wilson
N00035593,Vance McAllister
N00003534,Norbert G Dennerll Jr
N00035513,Vic Meyers
N00033549,Mark Pocan
N00031862,Beth Anne Rankin
N00031592,Edward M. Gonzalez
N00035514,Rick Ward
N00033921,Barbara J. Carlson
N00035574,Nick Zoller
N00031442,Bob Lang
N00034021,Julius Anthony Melendez
N00036403,Dan Newhouse
N00033456,Jerry Tetalman
N00026087,John R. Kuhl Jr
N00028686,Michael James Cavlan
N00031115,Chad Edward Larkins
N00033419,Michael Truncale
N00034334,Richard Speer
N00031861,Glenn Gallas
N00031101,Joel Pollak
N00035417,Bryan Smith
N00030098,Bennion L Spencer
N00035314,Daylin Leach
N00030163,Steve Marks
N00033724,David Sanchez
N00013820,Chris Van Hollen
N00032226,Wesley Martin Mullen
N00035555,Gary Kiehne
N00035412,Anesa Kajtazovic
N00026161,Roger Hines
N00036447,James Brown
N00005312,Steven M Kupka
N00025421,Judy McCain Belk
N00024782,Michael Cloud
N00027680,Charles Edward Thompson
N00027896,Michael E Gilb
N00003481,Richard A Herron
N00026710,Kenny Marchant
N00028329,Alexa Jeannette Lewis
N00038431,Alvin Thornton
N00024974,Bryan Lane Hartke
N00006292,Daniel Everett Williams
N00030801,Frank Guinta
N00037596,Angela Demaree
N00003556,C River Smith
N00026247,Herman Cain
N00036755,Amanda Curtis
N00037052,David L Calone
N00026706,Erik Saenz
N00025379,Felicia Gross
N00006981,Brian Phillip Bilbray
N00025052,Sergio L Martinez
N00025845,William Howard Taft McGaughey Jr
N00013787,Lois Combs Weinberg
N00025326,Graham Boyd
N00008020,Georgianna Lincoln
N00025726,Tom Jeffery Cole
N00028621,Jeffrey Russell
N00009647,Jeffrey Mark Linder
N00037553,Jonathan Swinton
N00025501,Donald Norwood Chamberlain
N00009593,David R Eshleman
N00013784,Bill Salier
N00036989,Michael Flynn
N00035503,Shak Hill
N00025014,Richard Frankhuizen
N00028836,"Lee L Mercer, Jr"
N00025459,John Donaldson Foster
N00036520,Paula Moser-Bartlett
N00028746,Ollie M McClean
N00003649,Robert L Burch
N00035884,Kelly Kultala
N00025242,Pete Tabb
N00027887,Darren J Rigger
N00012745,Charles W Hendrickson
N00002532,Clinton M Day
N00028362,Linnea S Noreen
N00036986,Phil Pavlov
N00028102,Jennifer Stewart
N00005192,E Earl Durnell
N00005608,Kent Pharaoh
N00012937,Peter Jon Abair
N00025736,Suzanne Terrell
N00013253,Robert L Cunningham
N00025180,Mike Greene
N00013788,Blair Hamilton Taylor
N00028631,Brian Moore
N00028041,Sharon Marko
N00027243,"Rufus Holt Craig, Jr"
N00024841,Joann Walthall
N00027671,Jeff Allan Tyberg
N00009607,Robert Backlund
N00025045,Melvin Van Brookshire
N00025356,Ronnie Steine
N00004745,Jerry Weller
N00003987,Thomas Lee Hickey
N00036268,Perry Schuckman
N00011853,Nathaniel J Stampley
N00036486,Gordon Howie
N00026497,David Winters
N00026714,Rebecca Armendariz Klein
N00025018,Jack A Blossman Jr
N00036155,Thomas MacArthur
N00013324,Steve Danner
N00005572,James R Wilson
N00001496,Thomas J McLaughlin
N00012781,Jack M Machek
N00025100,William Odum Richardson
N00013841,Larry William Diedrich
N00036232,Art Moore
N00027493,Michele Bachmann
N00009617,Linda W Chapin
N00028662,Barbara Jean Pryor
N00009654,Phill D Kline
N00028013,David T Harris
N00027821,Victor R McKerlie
N00026317,Alex Alben
N00033749,Glenn Ivey
N00027932,Cynthia Sinatra
N00013745,Donna Jo Warren
N00009578,Lawrence R Wiesner
N00038264,Aryeh Shudofsky
N00012614,Erin Jay Gruwell
N00027632,John Michael Holmes
N00009649,Paul E Perry
N00027877,Mishonda Baldwin
N00025200,Joe Nathan Lester
N00028268,James A Frisella
N00033508,Eric Swalwell
N00009901,William G Horn III
N00026681,Morris Meyer
N00030071,Kurt Schrader
N00013749,Jules Bagneris (D-Ca
N00028070,Ronald V Franklin
N00013276,Thomas A Turner
N00037044,Ed Holliday
N00028563,Steven Warner
N00035223,April Freeman
N00024992,Tim Murphy
N00025147,Larry King
N00009956,Gregory P Hawkins
N00036020,Bill Euille
N00028254,Kim L Clark
N00025722,Peter Crotty
N00033220,Ted Yoho
N00034161,Bruce Shuttleworth
N00027517,Peter Michael O'Malley
N00028732,Robert E Mullock
N00027019,Bob Alexander
N00027625,Richard Ackerman
N00038427,Joan McCarthy Lasonde
N00006808,Rudolph Svornich Jr
N00026661,Virginia Waters Schrader
N00026110,Bryan L Kennedy
N00032398,Brendan E. Finucane Jr
N00001498,Joseph M. McDade
N00033956,Scott Rupert
N00034643,John Arvanites
N00033751,Milad Pooran
N00033388,Andrew G. Palomo
N00032439,Chris Nwasike
N00032331,Raleigh Douglas Herbert
N00033202,Stephen Eisele
N00034436,Harold Pavilack
N00034122,Kathryn Boockvar
N00031750,Jeff Perry
N00031598,John Colbert
N00033909,Deborah B. Harwell
N00007807,Mike Dugan
N00031042,Joseph E. Budd
N00032056,David Malpass
N00033546,Elmo Aycock
N00031815,Elliott Maynard
N00034647,Tim Rusk
N00035005,Gary W. King
N00030752,Jeff Duncan
N00033051,Brandon Orman Rippeon
N00034031,Maureen Yates
N00034799,Ursula E. Rozum
N00030542,Robert Kirk Wasinger
N00034435,Karen Ramsburg
N00029149,Thomas A Casperson
N00033287,Jeff Semon
N00031865,Robert Allen Branch
N00030083,Jane Dyer
N00034634,Cassandra Shober
N00007718,Shirley Gold
N00033642,Tom Engel
N00033399,George Holding
N00030968,Reid Ribble
N00032012,David Madeira
N00032476,John Kupiec
N00031657,John Lingenfelder Jr
N00033135,Mark Levetin
N00030184,Cedric Richmond
N00031731,Bruce O'Donoghue
N00034879,Paul Sidney Elliott
N00034825,Keith Robert Spanarelli
N00034263,Kent Kingsley
N00031446,Cal Cunningham
N00033262,Ian S. Linker
N00032487,Jeffrey T. Lawrence
N00031277,Maurice Ferre
N00033721,Larry M. Smith
N00013875,Michael Joseph Battles
N00034311,Robert Duran
N00031342,Timothy M. Graney
N00034124,Nate Kleinman
N00033868,Eric Stewart
N00031717,Joyce Elliott
N00032567,Dianne Jorden Berryhill
N00024921,Margaret L Workman
N00031194,Elizabeth Emken
N00033934,Joseph F. Galdo
N00031162,Mosheh Thezion
N00030863,Robert Paul Lowry
N00033641,Aleassandro Borgognone
N00034255,Bill Jensen
N00033524,Daniel Wade Bolling
N00034016,Byron Donalds
N00031443,Daniel W. McAndrew
N00033951,Bob (Robert Moulton- Ely
N00031247,Surya Yalamanchili
N00033998,Bob Dutton
N00031135,Corey D. O'Brien
N00033403,Janice E. Arnold-Jones
N00034480,Blanca Guerra
N00028859,Larry Kissell
N00032391,Ken Glasson
N00034297,Nikolay N. Bey
N00032280,Pat Miles
N00034533,Ernesto Cullari
N00033445,David H. Dewhurst
N00033375,Ronald Calderon
N00033596,Wayne Winsley
N00031113,Bob Parker
N00002836,Ben Graber
N00001645,Gus Yatron
N00032090,John Anderson
N00034680,Fred Costello
N00001577,Larry G Murphy
N00032132,Raphael Herman
N00030562,Josue Larose
N00001411,Paul T Adametz
N00001432,Patrick C Cornway
N00027526,Jean Schmidt
N00034869,Debra Chesnut
N00031477,Liz Carter
N00033980,Nomiki Konst
N00033632,Bette B. Grande
N00033593,Christopher D. Meek
N00031227,Larry Bucshon
N00029973,Joseph B Visconti
N00033911,Gloria Bromell Tinubu
N00034041,Thomas Massie
N00033758,Michael Scala
N00032598,Wes Sonner
N00033093,James Kenneth Johnson
N00012471,Donne E. Trotter
N00032230,Dean A. Black
N00031970,Billy Yow
N00034459,Carol Ann Marusiak
N00033397,Cobby M. Williams
N00026335,Daniel Webster
N00001538,Robert J McMonagle
N00024839,Paige Kreegel
N00028715,Gloria Williams Hearn
N00026678,Jim Nickerson
N00029553,Mahdi Ibn Ziyad
N00030410,Brian Alan White
N00030145,William Redpath
N00025183,Candice Brown McElyea
N00008669,Nancy A Naples
N00029465,Theodore Terbo Terbolizard
N00026230,Gonzalo Manalo Policarpio
N00029376,Jimmy D Lee
N00029302,Andrew Rice
N00027100,Wevley William Shea
N00024879,Mark A Augusti
N00027219,Robert J Johnson
N00026414,Norm Hill
N00029805,Donald Neal Thompson
N00004657,Bradley S Johnson
N00013869,Michael E Sodrel
N00027648,Gretchen Clearwater
N00027478,Lorenzo Sadun
N00027662,Chuck Blasdel
N00025520,Matt Kinnaman
N00027880,James Marcinkowski
N00026276,Sarah Reyes
N00025055,Tim Riley
N00025274,Chuck McCarthy Jr
N00028599,Tony Barr
N00028647,Robert E Kozak
N00027269,Michael Jaliman
N00029508,O'Kane Sean
N00026373,Damian Thorman
N00026340,Lisa Quigley
N00027075,Karen Saull
N00008730,Thomas Patrick Burke
N00013416,John Mitchel
N00026055,Daniel W Hynes
N00003607,Eric D Fingerhut
N00006060,Charles W Stenholm
N00027070,Dorthea M (Dottie) Leclair
N00026752,Nadine Thomas
N00026410,Larry E Klayman
N00030291,Christine E Webb
N00024827,Stavros J Mendros
N00025625,Anton Srdanovic
N00026528,Victor David Elizalde
N00024920,Carroll G Robinson
N00027153,Robert K Jereski
N00001359,David B Fawcett
N00029904,Herbert J Hoffman
N00026159,Joe Simonetta
N00029737,Derek A Walker
N00026305,Sue Helm
N00024998,Donald R Gessner
N00026845,Dean Henderson
N00026141,Robert Clark
N00026616,Jason D Seagraves
N00027181,Michael Lee Rogers
N00026241,Melissa Joy Martin
N00025166,Raymond A Warren
N00029543,Michael David Garman
N00006620,Esther Ruth Quisenberry
N00027025,Jo Ann Karll
N00027279,Paul David Jenkins
N00029651,Theodore Hayes Jr
N00029375,Tim Baldermann
N00026454,Arthur Barton
N00007694,Walter F (Walt) Brown
N00002437,Joe Innella
N00026728,Matthew Allen Mueda
N00025896,Kimo Kaloi
N00029132,Ray Torres Sanchez
N00026771,Bill Dunn
N00002453,Maurice T Raiford
N00026381,Jeff Steinborn
N00026274,Rico Oller
N00026619,Jeff Parnell
N00027652,Coleen Rowley
N00004128,Joe Schwarz
N00029658,James Joseph (Jay) Mcgovern
N00008745,Faye Walters
N00029260,Ann Kirkpatrick
N00029572,James Peter Trakas
N00026119,Charlie Rodriguez
N00007562,Howard Beeman
N00029586,Michael Peter Skelly
N00026725,Dirk Armburst
N00001425,Judith M Lynch
N00000235,Gerry E Studds
N00000856,Ruth Katz
N00003450,Walter (Doc) Blevins
N00000178,David J Lionett
N00007261,Trice Harvey
N00000645,Brook Johnson
N00000279,Susan C Gallagher
N00004780,James E Davis
N00003807,John Larson
N00008137,Jim Lightfoot
N00001172,Thomas J Downey
N00005412,Robert I Thompson III
N00006949,Matthew G Martinez
N00008130,Dick Lane
N00005206,James R Fossard
N00007710,Elizabeth Furse
N00007762,Loren W Collins
N00006638,Lois Jeanne Avery
N00004964,Mark Baker
N00003092,Henry Sanders
N00009047,Jeffrey K Lewis
N00002813,Barry Wayne Childs
N00006396,Truman Spangrud
N00004056,Alice L Gilbert
N00002649,Homer Marion (Buddy) Deloach
N00004116,Joel Irving Ferguson
N00004578,Rick Weiland
N00008013,John S Devens
N00002995,Cliff Walker
N00007845,Kenneth Edward Yeager
N00007681,Robert A Underwood
N00006344,David J Harmer
N00002119,Mary F Sinclair
N00001015,Guy T Parisi
N00005641,David Lee Corley
N00006090,Bernard Edward Engel
N00004690,Peter G Fitzgerald
N00000225,Nicholas Mavroules
N00006669,Leticia Quezada
N00006457,Michael F Meyer
N00007116,Paul Anson Hurst
N00002571,James Edward Harris Jr
N00000495,James Fraser Mitchell
N00004785,William A O'Connor
N00002019,Galen Ronald Clagett
N00003211,George Njezic
N00009337,Clem Balanoff
N00000320,Nancy J Mayer
N00002077,Kyle Eugene McSlarrow
N00007296,Charles Pashayan Jr
N00006968,Valerie Romero
N00004777,Harry C Lepinske
N00000164,Gregory L Morgan
N00005786,Jim Broyles
N00000514,Douglas M Costle
N00006609,Ted L Gunderson
N00002817,Edward L Stillie
N00003030,T Thomas Franklin Harris Jr
N00005328,Gerry Finnegan
N00003748,Michael M Harmless
N00007932,Jolene Unsoeld
N00003886,John Lee Smith
N00001860,Roger Lesser
N00005709,Phil Gramm
N00006255,Bob Schuster
N00001959,William J Frank
N00002133,A George Sweet III
N00004897,Michael Patrick Flanagan
N00006351,Douglas Delano Anderson
N00005643,LeEarl Ann Bryant
N00008853,Gary A Reams
N00004997,Glenn Poshard
N00004975,Bill Owens
N00001423,William F Clinger
N00006602,Bob Coffin
N00007546,Tim LeFever
N00006630,Pat Clary
N00003005,Natalie M Davis
N00006797,William Stanley Glazewski
N00005186,Jim Thomas
N00002707,Vaughn S Forrest
N00003751,Richard Allen Thompson
N00000492,Sean Faircloth
N00002731,James William Grant
N00002085,Dennis Leon Bybee
N00000823,John Leonardi
N00001845,Donald Devine
N00002589,Ronald David Slotin
N00006431,Linda Rawles
N00006054,Mark Desmond Harmon
N00002501,Nelson Michael Barnhouse
N00005898,Hardy Adonn Stone
N00003221,Rufus Elmer Jones
N00003524,Tom Sharpe
N00001132,Barbara Marlene Clark
N00001695,George Bush
N00008058,Frankie L Taylor
N00007742,Bill Witt
N00006261,Mary J Charbonneau
N00002357,Rose Marie Lowry-Townsend
N00005955,Walter Martinez
N00005457,Phillip Wyrick
N00007381,Tom Huening
N00002288,Fred Heineman
N00003075,Gerald Willis
N00002206,Bill E Ruehl
N00004411,Timothy C Bakken
N00000239,Christopher F Gabrieli
N00005304,Patrick Louis Jones
N00004211,Mike Mahaffey
N00001260,Yvonne Rothenberg
N00006570,Tony Scarborough
N00003011,George Harris
N00003937,Susan Heintz
N00003862,Jean Leising
N00006364,Stephen H Beierlein
N00003220,Johnny E Kelly
N00003632,Joyce George
N00002833,Beverly (Bev) Kennedy
N00005776,Janet Carroll Richardson
N00003234,Greg Voehringer
N00006819,Rick Zbur
N00002419,Glenn Gilbert Reese
N00006257,George Robert Wallace
N00001527,John P Murray
N00005615,Walter Lenn Robert
N00004548,Gary B Revier
N00000465,James B Longley Jr
N00000670,Mike Buoncristiano
N00000161,Jane Swift
N00000618,Richard C Green
N00006555,Carol Cloer
N00008057,Susan Grimes Munsell
N00002112,George C Landrith III
N00005459,Patrick Henry Hays
N00007490,Jerry T Estruth
N00003313,Marshall Bennett
N00007606,Gene Douglass
N00001751,Max Cleland
N00001299,David A Franczyk
N00002192,Greg Morris
N00006577,E Shirley Baca
N00001224,Joel Kovel
N00005086,Steven R Carroll
N00004094,Spencer Abraham
N00007430,Greg Harper
N00001324,Richard A Kaplan
N00004042,James B Nicholson
N00006000,E (Kika) De la garza
N00003010,Mary Lynn Bates
N00001306,Thomas M Fricano
N00004866,Wilner J Jackson
N00006093,Kevin Swanson
N00006648,Ralph Wesley Stephens
N00002700,Newell O'Brien
N00005501,Boyce Ray Davis
N00004856,Bill Lipinski
N00002557,Sunny Warren
N00008970,Sid McDonald
N00002259,David Grier Martin Jr
N00001381,Richard C Walker
N00002683,Wilbur Thomas III Gamble
N00005962,L Richard Garcia
N00003191,Kay C Smith
N00007539,Mike Huckabee
N00006096,Henry L Strauss
N00005610,Isabel K Baker
N00005852,Jerry Ray Hall
N00000621,Lawrence J Denardis
N00000776,Joseph D Youssouf
N00010173,Michael P Kelly
N00002333,Don Reid
N00001511,Frank Harrison
N00000449,Neil Rolde
N00009189,Devvy Kidd
N00004457,Douglas Dale McFarland
N00011603,Gregory Strahl Reising
N00003525,Michael J Craig
N00003120,Gregory R Cochran
N00010224,William J Sheridan
N00003702,Kenneth Ray Callis
N00006707,Oscar C Valdes
N00012079,James Francis Cole
N00005932,William A Foster III
N00011674,Marvin Ray Jones
N00012103,David A Linn
N00005203,Bill Johnson
N00004241,Fred Grandy
N00005862,Eugene Yuh-Jen Hsiao
N00011476,Cliff Burris
N00012045,James H Scheuer
N00003672,Sally R Southard
N00002783,Buddy MacKay
N00003940,Kirk Walsh
N00004953,Pete Fields
N00004065,Keith Muxlow
N00005132,E Thomas Coleman
N00007168,Chung H Nguyen
N00006092,Benjamin R Loye
N00005825,Robert Wayne Musemeche
N00004233,Donald B Redfern
N00004076,William Thomas Anderson
N00003745,Eddie Kaye Traylor
N00009271,Cathy Kipp
N00002409,Henry Dargan McMaster
N00003358,Sheila A Smith
N00002430,Robert William Harrell
N00002251,Robert Morgan
N00005865,Cynthia Newman
N00005359,Quentin D Dastugue
N00006025,Lottie Bolling Hancock
N00004115,Howard Wolpe
N00010117,Ellis Stuart Rubin
N00000137,Edgar de L'Isle Ross
N00011787,Willis W Berry Jr
N00003901,Leslie Curtis Shively
N00012284,Robert Lester Weinberg
N00006986,Mary Alice Acevedo
N00009317,Lawrence J Lauters
N00005594,Joan Hastings
N00004882,Gus Savage
N00001784,Pat Danner
N00002289,John H Carrington
N00010263,Bernard J Dwyer
N00000446,W Douglas Scamman Jr
N00011928,David Mark Smick
N00006063,W E Pete Snelson
N00010127,Cindy Resnick
N00004080,William Philip Koelsch
N00002582,James W Tibbs
N00011915,Michael J Norton
N00004755,Marty Russo
N00009979,Eddie Patterson
N00000139,Antonio J Colorado-Laguna
N00006843,Edward R Roybal
N00003175,Kenneth J Meyer
N00002663,Robert Bayne Stone
N00005725,Dennis Henry Boerner
N00001185,Lawrence Alan Gottfried
N00005770,William Alton Parish
N00007339,Ray Stutts Morton
N00003634,Michael R Antonoff
N00005496,Berta L Seitz
N00006001,James D III Selman
N00011645,Thomas M Trzybinski
