cycle,senate,won,raised_total_1M,Dem,Other,Repub,state_rank
2012,0,0,0.0,1,0,0,35
2012,0,0,0.0,1,0,0,35
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,1,0,0,35
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,1,0,0,16
2012,0,0,0.0,1,0,0,16
2012,0,0,0.0,0,0,1,16
2012,0,0,0.0,0,0,1,16
2012,0,0,0.0,0,0,1,16
2012,0,0,0.0,1,0,0,16
2012,0,0,0.0,0,0,1,16
2012,0,0,0.0,1,0,0,13
2012,0,0,0.0,0,0,1,7
2012,0,0,0.0,0,1,0,43
2012,0,0,0.0,1,0,0,30
2012,0,0,0.0,0,0,1,29
2012,0,0,0.0,0,0,1,29
2012,0,0,0.0,1,0,0,30
2012,0,0,0.0,0,0,1,29
2012,0,0,0.0,0,0,1,29
2012,0,0,0.0,1,0,0,30
2012,0,0,0.0,1,0,0,30
2012,0,0,0.0,1,0,0,30
2012,0,0,0.0,0,0,1,30
2012,0,0,0.0,1,0,0,30
2012,0,0,0.0,0,0,1,30
2012,0,0,0.0,1,0,0,30
2012,0,0,0.0,0,0,1,30
2012,0,0,0.0,0,1,0,9
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,1,0,0,40
2012,0,0,0.0,0,0,1,40
2012,0,0,0.0,0,1,0,28
2012,0,0,0.0,0,0,1,6
2012,0,0,0.0,1,0,0,45
2012,0,0,0.0,0,0,1,48
2012,0,0,0.0,0,0,1,48
2012,0,0,0.0,0,0,1,5
2012,0,0,0.0,1,0,0,5
2012,0,0,0.0,0,1,0,5
2012,0,0,0.0,0,1,0,5
2012,0,0,0.0,1,0,0,5
2012,0,0,0.0,0,0,1,5
2012,0,0,0.0,0,0,1,5
2012,0,0,0.0,0,1,0,26
2012,0,0,0.0,0,1,0,19
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,0,0,1,27
2012,0,0,0.0,0,0,1,30
2012,0,0,0.0,1,0,0,37
2012,0,0,0.0,1,0,0,37
2012,0,0,0.0,0,0,1,37
2000,0,0,0.000328,0,0,1,15
2000,0,0,0.001,0,1,0,34
2000,0,0,0.000252,0,0,1,23
2000,0,0,0.000252,0,0,1,23
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,1,0,0,32
2012,0,0,0.0,1,0,0,15
2012,0,0,0.0,0,0,1,15
2012,0,0,0.0,0,0,1,15
2012,0,0,0.0,0,0,1,15
2012,0,0,0.0,0,1,0,15
2012,0,0,0.0,0,0,1,28
2012,0,0,0.0,0,0,1,28
2012,0,0,0.0,0,0,1,28
2012,0,0,0.0,1,0,0,28
2012,0,0,0.0,0,0,1,28
2012,0,0,0.0,0,0,1,28
2012,0,0,0.0,0,0,1,28
2012,0,0,0.0,0,0,1,28
2012,0,0,0.0,1,0,0,28
2012,0,0,0.0,0,0,1,28
2012,0,0,0.0,1,0,0,28
2012,0,0,0.0,0,0,1,28
2012,0,0,0.0,0,1,0,28
2012,0,0,0.0,0,1,0,46
2000,0,0,0.008997,1,0,0,35
2012,0,0,0.0,0,1,0,46
2012,0,0,0.0,1,0,0,46
2012,0,0,0.0,0,1,0,46
2012,0,0,0.0,1,0,0,46
2012,0,0,0.0,1,0,0,46
2012,0,0,0.0,0,0,1,46
2012,0,0,0.0,0,0,1,5
2000,0,1,0.557862,0,0,1,34
2012,0,0,0.0,1,0,0,10
2012,0,0,0.0,0,0,1,10
2012,0,0,0.0,0,0,1,10
2012,0,0,0.0,0,1,0,10
2012,0,0,0.0,0,0,1,10
2012,0,0,0.0,1,0,0,10
2012,0,0,0.0,1,0,0,10
2012,0,0,0.0,0,0,1,10
2000,0,1,0.793706,0,0,1,9
2000,0,1,0.596342,1,0,0,32
2012,0,0,0.0,0,0,1,30
2012,0,0,0.0,1,0,0,11
2000,0,0,0.000298,1,0,0,35
2002,0,1,0.84458,1,0,0,31
2002,0,1,0.420608,1,0,0,27
2002,0,1,0.843198,1,0,0,3
2012,0,0,0.0,0,0,1,11
2012,0,0,0.0,0,1,0,28
2012,0,0,0.0,0,0,1,22
2012,0,0,0.0,1,0,0,11
2002,0,1,0.814482,0,0,1,23
2012,0,0,0.0,1,0,0,35
2012,0,0,0.0,1,0,0,11
2012,0,0,0.0,0,0,1,11
2012,0,0,0.0,1,0,0,11
2012,0,0,0.0,0,0,1,11
2012,0,0,0.0,1,0,0,5
2012,0,0,0.0,0,0,1,39
2012,0,0,0.0,1,0,0,22
2012,0,0,0.0,1,0,0,11
2012,0,0,0.0,0,1,0,11
2002,0,0,0.000703,0,0,1,35
2002,0,0,0.001451,0,0,1,35
2002,0,0,0.00417,0,0,1,45
2012,0,0,0.0,0,1,0,12
2012,0,0,0.0,1,0,0,15
2004,0,1,2.521347,0,0,1,3
2012,0,0,0.0009,0,0,1,27
2012,0,0,0.001,0,0,1,27
2004,0,1,0.496883,1,0,0,27
2012,0,0,0.0,0,1,0,27
2012,0,0,0.0,0,0,1,48
2012,0,0,0.0,0,0,1,7
2006,0,1,1.017956,1,0,0,31
2006,0,1,1.321878,1,0,0,3
2012,0,0,0.0025,1,0,0,23
2006,0,0,0.227281,1,0,0,35
2012,0,0,0.0,1,0,0,10
2012,0,0,0.0,1,0,0,10
2006,0,0,0.001,0,0,1,35
2012,0,0,0.0,0,0,1,20
2006,0,0,0.0005,0,0,1,30
2008,0,1,0.563355,0,0,1,32
2012,0,0,0.0,1,0,0,30
2008,0,0,3.1e-05,0,0,1,10
2012,0,0,0.0,0,0,1,25
2012,0,0,0.0,0,1,0,22
2008,0,0,0.072925,0,0,1,15
2010,0,1,1.770401,0,0,1,21
2010,0,1,0.86003,0,0,1,32
2010,0,1,3.723255,0,0,1,32
2010,0,0,0.0025,0,0,1,47
2010,0,0,0.001083,0,1,0,12
2012,0,0,0.0,1,0,0,11
2012,0,0,0.0,1,0,0,28
2012,0,0,0.000665,1,0,0,10
2012,0,0,0.0,1,0,0,43
2012,0,0,0.0,0,0,1,35
2012,0,0,0.019405,0,0,1,47
2012,0,1,0.350755,1,0,0,30
2012,0,0,0.0,1,0,0,5
2012,0,0,0.0,0,0,1,23
2012,0,1,0.816849,0,0,1,27
2012,0,0,0.641177,0,0,1,47
2014,0,0,0.008375,1,0,0,21
2012,0,0,0.0,0,1,0,21
2012,0,0,0.00025,0,0,1,35
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,1,0,0,35
2012,0,0,0.0,1,0,0,35
2014,0,0,0.005,1,0,0,30
2012,0,0,0.0,0,0,1,34
2012,0,0,0.0,1,0,0,23
2012,0,0,0.0,1,0,0,43
2012,0,0,0.0,1,0,0,30
2012,0,0,0.0,0,1,0,23
2012,0,0,0.0,0,1,0,10
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,0,1,0,45
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,0,1,0,33
2012,0,0,0.0,0,1,0,29
2012,0,0,0.0,0,0,1,5
2012,0,0,0.0,1,0,0,26
2012,0,0,0.0,0,1,0,24
2012,0,0,0.0,1,0,0,28
2012,0,0,0.0,0,1,0,19
2012,0,0,0.0,0,0,1,5
2012,0,0,0.0,0,1,0,5
2012,0,0,0.0,0,1,0,23
2012,0,0,0.0,0,1,0,5
2000,0,1,0.701206,1,0,0,31
2000,0,0,0.000495,0,0,1,27
2012,0,0,0.0,0,0,1,16
2000,0,0,0.007787,1,0,0,35
2000,0,1,1.489052,0,0,1,16
2000,0,0,0.000252,0,0,1,23
2000,0,1,1.413542,1,0,0,26
2012,0,0,0.0,0,0,1,29
2000,0,0,1.310929,0,0,1,5
2012,0,0,0.0,0,0,1,15
2012,0,0,0.0,0,0,1,15
2012,0,0,0.0,0,1,0,9
2000,0,0,1.471565,0,0,1,30
2012,0,0,0.0,0,0,1,14
2002,0,1,0.517148,0,0,1,35
2012,0,0,0.0,1,0,0,26
2012,0,0,0.0,1,0,0,26
2012,0,0,0.0,1,0,0,26
2012,0,0,0.0,1,0,0,26
2012,0,0,0.0,1,0,0,26
2012,0,0,0.0,0,0,1,26
2002,0,1,0.818639,0,0,1,35
2002,0,1,0.657683,0,0,1,9
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,1,0,0,35
2002,0,0,0.004338,1,0,0,38
2012,0,0,0.0,1,0,0,35
2012,0,0,0.0,1,0,0,35
2002,0,0,0.000502,1,0,0,45
2002,0,0,1.2e-05,0,1,0,35
2002,0,0,0.007323,0,0,1,35
2012,0,0,0.0,0,0,1,35
2002,0,0,0.054897,0,1,0,23
2012,0,0,0.0,1,0,0,30
2002,0,0,2e-06,0,1,0,19
2004,0,0,1.771517,1,0,0,3
2004,0,0,0.003804,0,0,1,29
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,0,1,0,5
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,0,0,1,5
2012,0,0,0.0,0,0,1,29
2012,0,0,0.0,1,0,0,35
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,1,0,0,35
2012,0,0,0.0,1,0,0,29
2012,0,0,0.0,0,0,1,29
2012,0,0,0.0,0,1,0,43
2012,0,0,1.8e-05,0,0,1,30
2012,0,0,0.0,1,0,0,35
2012,0,0,0.0,1,0,0,29
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,1,0,0,30
2012,0,0,0.0,1,0,0,35
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,0,1,0,35
2004,0,0,0.000179,1,0,0,15
2012,0,0,0.0,1,0,0,35
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,1,0,0,35
2012,0,0,0.0,1,0,0,35
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,0,1,0,35
2012,0,0,0.0,0,0,1,32
2012,0,0,0.0,0,1,0,29
2012,0,0,0.0,1,0,0,29
2012,0,0,0.0,1,0,0,43
2012,0,0,0.0,0,1,0,43
2012,0,0,0.0,0,0,1,43
2012,0,0,0.0,0,0,1,43
2012,0,0,0.0,0,1,0,43
2012,0,0,0.0,1,0,0,30
2012,0,0,0.0,1,0,0,30
2012,0,0,0.0,0,0,1,25
2012,0,0,0.0,1,0,0,35
2012,0,0,0.0,0,0,1,35
2012,0,0,0.0,0,0,1,16
2012,0,0,0.0,1,0,0,16
2012,0,0,0.0,0,0,1,39
2012,0,0,0.0,0,0,1,16
2012,0,0,0.0,1,0,0,16
2012,0,0,0.000528,0,0,1,45
2004,0,1,1.282284,0,0,1,27
2012,0,0,0.0,1,0,0,30
2012,0,0,0.0,0,0,1,21
2012,0,0,0.0,1,0,0,30
2012,0,0,0.0,0,0,1,30
2012,0,0,0.0,1,0,0,23
2012,0,0,0.0,0,1,0,48
2012,0,0,0.0,1,0,0,33
2012,0,0,0.0,0,1,0,9
2006,0,1,0.643232,1,0,0,35
2012,0,0,0.0,0,0,1,9
2012,0,0,0.0,0,1,0,9
2012,0,0,0.0,0,1,0,23
2012,0,0,0.0,0,1,0,23
2012,0,0,0.0,0,1,0,47
2012,0,0,0.0,0,1,0,32
2012,0,0,0.0,1,0,0,32
2012,0,0,0.0,0,1,0,32
2012,0,0,0.0,0,0,1,32
2012,0,0,0.0,0,1,0,32
2012,0,0,0.0,0,1,0,32
2012,0,0,0.0,0,0,1,32
2012,0,0,0.0,0,0,1,32
2012,0,0,0.0,0,1,0,32
2012,0,0,0.0,0,1,0,32
2012,0,0,0.0,0,1,0,32
2006,0,1,1.287079,0,0,1,27
2012,0,0,0.0,0,1,0,32
2012,0,0,0.0,0,1,0,32
2012,0,0,0.0,1,0,0,24
2012,0,0,0.0,0,0,1,7
2012,0,0,0.0,0,0,1,7
2012,0,0,0.0,0,1,0,32
2012,0,0,0.0,0,1,0,32
2012,0,0,0.0,0,0,1,32
2012,0,0,0.0,0,1,0,32
2012,0,0,0.0,0,0,1,7
2012,0,0,0.0,0,0,1,7
2012,0,0,0.0,0,0,1,47
2012,0,0,0.0,0,1,0,30
2012,0,0,0.0,0,1,0,30
2012,0,0,0.0,0,0,1,23
2012,0,0,0.0,0,0,1,23
2012,0,0,0.0,0,1,0,23
2012,0,0,0.0,0,1,0,23
2012,0,0,0.0,0,0,1,47
2006,0,1,1.31595,0,0,1,35
2012,0,0,0.0,1,0,0,23
2012,0,0,0.0,0,0,1,23
2012,0,0,0.0,0,0,1,23
2012,0,0,0.0,0,0,1,23
2012,0,0,0.0,0,1,0,23
2012,0,0,0.0,0,1,0,23
2012,0,0,0.0,0,1,0,47
2012,0,0,0.0,0,1,0,47
2012,0,0,0.0,0,0,1,47
2012,0,0,0.0,0,0,1,47
2012,0,0,0.0,0,1,0,47
2012,0,0,0.0,0,1,0,47
2012,0,0,0.0,0,0,1,47
2012,0,0,0.0,0,0,1,47
2012,0,0,0.0,0,1,0,47
2012,0,0,0.0,0,1,0,47
2012,0,0,0.0,1,0,0,47
2012,0,0,0.0,1,0,0,47
2012,0,0,0.0,0,0,1,47
2012,0,0,0.0,0,1,0,47
2012,0,0,0.0,0,1,0,47
2012,0,0,0.0,0,1,0,25
2012,0,0,0.0,0,1,0,25
2012,0,0,0.0,0,0,1,25
2012,0,0,0.0,0,1,0,25
2012,0,0,0.0,0,1,0,25
2012,0,0,0.0,0,0,1,25
2012,0,0,0.0,1,0,0,23
2012,0,0,0.0,1,0,0,25
2012,0,0,0.0,0,1,0,25
2012,0,0,0.0,1,0,0,25
2012,0,0,0.0,0,0,1,11
2012,0,0,0.0,0,1,0,25
2012,0,0,0.0,1,0,0,25
2012,0,0,0.0,0,1,0,25
2012,0,0,0.0,0,0,1,25
2012,0,0,0.0,0,0,1,25
2012,0,0,0.0,1,0,0,25
2006,0,0,0.03239,0,1,0,19
2012,0,0,0.0,0,0,1,38
2012,0,0,0.0,0,0,1,25
2012,0,0,0.0,0,1,0,25
2012,0,0,0.0,1,0,0,25
2012,0,0,0.0,0,0,1,49
2012,0,0,0.0,1,0,0,25
2012,0,0,0.0,1,0,0,21
2012,0,0,0.0,0,0,1,31
2012,0,0,0.0,0,0,1,31
2012,0,0,0.0,1,0,0,3
2012,0,0,0.0,0,0,1,18
2012,0,0,0.0,1,0,0,3
2012,0,0,0.0,0,0,1,18
2012,0,0,0.0,0,0,1,21
2012,0,0,0.0,0,1,0,21
2012,0,0,0.0005,0,0,1,21
2012,0,0,0.0,0,1,0,32
2012,0,0,0.001,1,0,0,27
2012,0,0,0.0,1,0,0,31
2012,0,0,0.0,0,0,1,31
2012,0,0,0.0,0,0,1,31
2006,0,0,0.005162,1,0,0,34
2012,0,0,0.0,1,0,0,17
2012,0,0,0.0,1,0,0,17
2012,0,0,0.0,0,0,1,27
2012,0,0,0.0,1,0,0,27
2012,0,0,0.0,0,0,1,27
2012,0,0,0.0,0,0,1,3
2012,0,0,0.0,1,0,0,3
2006,0,0,0.009768,0,0,1,32
2012,0,0,0.0,1,0,0,50
2006,0,0,0.082548,0,0,1,10
2006,0,0,0.022877,1,0,0,32
2012,0,0,0.0,0,0,1,3
2012,0,0,0.0,0,1,0,3
2012,0,0,0.0,0,0,1,15
2012,0,0,0.0,0,1,0,27
2012,0,0,0.0,0,1,0,20
2012,0,0,0.0,0,0,1,20
2012,0,0,0.0,0,0,1,20
2012,0,0,0.0,0,1,0,20
2006,0,0,0.0005,0,0,1,35
2012,0,0,0.0,0,1,0,11
2012,0,0,0.0,0,1,0,16
2012,0,0,0.0,0,1,0,16
2012,0,0,0.0,0,1,0,16
2012,0,0,0.0,0,1,0,16
2012,0,0,0.0,0,1,0,16
2012,0,0,0.0,0,1,0,16
2012,0,0,0.0,0,1,0,16
2012,0,0,0.0,0,1,0,16
2012,0,0,0.0,0,1,0,16
2012,0,0,0.0,0,1,0,19
2012,0,0,0.0,0,1,0,39
2012,0,0,0.0,0,1,0,47
2012,0,0,0.0,0,1,0,47
2012,0,0,0.0,0,1,0,30
2012,0,0,0.0,0,1,0,30
2012,0,0,0.0,0,1,0,30
2012,0,0,0.0,0,1,0,30
2012,0,0,0.0,0,1,0,30
2012,0,0,0.0,0,1,0,30
2012,0,0,0.0,0,1,0,49
2012,0,0,0.0,0,1,0,30
2012,0,0,0.0,0,1,0,36
2012,0,0,0.0,0,1,0,28
2012,0,0,0.0,1,0,0,20
2012,0,0,0.0,0,1,0,50
2012,0,0,0.0,0,1,0,30
2012,0,0,0.0,0,1,0,49
2012,0,0,0.0,0,1,0,30
2012,0,0,0.0,0,1,0,47
2012,0,0,0.0,0,1,0,23
2012,0,0,0.0,0,1,0,10
2012,0,0,0.0,0,1,0,36
2012,0,0,0.0,0,1,0,36
2012,0,0,0.0,0,1,0,16
2012,0,0,0.0,0,1,0,30
2014,0,0,0.0,0,0,1,18
2008,0,1,1.006777,0,0,1,14
2014,0,0,0.0,0,1,0,35
2008,0,0,0.002326,1,0,0,32
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,1,0,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,1,0,0,35
2014,0,0,0.0,0,1,0,35
2008,0,0,0.0015,0,0,1,38
2008,0,0,0.0048,0,0,1,35
2008,0,0,0.001835,1,0,0,15
2014,0,0,0.0,0,1,0,32
2008,0,1,0.883139,0,0,1,35
2014,0,0,0.0,0,0,1,15
2008,0,1,1.478429,0,0,1,35
2014,0,0,0.0,0,0,1,15
2014,0,0,0.0,1,0,0,34
2014,0,0,0.0,0,1,0,14
2014,0,0,0.0,1,0,0,28
2014,0,0,0.0,0,1,0,27
2014,0,0,0.0,0,1,0,27
2014,0,0,0.0,0,1,0,27
2014,0,0,2.7e-05,0,0,1,29
2014,0,0,0.0,0,1,0,29
2010,0,0,0.000669,1,0,0,45
2014,0,0,0.0,0,0,1,29
2014,0,0,0.0,1,0,0,29
2014,0,0,0.0,0,0,1,29
2014,0,0,0.0,0,1,0,29
2014,0,0,0.0,0,0,1,48
2014,0,0,0.0,0,0,1,48
2014,0,0,0.0,0,0,1,16
2014,0,0,0.0,0,1,0,16
2014,0,0,0.0,0,1,0,16
2014,0,0,0.0,0,1,0,16
2014,0,0,0.0,0,1,0,16
2014,0,0,0.0,0,1,0,16
2014,0,0,0.0,0,1,0,5
2010,0,0,0.357582,1,0,0,35
2010,0,0,0.044227,0,0,1,32
2010,0,0,3.988886,1,0,0,15
2014,0,0,0.0,0,1,0,10
2014,0,0,0.0,0,1,0,10
2014,0,0,0.0,0,0,1,39
2014,0,0,0.0,0,1,0,47
2014,0,0,0.0,0,1,0,30
2014,0,0,0.0,0,1,0,30
2014,0,0,0.0,0,1,0,30
2014,0,0,0.0,0,1,0,30
2014,0,0,0.0,0,1,0,30
2014,0,0,0.0,0,1,0,13
2014,0,0,0.0,0,1,0,13
2014,0,0,0.0,0,0,1,25
2014,0,0,0.0,0,0,1,33
2014,0,0,0.0,0,1,0,18
2010,0,0,1.880626,1,0,0,3
2010,0,0,0.424765,0,0,1,23
2014,0,0,0.0,0,1,0,21
2010,0,0,0.037091,0,1,0,3
2014,0,0,0.0,0,0,1,35
2010,0,0,0.388776,0,0,1,21
2014,0,0,0.0,1,0,0,35
2010,0,0,0.04465,1,0,0,23
2014,0,0,0.0,0,0,1,35
2012,0,0,0.12398,1,0,0,35
2012,0,0,0.0025,0,0,1,45
2014,0,0,0.0,0,1,0,35
2012,0,0,0.398715,1,0,0,23
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,1,0,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,1,0,0,35
2014,0,0,0.0,0,1,0,9
2014,0,0,0.0,0,1,0,9
2014,0,0,0.0,0,1,0,9
2014,0,0,0.0,0,1,0,41
2014,0,0,0.0,0,1,0,41
2014,0,0,0.001,0,0,1,32
2014,0,0,0.0,0,1,0,32
2014,0,0,0.0,0,0,1,40
2014,0,0,0.0,0,0,1,15
2014,0,0,0.0,1,0,0,15
2014,0,0,0.0,0,0,1,15
2014,0,0,0.0,0,0,1,15
2014,0,0,0.0,1,0,0,34
2014,0,0,0.0,0,1,0,34
2014,0,0,0.0,1,0,0,11
2014,0,0,0.0,0,0,1,14
2014,0,0,0.0,0,1,0,14
2014,0,0,0.0,0,1,0,24
2014,0,0,0.0,1,0,0,28
2014,0,0,0.0,0,1,0,28
2014,0,0,0.0,0,0,1,28
2014,0,0,0.0,0,1,0,28
2014,0,0,0.0,0,1,0,28
2014,0,0,0.0,0,1,0,28
2014,0,0,0.0,0,1,0,27
2014,0,0,0.0,0,1,0,27
2014,0,0,0.0,0,1,0,27
2014,0,0,0.0,1,0,0,27
2014,0,0,0.0,1,0,0,27
2014,0,0,0.0,0,1,0,27
2012,0,0,0.001482,0,1,0,13
2014,0,0,2.7e-05,1,0,0,29
2012,0,0,0.001,1,0,0,25
2014,0,0,0.0,0,1,0,29
2014,0,0,0.0,0,1,0,29
2014,0,0,0.0,0,1,0,29
2014,0,0,0.0,1,0,0,46
2014,0,0,0.0,0,1,0,46
2014,0,0,0.0,1,0,0,45
2014,0,0,0.0,1,0,0,45
2014,0,0,0.0,0,1,0,45
2014,0,0,0.000143,0,0,1,31
2014,0,0,0.0,1,0,0,48
2014,0,0,0.005,1,0,0,46
2014,0,0,0.0,1,0,0,16
2014,0,0,0.0,0,1,0,16
2014,0,0,0.0,1,0,0,5
2014,0,0,0.0,0,1,0,5
2014,0,0,0.0,1,0,0,5
2014,0,0,0.0,1,0,0,23
2014,0,0,0.0,0,1,0,23
2014,0,0,0.0,0,1,0,23
2014,0,0,0.0,0,1,0,10
2014,0,0,0.0,1,0,0,43
2014,0,0,0.0,0,0,1,43
2014,0,0,0.0,0,1,0,26
2014,0,0,0.0,0,1,0,26
2014,0,0,0.0,1,0,0,19
2014,0,0,0.0,0,1,0,47
2014,0,0,0.0,0,1,0,47
2014,0,0,0.0,0,1,0,47
2014,0,0,0.0,1,0,0,47
2014,0,0,0.0,0,1,0,30
2014,0,0,0.0,0,1,0,30
2014,0,0,0.000216,0,1,0,30
2014,0,0,0.0,0,1,0,30
2014,0,0,0.0,0,1,0,30
2014,0,0,0.0,0,1,0,30
2014,0,0,0.0,0,0,1,30
2014,0,0,0.0,0,1,0,30
2014,0,0,0.0,0,1,0,30
2014,0,0,0.0,0,1,0,30
2014,0,0,0.0,0,1,0,30
2014,0,0,0.0,0,0,1,30
2014,0,0,0.0,0,1,0,44
2014,0,0,0.0,0,1,0,44
2014,0,0,0.0,0,1,0,13
2014,0,0,0.0,0,1,0,25
2014,0,0,0.0,0,1,0,25
2014,0,0,-0.000243,0,1,0,37
2014,0,0,0.0,0,0,1,22
2014,0,0,0.0,0,1,0,50
2014,0,0,0.0,0,0,1,18
2014,0,0,0.0,0,0,1,18
2014,0,0,0.0,0,0,1,37
2014,0,0,0.0,0,0,1,37
2014,0,0,0.0,1,0,0,37
2014,0,0,0.0,1,0,0,37
2014,0,0,0.0,0,0,1,37
2014,0,0,0.0,0,1,0,36
2014,0,0,0.0,0,1,0,36
2014,0,0,0.0,0,1,0,36
2014,0,0,0.0,0,1,0,36
2014,0,0,0.0,0,1,0,36
2014,0,0,0.0,0,1,0,21
2014,0,0,0.0,0,1,0,21
2014,0,0,0.0,0,1,0,21
2014,0,0,0.0,0,1,0,21
2014,0,0,0.0,0,1,0,21
2014,0,0,0.0,1,0,0,21
2014,0,0,0.0,0,1,0,21
2014,0,0,0.0,0,1,0,21
2014,0,0,0.0,0,1,0,21
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,1,0,0,35
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,1,0,0,35
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,1,0,0,35
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,1,0,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,1,0,0,35
2014,0,0,0.0,1,0,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,1,0,0,35
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,1,0,0,35
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,1,0,0,35
2014,0,0,0.0,1,0,0,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,0,1,35
2014,0,0,0.0,0,1,0,35
2014,0,0,0.0,0,1,0,9
2014,0,0,0.0,0,1,0,9
2014,0,0,0.0,0,1,0,9
2014,0,0,0.0,0,1,0,2
2014,0,0,0.0,0,1,0,2
2014,0,0,0.0,0,1,0,51
2014,0,0,0.0,0,1,0,51
2014,0,0,0.0,0,1,0,32
2014,0,0,0.0,0,1,0,32
2014,0,0,0.0,0,0,1,32
2014,0,0,0.0,0,0,1,32
2014,0,0,0.0,0,1,0,32
2014,0,0,0.0,0,1,0,32
2014,0,0,0.0,0,1,0,32
2014,0,0,0.0,0,1,0,32
2014,0,0,0.001,0,1,0,32
2014,0,0,0.0,0,1,0,32
2014,0,0,0.0,0,1,0,32
2014,0,0,0.0,0,1,0,32
2014,0,0,0.0,0,1,0,32
2014,0,0,0.0,0,1,0,32
2014,0,0,0.0,0,1,0,32
2014,0,0,0.0,0,0,1,32
2014,0,0,0.0,1,0,0,38
2014,0,0,0.0,0,0,1,38
2014,0,0,0.0,0,1,0,38
2014,0,0,0.0,0,1,0,31
2014,0,0,0.0,0,1,0,31
2014,0,0,0.0,0,0,1,31
2014,0,0,0.0,0,1,0,31
2014,0,0,0.0,0,0,1,12
2014,0,0,0.0,0,0,1,12
2014,0,0,0.0,0,1,0,12
2014,0,0,0.0,1,0,0,40
2014,0,0,0.0,0,0,1,40
2014,0,0,0.0,0,0,1,40
2014,0,0,0.0,0,0,1,40
2014,0,0,0.0,0,0,1,15
2014,0,0,0.0,1,0,0,15
2014,0,0,0.0,1,0,0,15
2014,0,0,0.0,1,0,0,15
2014,0,0,0.0,1,0,0,15
2014,0,0,0.0,1,0,0,15
2014,0,0,0.0,1,0,0,15
2014,0,0,0.0,1,0,0,15
2014,0,0,0.0,0,0,1,15
2014,0,0,0.0,0,1,0,15
2014,0,0,0.0,0,1,0,15
2014,0,0,0.0,0,1,0,15
2014,0,0,0.0,1,0,0,15
2014,0,0,0.0,1,0,0,15
2014,0,0,0.0,1,0,0,15
2014,0,0,0.0,0,0,1,15
2014,0,0,0.0,0,1,0,15
2014,0,0,0.0,0,1,0,15
2014,0,0,0.0,1,0,0,15
2014,0,0,0.0,0,1,0,15
