cycle,senate,won,raised_total_1M,Dem,Other,Repub,state_rank
2014,0,0,0.130538,0,0,1,32
2014,0,0,1.604708,0,1,0,35
2010,0,1,1.588862,1,0,0,23
2014,0,1,0.788016,1,0,0,11
2014,0,0,0.006626,0,1,0,25
2014,0,0,1.361378,0,0,1,35
2014,0,0,0.383353,0,0,1,33
2010,0,0,0.006392,0,0,1,24
2010,0,0,0.328978,0,0,1,21
2014,0,1,0.986394,1,0,0,30
2014,0,0,0.004897,1,0,0,10
2010,0,0,0.038523,0,0,1,45
2010,0,0,0.030575,1,0,0,19
2010,0,0,0.009725,1,0,0,35
2010,0,0,0.026203,0,0,1,17
2014,0,0,0.245726,0,0,1,9
2014,0,0,0.0,1,0,0,18
2010,0,0,0.003698,0,0,1,24
2010,0,0,0.027072,1,0,0,35
2014,0,0,0.008269,1,0,0,38
2014,0,1,1.125636,0,0,1,39
2010,0,0,0.107853,0,0,1,43
2010,0,1,1.149412,1,0,0,3
2010,0,0,0.018517,1,0,0,27
2010,0,0,0.020212,0,0,1,6
2010,0,1,2.232588,1,0,0,16
2014,0,0,0.013912,0,0,1,15
2014,0,1,1.148606,0,0,1,46
2010,0,0,0.008119,0,0,1,17
2010,0,0,0.007599,0,0,1,13
2014,0,0,0.009014,1,0,0,35
2010,0,0,0.00796,0,0,1,38
2014,0,0,0.037183,0,0,1,21
2014,0,1,2.147078,0,0,1,37
2010,0,0,0.037664,0,0,1,17
2010,0,0,0.042231,0,0,1,39
2014,0,1,2.423251,1,0,0,35
2010,0,0,0.009994,1,0,0,33
2010,0,0,0.002121,0,0,1,35
2010,0,0,0.00834,0,1,0,39
2014,0,0,0.068385,1,0,0,21
2010,0,1,0.826219,0,0,1,38
2010,0,0,0.719378,1,0,0,15
2010,0,1,1.39005,0,0,1,32
2010,0,1,1.244499,1,0,0,23
2014,0,0,0.00152,0,0,1,30
2010,0,0,2.75418,0,0,1,13
2014,0,0,0.01365,0,0,1,35
2014,0,1,2.215509,0,0,1,36
2010,0,1,2.292354,1,0,0,12
2010,0,1,1.054587,0,0,1,29
2010,0,1,1.52124,1,0,0,23
2010,0,1,1.069927,0,0,1,32
2010,0,0,0.022847,1,0,0,44
2014,0,0,0.272501,0,0,1,15
2014,0,0,2.537113,1,0,0,12
2014,0,0,0.376225,1,0,0,13
2014,0,1,0.496034,1,0,0,30
2014,0,1,0.756817,0,0,1,48
2014,0,1,1.094513,1,0,0,32
2010,0,1,0.676446,0,0,1,30
2014,0,0,0.287975,0,0,1,45
2014,0,0,0.168623,0,0,1,12
2010,0,0,0.045199,0,0,1,36
2014,0,0,0.075791,1,0,0,45
2014,0,1,1.019872,1,0,0,10
2010,0,0,0.020386,1,0,0,35
2014,0,0,0.106511,0,0,1,25
2010,0,0,0.017439,0,0,1,19
2010,0,0,0.002556,1,0,0,32
2014,0,0,0.009163,0,0,1,13
2014,0,0,0.03002,1,0,0,32
2014,0,1,1.855292,0,0,1,23
2010,0,0,0.002952,0,0,1,47
2010,0,0,0.004536,0,1,0,45
2014,0,1,1.694467,1,0,0,35
2014,0,1,1.264745,1,0,0,35
2010,0,0,0.207825,1,0,0,32
2004,0,0,0.053527,0,0,1,34
2010,0,0,0.000826,0,1,0,47
2010,0,0,0.06073,0,0,1,35
2014,0,1,0.941094,0,0,1,44
2014,0,0,0.016838,1,0,0,37
2014,0,0,0.0,0,0,1,35
2014,0,0,0.00295,0,0,1,30
2014,0,0,0.028781,1,0,0,35
2008,0,0,0.003439,0,1,0,29
2008,0,0,0.067231,1,0,0,32
2008,0,1,1.364502,0,0,1,37
2004,0,0,0.006663,1,0,0,30
2008,0,0,0.00603,0,0,1,21
2004,0,1,2.279953,0,0,1,2
2004,0,1,0.826178,0,0,1,35
2008,0,0,0.24625,1,0,0,6
2008,0,0,0.614566,0,0,1,14
2008,0,0,0.000653,1,0,0,35
2004,0,0,0.529111,0,0,1,26
2008,0,0,0.002615,0,0,1,23
2004,0,0,0.01149,0,0,1,35
2004,0,0,0.004196,0,0,1,9
2004,0,1,0.509834,0,0,1,30
2004,0,1,0.680184,1,0,0,29
2004,0,0,0.002156,0,1,0,30
2008,0,0,0.033273,1,0,0,14
2004,0,0,0.037814,0,0,1,11
2008,0,1,1.978474,0,0,1,30
2004,0,1,0.53974,0,0,1,47
2004,0,0,0.050546,1,0,0,29
2008,0,0,0.031655,0,0,1,16
2008,0,0,0.016375,1,0,0,30
2004,0,0,0.069917,0,0,1,15
2004,0,1,1.416955,0,0,1,19
2008,0,0,3.124298,0,0,1,19
2004,0,0,1.574345,1,0,0,34
2008,0,0,0.015422,0,0,1,12
2008,0,1,0.826106,1,0,0,20
2008,0,0,0.00633,0,0,1,45
2008,0,0,0.227871,1,0,0,38
2008,0,1,2.208291,1,0,0,2
2004,0,0,0.102302,1,0,0,25
2004,0,0,0.006399,0,0,1,24
2004,0,1,0.916219,1,0,0,45
2008,0,1,0.434172,0,0,1,39
2004,0,1,0.652449,1,0,0,30
2008,0,1,0.708721,1,0,0,22
2008,0,1,0.441143,1,0,0,51
2004,0,0,0.008566,0,0,1,37
2004,0,0,0.000179,1,0,0,7
2004,0,1,0.407444,0,0,1,45
2008,0,0,0.133898,1,0,0,34
2008,0,1,2.554298,1,0,0,4
2008,0,0,0.0015,0,0,1,25
2004,0,0,0.010789,1,0,0,23
2004,0,0,0.040787,1,0,0,10
2004,0,0,0.0,0,1,0,21
2008,0,0,0.056499,1,0,0,29
2004,0,0,0.017257,1,0,0,7
2008,0,0,1.823086,0,0,1,46
2004,0,0,0.010002,1,0,0,21
2004,0,0,0.298648,0,0,1,45
2004,0,0,0.57363,0,0,1,49
2008,0,0,0.042361,0,0,1,10
2008,0,1,1.506134,1,0,0,4
2008,0,0,1.801534,1,0,0,28
2004,0,0,0.015754,1,0,0,32
2008,0,1,0.501121,1,0,0,46
2004,0,1,0.493754,0,0,1,19
2008,0,0,0.33222,0,0,1,38
2004,0,1,1.321128,0,0,1,48
2004,0,0,0.085551,0,0,1,28
2004,0,1,1.367079,0,0,1,14
2004,0,0,0.01279,0,1,0,33
2004,0,0,1.041434,0,0,1,38
2004,0,1,2.602021,1,0,0,15
2004,0,0,0.0002,0,1,0,34
2008,0,0,3.467506,0,0,1,19
2008,0,0,0.088969,1,0,0,39
2008,0,0,0.018567,0,0,1,21
2004,0,0,0.020595,1,0,0,32
2008,0,0,0.006067,0,1,0,13
2004,0,1,1.783634,0,0,1,10
2004,0,0,0.452643,0,0,1,32
2004,0,1,0.950887,1,0,0,35
2004,0,0,0.035421,1,0,0,44
2004,0,0,0.029755,0,0,1,16
2004,0,0,0.095349,0,0,1,28
2004,0,0,0.071125,1,0,0,13
2008,0,0,0.0055,0,0,1,35
2008,0,0,0.028454,1,0,0,41
2012,0,0,1.812955,0,0,1,23
2012,0,0,0.00198,1,0,0,27
2012,0,1,1.175088,1,0,0,47
2012,0,0,0.045854,0,0,1,28
2012,0,0,0.979766,1,0,0,33
2012,0,0,0.006533,0,0,1,34
2012,0,0,0.012014,0,0,1,45
2012,0,0,0.368533,0,0,1,2
2012,0,0,0.006011,0,0,1,11
2012,0,1,3.530434,0,0,1,19
2012,0,1,3.130893,0,0,1,35
2012,0,0,0.009497,0,0,1,28
2012,0,0,0.084547,1,0,0,46
2012,0,0,0.005485,1,0,0,30
2012,0,1,0.343144,1,0,0,15
2012,0,0,0.240664,0,0,1,21
2012,0,1,1.247705,0,0,1,32
2012,0,1,0.647857,0,0,1,16
2012,0,0,0.008015,0,1,0,37
2012,0,0,0.0173,0,0,1,30
2012,0,0,0.014501,1,0,0,45
2012,0,0,0.007006,1,0,0,47
2012,0,0,0.009114,0,1,0,30
2012,0,1,2.87284,0,0,1,33
2012,0,0,0.002186,1,0,0,45
2012,0,0,0.011161,0,0,1,34
2012,0,0,0.040134,1,0,0,30
2012,0,0,0.026977,0,0,1,28
2012,0,0,0.0582,0,0,1,15
2012,0,0,0.168627,1,0,0,13
2012,0,1,3.284602,0,0,1,10
2012,0,0,0.007836,0,0,1,30
2012,0,0,0.210847,0,0,1,28
2012,0,0,0.012849,0,0,1,26
2012,0,0,0.019322,0,0,1,43
2012,0,0,0.379188,1,0,0,34
2012,0,0,0.113229,0,0,1,21
2012,0,0,0.053434,0,0,1,16
2012,0,0,0.518974,0,1,0,32
2012,0,0,0.518974,1,0,0,32
2012,0,1,3.312474,0,0,1,15
2012,0,0,0.371994,1,0,0,23
2012,0,0,0.011895,1,0,0,34
2012,0,0,0.0002,0,1,0,35
2012,0,0,0.001452,0,1,0,35
2012,0,0,0.110468,0,0,1,45
2012,0,0,2.890563,0,0,1,30
2012,0,0,0.001506,1,0,0,35
2012,0,0,0.433635,1,0,0,19
2012,0,0,0.06251,1,0,0,10
2012,0,1,1.077997,0,0,1,35
2012,0,0,0.704547,1,0,0,27
2012,0,0,0.076752,1,0,0,32
2012,0,1,0.590665,0,0,1,32
2012,0,0,0.00582,1,0,0,33
2012,0,0,0.394173,0,0,1,38
2012,0,0,0.027308,0,0,1,30
2012,0,0,0.252921,0,0,1,23
2012,0,0,0.128781,1,0,0,6
2012,0,0,6.17211,0,0,1,15
2012,0,0,0.004264,0,0,1,30
2012,0,1,1.41258,1,0,0,27
2012,0,0,1.229332,1,0,0,35
2012,0,0,0.01209,0,0,1,30
2012,0,1,0.442493,1,0,0,38
2012,0,0,0.005706,1,0,0,38
2012,0,0,0.134894,0,0,1,35
2000,0,0,0.011655,1,0,0,19
2000,0,1,0.573364,0,0,1,19
2000,0,1,2.117499,0,0,1,29
2000,0,0,0.350637,0,0,1,10
2000,0,1,0.533788,0,0,1,46
2000,0,0,0.239875,0,0,1,23
2000,0,0,0.00617,0,0,1,43
2000,0,1,3.499628,0,0,1,15
2000,0,0,0.0789,1,0,0,35
2000,0,0,0.152072,0,0,1,36
2000,0,0,0.434375,0,0,1,36
2000,0,0,0.150395,0,0,1,34
2000,0,0,0.943877,1,0,0,32
2000,0,1,1.038036,0,0,1,47
2000,0,1,0.929217,1,0,0,24
2000,0,0,0.014281,1,0,0,22
2000,0,0,0.008496,1,0,0,12
2000,0,1,0.642484,0,0,1,40
2000,0,0,0.034055,0,0,1,13
2000,0,1,0.989567,1,0,0,12
2000,0,0,0.011725,1,0,0,24
2000,0,0,0.0472,1,0,0,41
2000,0,1,1.556045,0,0,1,13
2000,0,0,0.289937,0,0,1,14
2000,0,1,0.7563,0,0,1,19
2000,0,0,0.702282,0,0,1,14
2000,0,1,1.599584,0,0,1,19
2000,0,1,1.948597,0,0,1,19
2000,0,1,2.982875,0,0,1,14
2000,0,0,1.533045,1,0,0,38
2000,0,0,0.012823,0,0,1,19
2000,0,1,0.702746,1,0,0,34
2000,0,1,0.669978,0,0,1,17
2000,0,0,0.011367,0,0,1,12
2000,0,0,0.01031,0,1,0,13
2000,0,0,0.068896,0,0,1,24
2000,0,0,0.002535,1,0,0,16
2000,0,1,0.480133,1,0,0,28
2000,0,0,0.326338,0,0,1,19
2000,0,0,0.0045,0,1,0,35
2000,0,1,0.573002,1,0,0,34
2000,0,0,0.019149,0,1,0,38
2000,0,0,0.011335,1,0,0,34
2004,0,0,3.606551,1,0,0,25
2002,0,1,0.645451,1,0,0,35
2006,0,0,0.061947,1,0,0,47
2006,0,1,3.111387,0,0,1,5
2002,0,0,0.032025,1,0,0,32
2002,0,0,0.078722,0,0,1,26
2006,0,1,0.536203,0,0,1,30
2002,0,0,0.258846,0,0,1,12
2002,0,1,0.363733,0,0,1,30
2006,0,0,0.128748,1,0,0,15
2006,0,1,2.190411,1,0,0,9
2002,0,1,1.973506,0,0,1,5
2004,0,0,2.30162,1,0,0,5
2002,0,1,0.858758,0,0,1,21
2002,0,1,1.322291,0,0,1,19
2002,0,1,0.696144,0,0,1,44
2002,0,0,0.682282,1,0,0,3
2006,0,0,0.015755,1,0,0,30
2006,0,1,1.149624,0,0,1,15
2006,0,1,0.365078,0,0,1,44
2002,0,0,0.007112,1,0,0,23
2002,0,0,0.00415,1,0,0,16
2006,0,0,0.00207,0,0,1,39
2006,0,0,0.015341,0,1,0,12
2002,0,0,0.023834,0,0,1,30
2002,0,0,0.006377,0,0,1,35
2006,0,0,0.169,0,0,1,27
2002,0,0,0.004878,0,0,1,39
2006,0,0,0.05519,0,0,1,38
2006,0,0,0.034631,1,0,0,30
2006,0,0,0.027846,0,0,1,30
2002,0,0,0.011484,1,0,0,29
2002,0,0,0.541769,1,0,0,36
2002,0,0,0.215261,0,0,1,39
2006,0,1,2.704691,1,0,0,19
2002,0,0,0.017384,0,0,1,19
2006,0,1,1.463696,0,0,1,45
2014,0,0,0.081397,1,0,0,13
2010,0,1,0.862589,1,0,0,34
2010,0,0,0.136024,1,0,0,15
2010,0,0,0.132021,0,0,1,17
2010,0,0,0.004455,0,0,1,15
2014,0,0,0.004764,0,0,1,47
2014,0,0,0.097732,1,0,0,25
2010,0,1,1.21141,0,0,1,47
2010,0,0,0.012001,0,0,1,32
2010,0,0,0.074193,1,0,0,32
2014,0,0,0.0089,1,0,0,14
2010,0,0,0.024691,0,1,0,3
2014,0,0,0.010265,1,0,0,38
2014,0,1,3.119989,1,0,0,23
2010,0,0,0.00791,1,0,0,14
2010,0,1,1.302347,0,0,1,19
2010,0,1,1.064443,0,0,1,32
2014,0,0,0.06913,1,0,0,30
2014,0,0,0.371893,0,0,1,35
2010,0,0,0.103683,1,0,0,30
2014,0,0,0.342665,1,0,0,30
2010,0,0,1.584984,1,0,0,38
2010,0,0,0.003884,0,1,0,1
2010,0,0,0.008279,1,0,0,27
2014,0,0,0.0151,0,0,1,38
2010,0,0,0.079259,1,0,0,37
2010,0,0,0.041651,0,1,0,27
2014,0,0,0.067723,1,0,0,9
2014,0,1,1.017867,1,0,0,33
2010,0,1,0.839446,0,0,1,30
2010,0,0,0.572902,0,0,1,36
2010,0,1,1.669625,1,0,0,12
2014,0,1,1.620397,0,0,1,30
2010,0,0,0.035092,0,1,0,35
2014,0,0,0.0227,0,1,0,25
2010,0,1,2.603071,0,0,1,19
2014,0,0,0.035079,0,0,1,47
2014,0,0,0.00052,0,0,1,31
2014,0,0,0.00052,0,0,1,31
2010,0,1,1.317756,0,0,1,15
2010,0,0,0.003713,0,1,0,3
2010,0,0,0.00025,1,0,0,45
2010,0,0,0.000848,0,0,1,10
2010,0,0,0.056643,1,0,0,36
2014,0,0,0.153355,0,0,1,35
2010,0,0,0.034323,0,0,1,36
2010,0,0,0.640924,0,0,1,15
2014,0,0,1.290777,0,0,1,40
2014,0,0,1.319318,1,0,0,19
2010,0,0,0.008421,0,1,0,19
2010,0,1,1.822453,1,0,0,28
2010,0,1,0.66663,0,0,1,27
2002,0,1,0.794467,0,0,1,26
2002,0,0,0.103189,1,0,0,37
2006,0,0,0.02153,1,0,0,30
2006,0,1,0.732374,0,0,1,30
2006,0,0,0.001757,1,0,0,26
2002,0,0,0.371193,1,0,0,34
2006,0,0,0.212981,0,0,1,17
2000,0,0,0.0,1,0,0,10
2002,0,1,0.810336,0,0,1,30
2006,0,0,0.04389,0,0,1,43
2006,0,1,2.327383,0,0,1,35
2002,0,0,0.0071,1,0,0,30
2002,0,1,0.969937,0,0,1,35
2002,0,1,1.071273,1,0,0,13
2002,0,0,0.019601,1,0,0,34
2002,0,0,0.080357,0,0,1,45
2002,0,1,1.193236,0,0,1,43
2006,0,1,0.864411,0,0,1,30
2002,0,0,0.006825,1,0,0,37
2002,0,0,0.006253,0,0,1,35
2002,0,0,0.116779,1,0,0,37
2006,0,0,0.013486,0,1,0,23
2002,0,1,0.997959,0,0,1,35
2002,0,1,0.740673,0,0,1,45
2006,0,0,0.105101,1,0,0,23
2006,0,0,0.049119,0,1,0,25
2006,0,0,0.012697,1,0,0,10
2006,0,0,0.00285,1,0,0,29
2002,0,0,0.049182,0,0,1,43
2002,0,0,0.005416,0,0,1,43
2002,0,0,0.182951,0,0,1,47
2002,0,0,0.013856,1,0,0,35
2002,0,0,0.01012,0,1,0,32
2006,0,0,0.404777,0,0,1,31
2006,0,0,0.031572,1,0,0,16
2006,0,0,0.010005,0,0,1,33
2006,0,0,0.001288,0,0,1,43
2002,0,0,0.023474,0,0,1,30
2002,0,0,0.069585,1,0,0,47
2002,0,1,1.359493,0,0,1,15
2002,0,1,0.680115,0,0,1,15
2006,0,1,0.534347,0,0,1,45
2002,0,0,0.00621,1,0,0,11
2006,0,0,0.073737,1,0,0,10
2002,0,0,0.033805,1,0,0,33
2004,0,0,0.003669,1,0,0,35
2000,0,0,0.0,1,0,0,43
2002,0,0,0.002567,0,1,0,19
2002,0,0,0.099681,1,0,0,19
2002,0,0,0.324656,1,0,0,45
2002,0,1,0.766809,0,0,1,35
2006,0,0,0.002585,0,1,0,13
2012,0,0,0.238876,0,0,1,25
2006,0,0,0.031263,1,0,0,30
2006,0,0,0.010061,1,0,0,21
2002,0,1,0.899494,1,0,0,35
2006,0,0,0.012195,0,0,1,30
2006,0,1,0.739395,1,0,0,35
2002,0,0,0.006508,0,1,0,35
2006,0,0,0.073812,0,0,1,35
2006,0,0,0.033379,1,0,0,28
2006,0,0,0.053984,0,0,1,35
2006,0,0,0.303794,1,0,0,10
2006,0,1,0.959227,1,0,0,2
2002,0,0,0.0231,1,0,0,38
2006,0,0,0.002086,1,0,0,29
2002,0,0,0.894705,1,0,0,16
2002,0,0,0.101051,1,0,0,30
2006,0,0,0.0025,0,0,1,30
2002,0,0,0.00857,1,0,0,35
2006,0,0,0.016541,0,0,1,34
2006,0,1,0.689698,0,0,1,32
2006,0,0,0.009113,0,1,0,28
2002,0,1,0.909658,0,0,1,19
2002,0,1,0.334437,1,0,0,23
2002,0,0,0.062098,1,0,0,12
2006,0,0,0.146029,1,0,0,27
2002,0,0,0.037119,1,0,0,23
2006,0,1,1.531443,0,0,1,19
2006,0,0,0.028318,0,1,0,16
2002,0,1,0.512321,0,0,1,32
2004,0,0,2.239728,1,0,0,19
2006,0,0,0.315292,1,0,0,33
2012,0,0,0.101734,1,0,0,16
2012,0,0,0.178127,1,0,0,28
2012,0,0,0.00038,0,0,1,34
2012,0,0,0.010895,0,0,1,35
2012,0,0,-0.00013,1,0,0,39
2012,0,0,1.53676,1,0,0,19
2012,0,1,1.081341,0,0,1,32
2012,0,0,0.006967,1,0,0,30
2012,0,1,0.848196,0,0,1,32
2012,0,0,0.005967,1,0,0,30
2012,0,0,0.008687,0,0,1,14
2012,0,1,0.674509,0,0,1,39
2012,0,0,0.0304,0,0,1,28
2012,0,0,0.00644,1,0,0,15
2012,0,0,0.022417,0,1,0,23
2012,0,0,0.020564,0,1,0,19
2012,0,0,0.026495,0,0,1,24
2012,0,1,1.166236,1,0,0,35
2012,0,0,0.049174,1,0,0,16
2012,0,1,1.614117,0,0,1,45
2012,0,1,2.427787,0,0,1,33
2012,0,1,0.945757,1,0,0,14
2012,0,0,0.0178,0,1,0,32
2012,0,0,0.021698,0,0,1,38
2012,0,0,0.030173,0,0,1,28
2012,0,0,0.67134,1,0,0,4
2012,0,0,0.037643,0,0,1,35
2012,0,0,0.791458,1,0,0,47
2012,0,0,0.005899,0,1,0,13
2012,0,0,0.01643,0,0,1,35
2012,0,0,0.0025,1,0,0,34
2012,0,0,0.159838,0,0,1,32
2012,0,0,0.327055,0,0,1,35
2012,0,0,0.544819,0,0,1,4
2012,0,1,0.593342,1,0,0,25
2012,0,0,1.444061,1,0,0,45
2012,0,0,0.000254,0,1,0,47
2012,0,0,0.019475,0,0,1,16
2012,0,0,0.058593,0,0,1,2
2012,0,0,0.036632,0,0,1,29
2012,0,0,0.002926,0,0,1,10
2012,0,0,0.128233,0,0,1,32
2012,0,0,0.0019,0,0,1,14
2012,0,1,0.693369,0,0,1,9
2012,0,0,0.621679,0,0,1,10
2012,0,1,2.730832,1,0,0,16
2012,0,0,0.016394,1,0,0,18
2012,0,1,1.507561,0,0,1,34
2012,0,0,0.291736,1,0,0,39
2012,0,1,1.799282,0,0,1,11
2012,0,1,1.053423,0,0,1,10
2012,0,0,0.005073,1,0,0,23
2012,0,0,0.045096,0,0,1,45
2012,0,0,0.019298,0,1,0,46
2004,0,0,0.039651,0,0,1,33
2004,0,1,2.119413,0,0,1,13
2008,0,1,4.111917,1,0,0,16
2008,0,0,0.1436,0,0,1,14
2004,0,0,0.049292,1,0,0,30
2008,0,1,1.640764,1,0,0,23
2008,0,1,1.071797,1,0,0,27
2008,0,0,0.00469,1,0,0,16
2008,0,0,0.006883,0,1,0,12
2008,0,0,0.196911,1,0,0,15
2008,0,1,1.02394,1,0,0,35
2004,0,0,1.677805,0,0,1,23
2008,0,0,0.006672,0,0,1,35
2004,0,0,0.051995,0,1,0,23
2008,0,0,0.011474,1,0,0,38
2008,0,0,0.125464,0,0,1,15
2004,0,0,0.010836,1,0,0,23
2008,0,0,0.034708,0,0,1,25
2008,0,1,1.227348,0,0,1,47
2004,0,1,0.828825,1,0,0,21
2004,0,1,1.499659,0,0,1,34
2008,0,0,0.015528,1,0,0,34
2008,0,0,3.01626,1,0,0,35
2004,0,1,1.284069,1,0,0,23
2004,0,0,0.004405,1,0,0,30
2004,0,0,0.311221,1,0,0,43
2008,0,0,0.038481,1,0,0,19
2004,0,1,4.708208,0,0,1,30
2004,0,0,0.022545,1,0,0,23
2008,0,0,0.0005,0,0,1,15
2008,0,0,0.001852,1,0,0,15
2004,0,0,0.74477,1,0,0,35
2004,0,0,2.740814,1,0,0,30
2004,0,1,0.564136,0,0,1,28
2004,0,0,0.010403,1,0,0,33
2008,0,1,1.019464,1,0,0,30
2008,0,0,0.022281,0,0,1,25
2004,0,0,0.023158,0,0,1,23
2004,0,0,0.163902,0,0,1,35
2008,0,0,0.176505,0,0,1,19
2004,0,0,0.021093,0,0,1,19
2004,0,0,0.023818,1,0,0,29
2004,0,0,0.013587,0,1,0,27
2004,0,0,0.026617,0,0,1,14
2008,0,0,0.021198,0,0,1,23
2008,0,0,2.476922,0,0,1,27
2008,0,1,3.084261,1,0,0,23
2008,0,1,0.966681,1,0,0,35
2008,0,1,2.840461,1,0,0,30
2008,0,0,0.014708,1,0,0,29
2004,0,0,0.009504,1,0,0,30
2008,0,1,0.79508,1,0,0,35
2004,0,0,0.00962,1,0,0,29
2004,0,0,0.007705,0,1,0,30
2008,0,1,1.650939,1,0,0,23
2008,0,0,0.01045,0,0,1,35
2004,0,0,0.033603,0,0,1,20
2004,0,0,0.002,0,1,0,26
2004,0,1,3.194746,0,0,1,21
2004,0,0,3.279633,1,0,0,30
2004,0,0,0.005802,0,0,1,13
2008,0,0,0.0122,0,0,1,30
2008,0,0,0.023276,1,0,0,32
2004,0,1,1.101914,0,0,1,38
2008,0,0,0.04881,0,0,1,12
2008,0,1,1.409967,1,0,0,1
2008,0,0,2.433266,1,0,0,10
2004,0,0,0.005225,0,0,1,30
2004,0,0,0.218886,1,0,0,4
2004,0,0,0.004834,0,0,1,29
2004,0,1,1.005019,0,0,1,13
2004,0,1,1.093794,0,0,1,27
2008,0,0,0.166007,1,0,0,32
2000,0,0,0.0,0,1,0,39
2008,0,1,3.309886,1,0,0,21
2008,0,0,0.36965,0,0,1,10
2004,0,1,0.669679,0,0,1,11
2004,0,1,0.996539,1,0,0,24
2004,0,1,1.521149,0,0,1,37
2008,0,1,0.721854,1,0,0,35
2008,0,0,2.183278,1,0,0,30
2004,0,0,0.010458,0,0,1,30
2004,0,1,0.790482,0,0,1,35
2004,0,1,0.120938,0,0,1,48
2000,0,0,0.0,0,0,1,30
2000,0,0,0.0,0,0,1,30
2000,0,0,0.875274,1,0,0,35
2000,0,1,0.827676,1,0,0,30
2000,0,0,0.01814,1,0,0,35
2000,0,1,3.132059,1,0,0,2
2004,0,1,0.805643,0,0,1,41
2000,0,0,0.04885,1,0,0,35
2000,0,1,0.55067,1,0,0,19
2000,0,1,2.516458,1,0,0,30
2000,0,1,0.958688,1,0,0,30
2000,0,0,0.516123,0,0,1,15
2000,0,0,0.462917,0,0,1,30
2000,0,1,2.690191,1,0,0,23
2000,0,0,0.062999,1,0,0,20
2000,0,1,1.043685,1,0,0,23
2000,0,1,0.803575,1,0,0,10
2000,0,0,0.010234,1,0,0,23
2000,0,1,0.45795,1,0,0,30
2000,0,0,0.016492,0,1,0,39
2000,0,1,0.788111,1,0,0,19
2000,0,0,1.336016,0,0,1,3
2000,0,1,1.453553,1,0,0,46
2000,0,0,1.065453,1,0,0,25
2000,0,1,0.47462,0,0,1,19
2000,0,0,0.01316,0,1,0,35
2000,0,0,0.003989,1,0,0,13
2000,0,0,0.032464,0,0,1,35
2000,0,1,1.967999,1,0,0,25
2000,0,0,0.014699,0,1,0,39
2000,0,1,2.588708,0,0,1,45
2000,0,0,0.024477,0,0,1,32
2000,0,1,1.350942,0,0,1,12
2000,0,1,0.540576,1,0,0,32
2004,0,1,0.94371,1,0,0,32
2000,0,0,0.157504,1,0,0,16
2000,0,0,0.22334,0,0,1,30
2000,0,0,0.326243,0,0,1,15
2000,0,0,2.027919,0,0,1,2
2000,0,1,1.578127,1,0,0,30
2000,0,0,0.071492,1,0,0,45
2000,0,0,0.843543,1,0,0,32
2000,0,0,0.028682,1,0,0,35
2000,0,0,1.065084,0,0,1,33
2014,0,1,1.000684,0,0,1,32
2010,0,0,0.124147,1,0,0,16
2010,0,1,0.717371,1,0,0,23
2014,0,0,0.011657,1,0,0,29
2014,0,0,0.086703,1,0,0,13
2014,0,0,0.001641,0,0,1,16
2014,0,1,0.66254,0,0,1,39
2010,0,0,0.040901,0,0,1,11
2010,0,0,0.041047,0,0,1,49
2010,0,0,0.051816,0,0,1,39
2014,0,1,0.868737,1,0,0,35
2010,0,0,0.206068,0,0,1,45
2010,0,0,0.008189,1,0,0,30
2014,0,0,0.007425,1,0,0,30
2014,0,0,0.139662,0,0,1,23
2014,0,0,0.004627,0,0,1,39
2014,0,0,0.0035,0,0,1,30
2010,0,1,1.295073,0,0,1,37
2014,0,0,0.132256,0,0,1,22
2010,0,0,0.008279,0,0,1,10
2010,0,0,0.195368,0,0,1,9
2014,0,1,1.478266,0,0,1,23
2010,0,0,0.011206,0,0,1,19
2010,0,1,1.373071,0,0,1,14
2014,0,0,0.111402,0,0,1,30
2010,0,0,0.452612,1,0,0,37
2010,0,0,0.183294,1,0,0,20
2014,0,0,0.002413,0,0,1,29
2010,0,0,0.007013,1,0,0,25
2010,0,0,3.172675,0,0,1,35
2010,0,0,0.020757,1,0,0,30
2010,0,0,0.008265,0,1,0,3
2010,0,0,0.010597,1,0,0,19
2014,0,0,0.266191,1,0,0,35
2014,0,1,0.822831,0,0,1,38
2010,0,0,0.002181,0,0,1,45
2014,0,0,0.008973,0,0,1,35
2014,0,0,0.009111,0,0,1,25
2010,0,0,0.00509,0,0,1,12
2014,0,0,1.469546,0,0,1,47
2010,0,0,0.008723,1,0,0,23
2010,0,1,0.985611,0,0,1,38
2010,0,0,0.002475,1,0,0,35
2014,0,1,0.813609,0,0,1,30
2010,0,0,0.002275,0,1,0,3
2014,0,1,1.671862,0,0,1,27
2010,0,0,0.544406,0,0,1,34
2014,0,0,0.045192,1,0,0,32
2010,0,0,0.0089,0,0,1,39
2014,0,0,0.893265,0,0,1,38
2010,0,1,0.573566,1,0,0,35
2014,0,0,0.00549,1,0,0,34
2010,0,0,0.217446,1,0,0,32
2014,0,0,0.024852,0,0,1,38
2010,0,0,0.021111,0,0,1,43
2010,0,0,2.717945,1,0,0,10
2014,0,1,0.844805,1,0,0,15
2014,0,1,0.967577,0,0,1,33
2010,0,0,0.009837,0,0,1,10
2014,0,0,0.05092,0,0,1,48
2010,0,0,0.013012,0,0,1,34
2014,0,0,0.054793,0,0,1,32
2010,0,0,0.026572,0,0,1,15
2014,0,1,1.768706,1,0,0,31
2010,0,0,0.113045,1,0,0,23
