cycle,id,candidate_name,party,state,district,current_candidate,cycle_candidate,recip_code,raised_from_pacs,raised_from_individuals,raised_total,raised_unitemized
1990,N00009088,Cheryl Knapp,D,FL,9,Y,Y,DL,42060,22924,108324,43340
1994,N00007765,Denny Smith,R,OR,2, ,Y,RL,2500,42965,132130,86665
1994,N00000573,Douglas T Putnam,R,CT,1,Y,Y,RL,185,21600,25590,3805
1990,N00000338,Ronald K Machtley,R,RI,1,Y,Y,RW,355799,251858,1107956,500299
1994,N00003295,Mike Espy,D,MS,2, , ,DN,-825,,-825,0
1990,N00011999,William Bill Costas,R,IN,1,Y,Y,RL,,13277,19505,6228
1994,N00009228,Wayne Reddoch,R,CA,22, ,Y,RL,,2861,4421,1560
1990,N00004561,Arlan Stangeland,R,MN,7,Y,Y,RL,372781,47215,593092,173096
1990,N00006328,Genevieve Atwood,R,UT,2,Y,Y,RL,152034,255970,560566,152562
1994,N00006380,Bill Orton,D,UT,3,Y,Y,DW,239147,51550,357932,67235
1994,N00003287,Jamie L Whitten,D,MS,1, , ,DI,25,,25,0
1994,N00010055,Timothy P Moyer,R,WA,3, ,Y,RL,14200,252047,520672,254425
1990,N00002722,Robert William Gray Jr,D,FL,4, , ,DL,100,52470,88845,36275
1990,N00007601,Norman Keiji Mizuguchi,D,HI,1, ,Y,DL,36600,224775,560627,299252
1990,N00002617,Scott Allen Starling,D,GA,10, , ,DL,,17325,21329,4004
1994,N00007138,Molly McClanahan,D,CA,39, , ,DN,,,0,0
1994,N00001313,Jill Houghton Emery,R,NY,34, , ,RN,,,0,0
1990,N00009802,Ken Hechler,D,WV,4, , ,DL,,123363,127753,4390
2000,N00013295,Terry Reagin,L,AL,6,Y,Y,3L,,,0,
1990,N00001485,Richard J Orloski,D,PA,15,Y,Y,DL,43399,35059,92148,13690
1990,N00004133,Fred Upton,R,MI,4,Y,Y,RW,154701,153065,582623,274857
1994,N00001788,Dan Glickman,D,KS,4,Y,Y,DL,322813,278900,946371,344658
1990,N00001327,Frank Horton,R,NY,29,Y,Y,RW,160893,10600,199632,28139
1994,N00007045,Jeffrey S Schwartz,D,CA,51, , ,DN,-251,,-251,0
1990,N00005336,Bill Barrett,R,NE,3,Y,Y,RW,260643,172308,800348,367397
1994,N00009106,Hubert L Richardson,R,CA,3, , ,RN,,3450,51224,47774
1994,N00007966,Duane Sommers,R,WA,5, , ,RN,167,,167,0
1994,N00002986,John J Anastasio,R,FL,16, ,Y,RL,,11850,25755,13905
1990,N00004470,Bruce Douglas Anderson,R,MN,6,Y,Y,RL,1500,1100,11668,9068
1990,N00003228,Don Sundquist,R,TN,7,Y,Y,RW,355994,142422,744021,245605
1990,N00001405,Bill Choby,R,PA,12,Y,Y,RL,,682,4373,3691
1990,N00007999,Don Young,R,AK,1,Y,Y,RW,325380,188865,779590,265345
1994,N00004702,Henry J Hyde,R,IL,6,Y,Y,RW,171820,120883,480091,187388
1994,N00000323,James Warren Bell,R,RI,2, , ,RN,,,250,250
1994,N00003854,Dennis L Wright,R,IN,4, ,Y,RL,,6600,12210,5610
1994,N00001081,Amelia Smith-parker,R,NY,10, , ,RN,,,0,0
1994,N00004781,Dennis Hastert,R,IL,14,Y,Y,RW,365580,125285,793981,303116
1990,N00001572,Bob Borski,D,PA,3,Y,Y,DW,155283,96748,401977,149946
1994,N00002717,Alvin Brown,D,FL,3, ,Y,DL,1950,37224,86730,47556
1994,N00002679,Craig Mathis,D,GA,8,Y,Y,DL,201521,73907,362715,87287
1990,N00004608,Steven Kris Sydness,R,ND,1, , ,RN,,,100,100
1994,N00005502,Richard L Barclay,R,AR,3, , ,RN,,3289,3717,428
1994,N00001231,Hamilton Fish Jr,R,NY,19, , ,RI,60502,61301,195687,73884
1994,N00006075,Thurman Udell Moore Jr,D,TX,16, , ,DN,,,0,0
1990,N00007703,Les AuCoin,D,OR,1,Y,Y,DW,323746,196700,759711,239265
1990,N00004093,Alan Lee Cropsey,R,MI,10, ,Y,RL,13377,37421,112920,62122
1994,N00004316,Stephen B Hollingshead,R,WI,5,Y,Y,RL,6517,43690,75608,25401
1990,N00011830,Byron Lee Harward,R,UT,3, , ,RL,1000,1500,6910,4410
1994,N00002556,Mac Collins,R,GA,3,Y,Y,RW,278716,155137,707161,273308
1994,N00001117,Stephen J Solarz,D,NY,12, , ,DN,25,,25,0
1994,N00004260,Glen Winekauf,D,IA,1,Y,Y,DL,36957,4477,80420,38986
1994,N00006494,Jim Toevs,D,AZ,5, , ,DN,,,0,0
1994,N00003995,David W Geiss,D,MI,13, ,Y,DL,113750,15004,165974,37220
2006,N00028566,James Richard Rinck,D,MI,3,Y,Y,DL,11076,5250,18492,2166
1994,N00004926,Thomas J Homer,D,IL,18, ,Y,DL,47620,36815,174645,90210
1994,N00000627,James J Lawlor,D,CT,5, , ,DN,2167,7917,36089,26005
1990,N00001108,Sal F Albanese,D,NY,14, , ,DL,,,0,0
1994,N00000512,John Carroll,R,VT,1,Y,Y,RL,207743,205357,770600,357500
1994,N00001955,Ben Cardin,D,MD,3,Y,Y,DW,278041,186638,688896,224217
1994,N00002203,Sally Rossy Riley,R,WV,1,Y,Y,RL,1200,1900,6196,3096
1994,N00001203,John Scott Prudenti,R,NY,1, ,Y,RL,,2940,25430,22490
1994,N00000196,Louise Hart,R,MA,5, , ,RN,,,0,0
1994,N00001121,Phyllis Talidferro,D,NY,11, , ,DN,,,3035,3035
1994,N00000156,Brian P Lees,R,MA,2, , ,RN,,,0,0
1990,N00005748,Michael Patrick McGinn,R,TX,12,Y,Y,RL,640,10700,28095,16755
1994,N00006871,Jose P Galvan,D,CA,26, ,Y,DL,,,265,265
1990,N00005822,Bill Archer,R,TX,7,Y,Y,RW,6540,86879,223338,129919
1990,N00003820,Thomas W Ward,D,IN,3, , ,DN,2053,,2053,0
1990,N00004987,Lane Harvey,R,IL,19, , ,RL,588,22300,78623,55735
1994,N00004227,Tom Latham,R,IA,5,Y,Y,RW,252430,171158,706183,282595
1994,N00001836,John Eric Smathers,R,MD,5, ,Y,RL,500,2460,7503,4543
1994,N00002499,Lou Bracknell,D,SC,3, ,Y,DL,,10894,24194,13300
1990,N00006486,Jim Kolbe,R,AZ,5,Y,Y,RW,136778,89000,411212,185434
1994,N00007889,Gabrielle Gallegos,D,WA,2, ,Y,DL,2360,30113,80781,48308
1990,N00005895,Daniel Elmo Meche,I,TX,9, , ,3L,,,0,0
1990,N00006692,Barbara Boxer,D,CA,6,Y,Y,DW,346035,395564,1282606,541007
1994,N00000058,Thomas Roy Harney,D,CA,16, ,Y,DL,,,0,0
1990,N00003655,Warner D Mendenhall,D,OH,16,Y,Y,DL,55787,11137,96510,29586
1994,N00009117,Janet M Gastil,D,CA,52,Y,Y,DL,15008,45075,188673,128590
1990,N00004317,Donalda Ann Hammersmith,R,WI,5,Y,Y,RL,1038,13700,35309,20571
1994,N00000361,Naomi Davis Young,R,RI,2, , ,RN,,,0,0
1994,N00004804,Edwin W Iii Eisendrath,D,IL,9, , ,DN,,,0,0
1990,N00002365,Fries Shaffner,R,NC,7, , ,RL,966,8450,34644,25228
1994,N00002716,Mattox S Hair,D,FL,4, , ,DN,-1250,0,-742,508
1994,N00007622,Muliufi Francis Hannemann,D,HI,2, , ,DN,1000,,1000,0
1994,N00003088,Dan C Alexander Jr,D,AL,1, , ,DN,,,0,0
1994,N00002266,H Martin Lancaster,D,NC,3,Y,Y,DL,492530,267771,1184437,424136
1994,N00008163,Bobby Ortiz,R,TX,16,Y,Y,RL,162403,136513,515443,216527
1994,N00002548,Robert Paul Herriott,R,GA,7, , ,RN,,11240,28325,17085
1990,N00000641,Steven Craig Watson,R,CT,5, , ,RL,250,81512,178802,97040
1994,N00001275,David O'B Martin,R,NY,26, , ,RN,525,,525,0
1994,N00007965,John Edward Sonneland,R,WA,5, ,Y,RL,,500982,518770,17788
1994,N00001335,Ed  Peglow,R,PA,4,Y,Y,RL,249,8550,28505,19706
1994,N00005544,Bill Price,R,OK,5, , ,RN,1000,500,3020,1520
1994,N00007293,Archie H Nahigan Jr,D,CA,17, , ,DN,-250,,-250,0
1990,N00005787,Jay Mathis,R,TX,11, , ,RL,38600,144940,355319,171779
1994,N00000410,Ward Ellis Scott II,R,NH,2, ,Y,RL,2000,31566,80527,46961
1994,N00004829,Allan Streeter,I,IL,2, ,Y,3L,,16190,36451,20261
1994,N00004843,Louanner Peters,U,IL,2, , ,UN,,,0,0
1994,N00004528,Steven J Morse,D,MN,1, , ,DN,3300,3650,28630,21680
1990,N00001426,Tom Ridge,R,PA,21,Y,Y,RW,242151,111560,538416,184705
1990,N00006541,Richard John Chapman,D,NM,1, , ,DL,3250,2950,13312,7112
1994,N00002887,Binh Ly,R,FL,19, ,Y,RL,,20660,47885,27225
1994,N00001625,Sara  Nichols,D,PA,7,Y,Y,DL,750,56755,181215,123710
1990,N00001719,Joseph Phillip Yeldell,D,DC,0, ,Y,DL,2500,27229,88806,59077
1994,N00002111,Katharine E Slaughter,D,VA,7, , ,DN,,2930,2930,0
1990,N00000463,Thomas H Andrews,D,ME,1,Y,Y,DW,302833,251723,1019457,464901
1994,N00010005,Michael L Brandes,I,TX,10,Y,Y,3L,,6750,13178,6428
1994,N00005835,Paul Michael Colbert,D,TX,25, ,Y,DL,75501,90404,292365,126460
1994,N00002229,John S Holleman Jr,D,NC,5, ,Y,DL,5000,31391,75929,39538
1994,N00002229,John S Holleman Jr,D,NC,5, , ,DL,5000,31391,75929,39538
1994,N00005843,Harold (Oilman) Eide,R,TX,29,Y,Y,RL,544,1500,7030,4986
1990,N00002474,Thomas M Iii Marchant,R,SC,4, , ,RN,400,5000,16925,11525
1994,N00004940,Paul Alexander,D,IL,15,Y,Y,DL,58054,16017,130512,56441
1994,N00001494,J Andrew Podolak,R,PA,11,Y,Y,RL,925,1000,46987,45062
1994,N00001193,Pete King,R,NY,3,Y,Y,RW,279647,130177,741639,331815
1994,N00002835,John K Stahl,R,FL,22, ,Y,RL,,,2385,2385
1990,N00012074,Mary Nell Williams Mathis,D,TX,19, , ,DN,500,,500,0
1990,N00012120,Bob Butterfield,R,CA,44, , ,RN,-5021,,-5021,0
1994,N00000048,Joel Hefley,R,CO,5,Y,Y,RW,83062,47130,197112,66920
1990,N00001024,Nita M Lowey,D,NY,20,Y,Y,DW,440180,555100,1739822,744542
1990,N00000592,Warren G Sarasin,R,CT,5, , ,RL,4750,5700,30908,20458
1994,N00004388,Nancy Jean Nusbaum,R,WI,8, ,Y,RL,,16563,55082,38519
1990,N00005839,Ron Wilson,D,TX,18, , ,DN,11708,20126,60544,28710
1990,N00004807,Diane Preacely,R,IL,1, , ,RN,,,0,0
1994,N00000510,Hollis M Greenlaw,R,ME,2, ,Y,RL,2000,25550,51361,23811
2000,N00000973,Anita Lerman,3,NY,13,Y,Y,3L,,,0,
1994,N00009091,Donald Mccamie Dearmon,D,MD,6, ,Y,DL,,7000,41872,34872
1994,N00004825,William J Kelly,R,IL,1,Y,Y,RL,2696,24993,65972,38283
1994,N00004884,Danny K Davis,D,IL,7, , ,DN,,,0,0
1994,N00003878,David M McIntosh,R,IN,2,Y,Y,RW,346569,510972,1542485,684944
1994,N00006550,Garrett Keith Paulus,R,NM,3, ,Y,RL,,,6166,6166
1994,N00006963,Nick (Nisar) Hai,R,CA,31, , ,RN,,,0,0
1990,N00007559,Thomas L Koziol,R,CA,4, , ,RL,,3450,16868,13418
1994,N00002976,Thomas S Hogan Jr,R,FL,5, , ,RN,,,0,0
2004,N00002299,Walter B Jones Jr,R,NC,3,Y,Y,RW,287871,269750,615564,57943
2008,N00026951,Herb Conaway,D,NJ,3, , ,DN,,,0,0
2004,N00026648,Barbara Anne Ferris,I,OH,10,Y,Y,3L,,25848,48369,22521
2008,N00030058,Peter Cappuccilli Jr,R,NY,25, ,Y,RN,,2121,6386,4265
2008,N00027827,Ron Drake,R,AZ,7, , ,RN,3000,,3000,0
2004,N00000153,Richard E Neal,D,MA,2,Y,Y,DW,330041,129125,512560,53394
2008,N00028463,Phil Roe,R,TN,1,Y,Y,RW,21500,492026,580372,66846
2008,N00026041,Mike Conaway,R,TX,11,Y,Y,RW,479884,576760,1107391,50747
2004,N00005608,Kent Pharaoh,R,OK,2, , ,RN,,6000,6000,0
2008,N00007417,Michela Alioto,D,CA,1, , ,DN,,523965,523965,0
2004,N00025145,Roger Sessions,R,TX,26, , ,RN,32948,,32948,0
2008,N00029851,Edward J Lynch,R,FL,19,Y,Y,RL,2000,52350,58020,3670
2004,N00004881,Mel Reynolds,D,IL,2, ,Y,DL,,20300,68520,48220
2004,N00004881,Mel Reynolds,D,IL,2, , ,DC,,20300,68520,48220
2008,N00013101,Steven G (Steve) Novak,D,MN,4, , ,DN,,,200,200
2008,N00013855,Stephen F Lynch,D,MA,9,Y,Y,DW,344998,555555,962530,61977
2004,N00008877,Eric P Serna,D,NM,3, , ,DN,,,0,0
2004,N00026983,James Robert Socas,D,VA,10,Y,Y,DL,23003,337204,372740,12533
2004,N00005600,Evelyn L Rogers,R,OK,1, ,Y,RL,,1257,1257,0
2008,N00028107,Carol J Voisin,D,OR,2, , ,DN,,,50,50
2004,N00012457,Jesse Jackson Jr,D,IL,2,Y,Y,DW,291246,526078,856717,39393
2004,N00026721,Jesus Antonio Caquias,R,TX,27, ,Y,RL,,19800,20755,955
2004,N00026362,Margaret H Kannensohn,D,KY,6, ,Y,DN,,22200,25025,2825
2004,N00028631,Brian Moore,D,FL,5, ,Y,DL,,3850,11318,7468
2004,N00007590,Robert (Bob) Dean Kent,D,CA,3, , ,DN,,,0,0
2004,N00027243,Rufus Holt Craig Jr,D,LA,6,Y,Y,DL,,5800,19401,13601
2008,N00030179,Jeff Scott,D,GA,9,Y,Y,DL,8958,13150,30209,8101
2008,N00029715,Tracey Brooks,D,NY,21, , ,DO,77233,576660,764714,110821
2008,N00029715,Tracey Brooks,D,NY,21, ,Y,DL,77233,576660,764714,110821
2008,N00028226,Bob C Hogue,R,HI,2, , ,RN,,500,1000,500
2004,N00026339,Rick Murphy,R,AZ,2, ,Y,RL,400,488998,506340,16942
2008,N00013808,Thad McCotter,R,MI,11,Y,Y,RW,669923,362448,1119674,87303
2004,N00006652,Jim Gibbons,R,NV,2,Y,Y,RW,352576,686043,1081167,42548
2004,N00025259,Clinton B Lesueur,R,MS,2,Y,Y,RL,50970,136367,312034,124697
2008,N00003192,Richard S Venable,R,TN,1, , ,RN,-1000,,-1000,0
2004,N00007624,Robert Bunda,D,HI,2, ,Y,DN,,,0,0
2004,N00025045,Van Brookshire,R,TX,2, , ,RN,,,0,0
2008,N00026820,Robert D Casey,D,MI,10, , ,DN,,,0,0
2008,N00028135,Samm Simpson,D,FL,10, ,Y,DL,,15245,30372,15127
2004,N00025242,Pete Tabb,D,KY,2, ,Y,DL,,6250,6250,0
2008,N00029395,Michael Zaccaro,D,NC,8, ,Y,DN,,2300,2300,0
2004,N00013269,Mike Gabbard,R,HI,2,Y,Y,RL,22500,327812,422016,71704
2004,N00025613,Gary C Giguere Jr,D,MI,6, , ,DN,,,0,0
2008,N00029365,Bill Konopnicki,R,AZ,1, ,Y,RN,1296,29286,33417,2835
2004,N00004510,Stanley J Leino,D,MN,3, , ,DN,,,0,0
2004,N00007690,Greg Walden,R,OR,2,Y,Y,RW,555275,546633,1214125,112217
2004,N00026435,Tony Miller,D,KY,3,Y,Y,DL,934341,825358,1859602,99903
2004,N00002713,Corrine Brown,D,FL,3,Y,Y,DW,264050,164050,443342,15242
2008,N00004440,Bill Luther,D,MN,2, , ,DN,,,0,0
2004,N00026595,Charles W Boustany Jr,R,LA,7,Y,Y,RW,1202684,1770918,3061367,87765
2004,N00004027,Leslie Ann Touma,R,MI,12, , ,RN,,,0,0
2008,N00027598,Kenny Wilson,I,VA,8, , ,3N,,,30,30
2004,N00025421,Judy McCain Belk,D,AL,1,Y,Y,DL,76450,279069,372499,16980
2008,N00008144,Todd Tiahrt,R,KS,4,Y,Y,RW,621970,581943,1274061,70148
2004,N00027167,Eva K Bacal,D,AZ,8, , ,DC,6500,45700,77176,24976
2004,N00027167,Eva K Bacal,D,AZ,8,Y,Y,DL,6500,45700,77176,24976
2008,N00030278,Blake Cummings,D,OK,4,Y,Y,DL,,4286,7852,3566
2008,N00000826,Robert E Andrews,D,NJ,1,Y,Y,DW,822322,2568843,3393590,2425
2008,N00000826,Robert E Andrews,D,NJ,1, ,Y,DW,822322,2568843,3393590,2425
2004,N00024974,Bryan Hartke,D,IN,8, , ,DN,6192,14094,20286,0
2004,N00027018,Drew Alan Walker,D,MI,7, ,Y,DL,3000,3670,9895,3225
2008,N00027750,Thomas Eugene Scherer,R,KS,3, , ,RN,,22,122,100
2008,N00000834,Jim Saxton,R,NJ,3, ,Y,RI,112800,104980,252416,34636
2004,N00025095,John Carter,R,TX,31,Y,Y,RW,584129,443721,1068059,40209
2008,N00024780,Jeffrey A Ballenger,R,IA,5, , ,RN,,,0,0
2008,N00026150,Vernon Robinson,R,NC,13, , ,RN,-1000,2052,13354,12302
2008,N00030194,Jack M Martins,R,NY,4,Y,Y,RL,,394977,434203,39226
2008,N00029978,Greg Lewis,R,FL,8, ,Y,RN,,1138,4800,3662
2008,N00029128,Betsy Markey,D,CO,4,Y,Y,DW,1581036,1782165,4165568,802367
2004,N00026311,Dawn Loraine Courtney,R,WA,3, ,Y,RL,,12500,16726,4226
2008,N00000259,Joseph P Kennedy II,D,MA,8, , ,DN,89,,89,0
2004,N00026293,Jamie Metzl,D,MO,5, ,Y,DL,22000,829622,974706,123084
2004,N00006981,Brian P Bilbray,R,CA,49, , ,RN,-500,,-500,0
2008,N00024972,James Darrell Maines Jr,R,TX,11, , ,RN,,,0,0
2008,N00029844,Jackie Conaway,D,CA,25,Y,Y,DL,163,6525,8055,1367
2008,N00012933,Roger Thoney,R,KY,4, , ,RN,,140,140,0
2004,N00025603,William (Bill) Abbott,D,IN,4, ,Y,DL,,,440,440
2004,N00002171,Rick Boucher,D,VA,9,Y,Y,DW,875143,440501,1478376,162732
2004,N00007556,John T Doolittle,R,CA,4,Y,Y,RW,270588,404568,874087,198931
2004,N00026706,Erik Saenz,D,TX,22, ,Y,DL,,1949,3631,1682
2004,N00026366,Rodney Dwight Fox Sr,D,MD,6, ,Y,DL,2000,,2035,35
2008,N00004887,Bobby L Rush,D,IL,1,Y,Y,DW,274345,157830,439000,6825
2008,N00027715,Steven Charles Cofchin,R,WA,9, , ,RN,,,0,0
2008,N00029624,Burt Saunders,I,FL,14,Y,Y,3L,6750,66850,94562,20962
2004,N00002743,Allen Boyd,D,FL,2,Y,Y,DW,918356,797729,1894043,177958
2008,N00030066,Joel Haugen,R,OR,1,Y,Y,RL,,1392,3640,2248
2004,N00025726,Tom Cole,R,OK,4,Y,Y,RW,466608,541766,1083841,75467
2004,N00012896,Carlos J Nolla,D,KS,4, , ,DN,,1675,1775,100
2004,N00026947,Stephen Carl Morrow,R,MO,4, ,Y,RL,250,5650,16968,11068
2008,N00029175,David Shreve,D,VA,5, ,Y,DN,2000,12197,18503,4306
2004,N00025326,Graham Boyd,R,NC,13, ,Y,RL,2250,32000,47025,12775
2008,N00029079,Randy Demmer,R,MN,1, ,Y,RN,150,58422,81533,22961
2004,N00026710,Kenny Marchant,R,TX,24,Y,Y,RW,374656,233135,636367,28576
2004,N00002525,Alfred Wiley Beverly,R,GA,6, ,Y,RL,,26550,26879,329
2008,N00004426,Tom Petri,R,WI,6,Y,Y,RW,555063,110156,711666,46447
2004,N00026458,John Kelley,R,TX,10, ,Y,RL,,20950,41800,20850
2008,N00028044,Al Kissling,D,NM,2, ,Y,DN,,21050,32903,11853
2004,N00025459,John Donaldson Foster,D,AL,1, , ,DN,,1000,1000,0
2004,N00025014,Richard Frankhuizen,R,CA,5, , ,RN,,5317,7167,1850
2004,N00012771,Sam Bregman ,D,NM,1, , ,DN,,,0,0
2004,N00026161,Roger Hines,R,GA,6, ,Y,RL,,59102,82179,23077
2008,N00026939,Craig F Romero,R,LA,3, , ,RN,,5291,5891,600
2004,N00002811,Charles Gregory Talbot,R,FL,15, , ,RN,,,0,0
2004,N00011971,Daniel E Lungren,R,CA,3,Y,Y,RW,397233,908782,1376182,70167
2008,N00013770,Bill Shuster,R,PA,9,Y,Y,RW,452300,464762,940932,23870
2008,N00007978,Claude Lloyd Oliver,R,WA,4, , ,RN,,,0,0
2004,N00026910,Stephen Graves,R,NY,5, , ,RC,,300,1465,1165
2004,N00026910,Stephen Graves,R,NY,5,Y,Y,RL,,300,1465,1165
2008,N00028261,Reichgott Junge Ember,D,MN,5, , ,DN,,3250,3450,200
2004,N00026110,Bryan L Kennedy,D,WI,5,Y,Y,DL,90210,52048,221046,78788
2004,N00027267,Jessica Flagg,D,NY,17, ,Y,DL,,6183,8163,1980
2004,N00024857,John Courage,D,TX,21, , ,DN,,,190,190
2008,N00030071,Kurt Schrader,D,OR,5,Y,Y,DW,876684,606871,1583864,100309
2008,N00029026,Niki Tsongas,D,MA,5,Y,Y,DW,1075189,2621866,3820121,123066
2008,N00027579,Monica J Lindeen,D,MT,1, , ,DN,88,619,707,0
2008,N00028112,Marvell R Mitchell,D,TN,9, , ,DN,,,0,0
2008,N00030003,Mary Etta Ruley,D,IN,5,Y,Y,DL,5000,1400,9723,3323
2008,N00024978,Henry Cuellar,D,TX,28,Y,Y,DW,561759,788405,1367404,17240
2000,N00013306,James Bupp,D,MI,6,Y,Y,DL,,,0,
2008,N00029238,John Unger,D,WV,2, ,Y,DN,39228,164628,215380,11524
2008,N00027581,Sharron E Angle,R,NV,2, , ,RN,5000,,5000,0
2008,N00009616,"Robert (Bob) Nelson Hering, Jr",R,FL,8, ,Y,RN,,16119,21133,5014
2008,N00029542,James Barrie Hovland,D,MN,3, ,Y,DN,2000,123678,144846,19168
2008,N00008758,David Davis,R,TN,1, ,Y,RL,266567,273253,591916,52096
2004,N00027019,Bob Alexander,D,MI,8,Y,Y,DL,7510,16472,71406,47424
2004,N00026164,Kevin Derr,D,IN,8, ,Y,DN,,3922,8494,4572
2008,N00028206,James L Andion,R,CA,39, , ,RN,,,0,0
2004,N00001074,Major R Owens,D,NY,11,Y,Y,DW,260535,91325,391974,40114
2004,N00024992,Tim Murphy,R,PA,18,Y,Y,RW,582983,548114,1196151,65054
2008,N00027017,Billy Tauzin III,R,LA,3, , ,RN,,,0,0
2008,N00030175,Kevin Lehoullier,R,FL,15, ,Y,RL,,12752,12752,0
2004,N00002511,Cynthia McKinney,D,GA,4,Y,Y,DW,92168,281486,492605,118951
2008,N00011114,Steve Love,D,TX,32, ,Y,DL,,,207,207
2004,N00004237,Dave Nagle,D,IA,1, , ,DN,,,0,0
2004,N00001330,Jim Pierce,R,NY,31, , ,RN,1000,,1000,0
2004,N00025722,Peter Crotty,D,NY,27, ,Y,DL,,21504,28024,6520
2004,N00009956,Gregory P Hawkins,R,UT,3, , ,RC,,13500,34405,20905
2008,N00000615,Rosa L DeLauro,D,CT,3,Y,Y,DW,739075,356607,1141354,45672
2004,N00009956,Gregory P Hawkins,R,UT,3, ,Y,RL,,13500,34405,20905
2008,N00029318,Jim Capparelli,D,IL,3, ,Y,DL,5000,37284,49067,6783
2008,N00009821,John E Sweeney,R,NY,20, , ,RN,-4842,4500,-342,0
2008,N00003796,Mark J Leyva,R,IN,1,Y,Y,RL,,1459,2972,1513
2004,N00012941,Christopher Brien Coleman,D,MN,4, , ,DN,3000,3150,11650,5500
2004,N00002782,Cliff Stearns,R,FL,6,Y,Y,RW,436653,145480,626209,44076
2008,N00027525,R Pat Dewine,R,OH,2, , ,RN,450,,450,0
2004,N00006808,Rudolph Svornich Jr,R,CA,36, , ,RN,,,0,0
2008,N00029280,Jon Adams,D,NM,1, ,Y,DN,,38750,45536,6786
2004,N00026681,Morris Meyer,D,TX,6,Y,Y,DL,7000,60576,69126,1550
2000,N00013313,Robert Penningroth,3,MO,1,Y,Y,3L,22,,22,
2008,N00027963,Will Pryor,D,TX,32, , ,DN,,,0,0
2008,N00029561,Rudy Martin,D,NM,3, ,Y,DL,,1050,2795,1745
2008,N00000561,Nancy L Johnson,R,CT,5, , ,RN,-8197,1000,-7197,0
2008,N00026805,Shirley Krug,D,WI,4, , ,DN,,,0,0
2000,N00013309,Anthony America,D,MI,10, ,Y,DL,,,0,
2008,N00028155,Vivian Sheffield Beckerle,D,AL,1, , ,DN,,,0,0
2004,N00000615,Rosa L DeLauro,D,CT,3,Y,Y,DW,369650,331940,748953,47363
2004,N00002926,Jim Davis,D,FL,11,Y,Y,DW,435078,178954,634113,20081
2004,N00007388,Gordon Thomas Blake,R,CA,10, , ,RN,,,0,0
2008,N00002598,Tony Center,D,GA,12, , ,DN,,,0,0
2004,N00011853,Nathaniel J Stampley,D,WI,4, , ,DN,,,0,0
2004,N00000575,John B Larson,D,CT,1,Y,Y,DW,249126,334956,658571,74489
2004,N00012781,Jack M Machek ,D,PA,18, , ,DN,4000,,4000,0
2008,N00028600,Robert Edwin Talton,R,TX,22, ,Y,RL,20,265156,279848,14672
2008,N00030156,Byron Delear,D,MO,2, ,Y,DL,250,104242,120166,15674
2004,N00004708,Thomas Cramer,D,IL,6, , ,DN,,,0,0
2004,N00004033,Dennis M Hertel,D,MI,14, , ,DN,,,0,0
2004,N00025100,William Odum Richardson,D,NC,8, , ,DN,,,0,0
2004,N00001049,Benjamin A Gilman,R,NY,20, , ,RN,,-16199,-16199,0
2008,N00027286,Cheryl A Crist,D,WA,3, ,Y,DL,2130,8344,25063,14589
2000,N00013312,Joe Mondrak,D,MO,1, ,Y,DL,,,0,
2008,N00027459,Doris O Matsui,D,CA,5,Y,Y,DW,543117,342538,942556,56901
2004,N00026142,Jerry W Brooks,R,OR,3, ,Y,RN,,8000,16640,8640
2008,N00026862,Jack Davis,D,NY,26, ,Y,DL,6850,4495790,4502640,0
2008,N00029940,Michelle Taylor McMurry,D,CA,12, ,Y,DL,5000,1250,9870,3620
2004,N00009578,Lawrence R Wiesner,R,CA,1,Y,Y,RL,,21523,31974,10451
2008,N00012460,William L Clay Jr,D,MO,1,Y,Y,DW,439325,52082,502683,11276
2008,N00004003,Martha G Scott,D,MI,13, ,Y,DL,,24800,27145,2345
2008,N00027493,Michele Bachmann,R,MN,6,Y,Y,RW,1167045,1493723,3578401,917633
2008,N00029576,Davis Haire,R,PA,10, ,Y,RN,,2650,23196,20546
2008,N00026585,Andrea Lane Zinga,R,IL,17, , ,RN,,,0,0
2008,N00029262,Eric Egland,R,CA,4, ,Y,RN,,99434,185404,85970
2008,N00027954,Tim Barnwell,D,TX,26, , ,DN,,,0,0
2008,N00030369,Harold W Shroeder,3,NY,27,Y,Y,3L,,2000,2100,100
2004,N00003059,Milton R Bethune,R,AL,7, , ,RN,,,0,0
2000,N00013315,George Simpson,R,MO,3, ,Y,RL,,,0,
2000,N00013316,Jeff Christen-Mitchell,L,MO,3, ,Y,3L,,,0,
2008,N00012890,Timothy V Johnson,R,IL,15,Y,Y,RW,228297,55119,283416,
2008,N00004045,Joe Knollenberg,R,MI,9,Y,Y,RL,2082661,2109943,4345508,152904
2008,N00004874,Luis V Gutierrez,D,IL,4,Y,Y,DW,87558,206530,307118,13030
2008,N00006882,Howard P (Buck) Mckeon,R,CA,25,Y,Y,RW,538394,429447,1021820,53979
2004,N00013753,Sally Havice,D,CA,39, , ,DN,,5559,5559,0
2004,N00026317,Alex Alben,D,WA,8, ,Y,DL,67762,412544,542073,61767
2004,N00026565,Tom Mills,R,GA,8, ,Y,RL,,11449,26445,14996
2008,N00006568,Carol Miller,I,NM,3, , ,3L,,35381,42506,7125
2008,N00006568,Carol Miller,I,NM,3,Y,Y,3L,,35381,42506,7125
2004,N00027280,Paul F Staton,I,TX,7,Y,Y,3L,,2000,5850,3850
