,cycle,id,candidate_name,party,state,current_candidate,cycle_candidate,recip_code,raised_from_pacs,raised_from_individuals,raised_total,raised_unitemized
2268,2014,N00035780,John Bohlinger (D),D,MTS2, ,Y,DL,1584.0,14500.0,21504,5420.0
2269,2014,N00005332,Don Stenberg (R),R,NES1, , ,RN,,-500.0,-500,0.0
2270,2010,N00001685,Jay Rockefeller (D),D,WVS2, , ,DI,285770.0,153624.0,440135,741.0
2271,2010,N00032161,Leonard J. Fabiano (R),R,UTS2, ,Y,RL,,37016.0,37016,0.0
2272,2014,N00027575,Brad Ellsworth (D),D,INS2, , ,DN,,,0,0.0
2273,2014,N00031820,Chris Coons (D),D,DES2,Y,Y,DW,1728227.0,3112911.0,5042428,201290.0
2274,2014,N00003535,Sherrod Brown (D),D,OHS1, , ,DI,797199.0,969087.0,2322638,556352.0
2275,2014,N00009869,Orrin G. Hatch (R),R,UTS1, , ,RI,269365.0,248072.0,520468,3031.0
2276,2014,N00009869,Orrin G. Hatch (R),R,UTS1, , ,RI,269365.0,248072.0,520468,3031.0
2277,2010,N00031446,Cal Cunningham (D),D,NCS2, ,Y,DL,296329.0,1350797.0,1791179,144053.0
2278,2014,N00032735,Jason Andrew Napolitano (I),I,COS1, , ,3N,,,0,0.0
2279,2014,N00031276,Peter Schiff (R),R,CTS2, , ,RN,,,0,0.0
2280,2010,N00031277,Maurice Ferre (D),D,FLS2, ,Y,DL,250.0,202250.0,206884,4384.0
2281,2014,N00000686,Joseph Pennacchio (R),R,NJS2, , ,RN,,,0,0.0
2282,2010,N00006389,Catherine Eden (D),D,AZS1, ,Y,DL,5000.0,86950.0,115162,23212.0
2283,2010,N00006619,John Ensign (R),R,NVS1, , ,RI,97353.0,333150.0,458413,27910.0
2284,2014,N00035484,Scott Schaben (R),R,IAS2, ,Y,RL,,15184.0,18621,3437.0
2285,2010,N00030892,Maurice Marion Sweeney (D),D,KYS2, ,Y,DL,750.0,23050.0,30805,7005.0
2286,2000,N00006403,Sam Coppersmith (D),D,AZS2, , ,DN,,,0,0.0
2287,2000,N00009957,George Allen (R),R,VAS1,Y,Y,RW,3119739.0,6007972.0,17109259,7981548.0
2288,2000,N00012668,Kenneth R Timmerman (R),R,MDS1, ,Y,RL,,20450.0,47016,26566.0
2289,2000,N00001912,Kenneth L Wayman II (R),R,MDS1, ,Y,RL,2000.0,,2000,0.0
2290,2000,N00001764,Richard G Lugar (R),R,INS1, , ,RI,919409.0,1882305.0,5299711,2497997.0
2291,2000,N00009950,Murray S Levin (D),D,PAS2, ,Y,DL,1000.0,132876.0,290120,156244.0
2292,2000,N00004468,Rod Grams (R),R,MNS2,Y,Y,RL,2740410.0,1675160.0,8364248,3948678.0
2293,2000,N00003389,Mitch McConnell (R),R,KYS1, , ,RI,121574.0,785515.0,1728188,821099.0
2294,2000,N00002742,Bob Graham (D),D,FLS2, , ,DI,8598.0,22000.0,53078,22480.0
2295,1992,N00006712,Bill Press (D),D,CAS2, , ,DN,,8412.0,18154,9742.0
2296,1992,N00004613,Kent Conrad (D),D,NDS2,Y,Y,DW,1120110.0,217794.0,1730697,392793.0
2297,1992,N00005515,James David Busby (R),R,ARS2, , ,RL,1000.0,51862.0,106746,53884.0
2298,1992,N00006232,Alan K Simpson (R),R,WYS2, , ,RI,12024.0,5000.0,21824,4800.0
2299,1992,N00003020,Richard D Sellers (R),R,ALS2,Y,Y,RL,18818.0,179000.0,226498,28680.0
2300,1992,N00003020,Richard D Sellers (R),R,ALS2, , ,RL,18818.0,179000.0,226498,28680.0
2301,1992,N00005320,David Karnes (R),R,NES1, , ,RN,,,0,0.0
2302,1992,N00002805,Donald Robert Quartel Jr (R),R,FLS2, , ,RL,,310571.0,432537,121966.0
2303,1992,N00004566,Charlene K Haar (R),R,SDS1,Y,Y,RL,204195.0,95679.0,545528,245654.0
2304,1992,N00003658,Paul Edward Pfeifer (R),R,OHS1, , ,RN,,,0,0.0
2305,1992,N00001565,Edward Mezvinsky (D),D,PAS1, , ,DN,15137.0,,15137,0.0
2306,1992,N00001177,Robert J Mrazek (D),D,NYS2, , ,DL,165227.0,647805.0,1806681,993649.0
2307,1992,N00001177,Robert J Mrazek (D),D,NYS2, ,Y,DL,165227.0,647805.0,1806681,993649.0
2308,1992,N00006713,Gray Davis (D),D,CAS2, ,Y,DL,160715.0,2018182.0,3697738,1518841.0
2309,1992,N00004642,Allen C Kolstad (R),R,MTS2, , ,RN,411.0,,411,0.0
2310,1992,N00001530,Freddy Mann Friedman (D),D,PAS1, , ,DL,,21592.0,43164,21572.0
2311,2006,N00003328,Thad Cochran (R),R,MSS1, , ,RI,231000.0,82200.0,313500,300.0
2312,1992,N00001664,William V Roth Jr (R),R,DES1, , ,RI,23234.0,4000.0,32597,5363.0
2313,1992,N00001703,Birch E Bayh (D),D,INS2, , ,DN,3100.0,13904.0,17004,0.0
2314,1992,N00001650,David N Levinson (D),D,DES1, , ,DN,1000.0,,1000,0.0
2315,1994,N00000944,Peter Christian (I),I,NYS2, , ,3N,,,0,0.0
2316,1990,N00004333,Gary R George (D),D,WIS2, , ,DN,1050.0,800.0,2650,800.0
2317,1994,N00002085,Dennis Leon Bybee (U),U,VAS1, , ,UN,,24945.0,24945,0.0
2318,1994,N00005186,Jim Thomas (D),D,MOS2, ,Y,DL,1000.0,9250.0,22370,12120.0
2319,2000,N00013721,William Quarton (3),3,MIS2,Y,Y,3L,,,0,
2320,1990,N00012450,William E Andersen (R),R,TNS1, , ,RN,300.0,28937.0,41247,12010.0
2321,1994,N00006351,Douglas Delano Anderson (D),D,UTS2, , ,DN,,,0,0.0
2322,2000,N00013722,Jacob J Perasso (3),3,NYS1,Y,Y,3L,,,0,
2323,1994,N00005709,Phil Gramm (R),R,TXS1, , ,RI,320956.0,1715127.0,2036083,0.0
2324,1994,N00007019,Jake Garn (R),R,UTS2, , ,RN,26.0,,26,0.0
2325,1990,N00009953,Richard A Licht (D),D,RIS1, , ,DN,7500.0,24200.0,70240,38540.0
2326,1994,N00002658,John Knox (R),R,GAS2, , ,RN,,800.0,800,0.0
2327,1990,N00000191,James W Rappaport (R),R,MAS2,Y,Y,RL,675521.0,558523.0,1900569,666525.0
2328,2000,N00013724,Billy Greer (3),3,VTS1,Y,Y,3L,,,0,
2329,1994,N00007719,Od Monroe (D),D,ORS2, , ,DN,,36275.0,36275,0.0
2330,1994,N00000514,Douglas M Costle (D),D,VTS1, ,Y,DL,,123254.0,291410,168156.0
2331,1994,N00009917,Kent Hance (R),R,TXS1, , ,RN,,,0,0.0
2332,2000,N00013728,Paul Hager (L),L,INS1,Y,Y,3L,,,0,
2333,1994,N00001109,Al Sharpton (D),D,NYS1, ,Y,DL,5400.0,28190.0,122336,88746.0
2334,1994,N00005016,Joseph A Schwan (R),R,MOS2, ,Y,RL,,,0,0.0
2335,1994,N00000332,Thomas R Post Jr (R),R,RIS1, ,Y,RL,1562.0,3750.0,61634,56322.0
2336,1990,N00002423,Fritz Hollings (D),D,SCS1, , ,DI,389866.0,547355.0,1504963,567742.0
2337,2000,N00000268,Philip Hyde III (3),3,MAS1,Y,Y,3L,,,0,
2338,1990,N00002194,John Christian Yoder (R),R,WVS2,Y,Y,RL,18556.0,4850.0,36673,13267.0
2339,1994,N00010155,Gary Allen Maccagnone (R),R,MIS2, , ,RN,,1000.0,1000,0.0
2340,2000,N00000039,Dale E Friedgen (3),3,MAS1,Y,Y,3L,,,0,
2341,1994,N00004565,Larry Pressler (R),R,SDS2, , ,RI,169122.0,187185.0,568813,212506.0
2342,1990,N00012454,Jay Wolfe (R),R,WVS1, , ,RN,5225.0,,5675,450.0
2343,2000,N00004106,John Mangopoulos (3),3,MIS2,Y,Y,3L,,,0,
2344,1990,N00002458,Bob Cunningham (D),D,SCS2, , ,DL,9500.0,6157.0,15657,0.0
2345,1990,N00002458,Bob Cunningham (D),D,SCS2,Y,Y,DL,9500.0,6157.0,15657,0.0
2346,1994,N00007845,Kenneth Edward Yeager (D),D,WAS1, , ,DL,,5070.0,7430,2360.0
2347,1994,N00007845,Kenneth Edward Yeager (D),D,WAS1, ,Y,DL,,5070.0,7430,2360.0
2348,1990,N00006490,Dennis Deconcini (D),D,AZS2, , ,DI,118141.0,92386.0,309647,99120.0
2349,1994,N00004116,Joel Irving Ferguson (D),D,MIS2, ,Y,DL,1000.0,118263.0,262364,143101.0
2350,1994,N00006396,Truman Spangrud (D),D,AZS1, , ,DN,,,0,0.0
2351,1990,N00007651,Patricia Saiki (R),R,HIS2,Y,Y,RL,1171096.0,961374.0,3393640,1261170.0
2352,1990,N00007651,Patricia Saiki (R),R,HIS2, , ,RL,1171096.0,961374.0,3393640,1261170.0
2353,1994,N00010184,Paul J Thompson (D),D,OHS1, , ,DN,,,0,0.0
2354,1994,N00007629,Wayne K Nishiki (D),D,HIS1, , ,DN,,1200.0,3137,1937.0
2355,2000,N00013736,Walter N Iwachiw (3),3,NYS1, , ,3N,,,0,
2356,1990,N00004497,Robert Arthur Olson (D),D,MNS1, , ,DL,,8997.0,18696,9699.0
2357,1994,N00004428,Bob Welch (R),R,WIS1,Y,Y,RL,236774.0,622734.0,1744582,885074.0
2358,1998,N00001481,Jack Iannantuono (L),L,PAS1,Y,Y,3L,,19650.0,72455,52805.0
2359,1998,N00005515,James David Busby (R),R,ARS2, , ,RN,,,0,0.0
2360,1998,N00002271,Barbara Howe (L),L,NCS2,Y,Y,3L,,3350.0,13295,9945.0
2361,1998,N00006232,Alan K Simpson (R),R,WYS2, , ,RN,,,0,0.0
2362,1998,N00006245,Nimi McConigley (R),R,WYS2, , ,RN,,,1049,1049.0
2363,1998,N00005122,Joyce Lea (R),R,MOS1, ,Y,RL,,450.0,450,0.0
2364,1998,N00005122,Joyce Lea (R),R,MOS1, , ,RL,,450.0,450,0.0
2365,1998,N00006713,Gray Davis (D),D,CAS2, , ,DN,17962.0,,17962,0.0
2366,1998,N00002574,Bert A Loftman (L),L,GAS2,Y,Y,3L,500.0,17150.0,39562,21912.0
2367,1998,N00004334,Alberta Darling (R),R,WIS2, , ,RL,,23450.0,52630,29180.0
2368,1998,N00000265,William F Weld (R),R,MAS2, , ,RN,-6000.0,-35670.0,-33089,8581.0
2369,1998,N00004758,Steve Denari (3),3,ILS2, , ,3L,,,0,0.0
2370,1998,N00004758,Steve Denari (D),D,ILS2, , ,DN,,,0,0.0
2371,1998,N00000023,Leroy Corey (U),U,IAS2, , ,UN,,,0,0.0
2372,1998,N00004404,William N Raven (R),R,WIS2, , ,RL,,,0,0.0
2373,1998,N00004404,William N Raven (I),R,WIS2, , ,RL,,,0,0.0
2374,1998,N00001460,Dean L Snyder (3),3,PAS1,Y,Y,3L,,5900.0,17077,11177.0
2375,1998,N00001664,William V Roth Jr (R),R,DES1, , ,RI,193100.0,50609.0,297993,54284.0
2376,1998,N00004272,Fred Gratzon (3),3,IAS2, , ,3N,,544.0,544,0.0
2377,1996,N00002169,George Roland (Tex) Wood (I),I,VAS2, , ,3N,100.0,1332.0,1432,0.0
2378,1996,N00001961,Ross Zimmerman Pierpont (R),R,MDS1, , ,RN,,,0,0.0
2379,1996,N00004920,Tom Corcoran (R),R,ILS1, , ,RN,,,0,0.0
2380,1996,N00000237,Janet E Jeghelian (R),R,MAS1, , ,RL,,14000.0,23873,9873.0
2381,1996,N00006089,Paul Martin Weissmann (D),D,COS2, , ,DL,,8200.0,33427,25227.0
2382,1996,N00006132,Ramona E Martinez (D),D,COS2, , ,DL,24000.0,60622.0,177445,92823.0
2383,1996,N00007992,David W Cuddy (R),R,AKS1, ,Y,RL,,100562.0,280671,180109.0
2384,1996,N00005717,Jim Chapman (D),D,TXS1, , ,DL,263033.0,270646.0,867210,333531.0
2385,1996,N00001764,Richard G Lugar (R),R,INS1, , ,RI,237247.0,3575412.0,4103074,290415.0
2386,1996,N00001557,Stephen F Freind (R),R,PAS1, , ,RN,,,1268,1268.0
2387,1996,N00004468,Rod Grams (R),R,MNS2, , ,RW,45822.0,114867.0,653180,492491.0
2388,1996,N00005350,Samuel B Nunez Jr (D),D,LAS2, , ,DN,,,0,0.0
2389,1996,N00003389,Mitch McConnell (R),R,KYS1,Y,Y,RW,1712469.0,1900162.0,5928240,2315609.0
2390,1996,N00000113,Charles Evans Thompson (R),R,SCS2, ,Y,RL,,1000.0,6305,5305.0
2391,1996,N00005399,Woody Jenkins (R),R,LAS1,Y,Y,RL,1311770.0,955508.0,3631634,1364356.0
2392,1996,N00002742,Bob Graham (D),D,FLS2, , ,DW,188544.0,742589.0,1719945,788812.0
2393,2004,N00026469,Jim Holt (R),R,ARS2,Y,Y,RL,23186.0,79780.0,230960,127994.0
2394,2004,N00026760,Carroll Fisher (D),D,OKS1, ,Y,DL,,39780.0,60780,21000.0
2395,2008,N00030118,Tim Smith (R),R,DES2, ,Y,RN,,27180.0,27180,0.0
2396,2008,N00028673,Mark Stanton Beatty (R),R,HIS2, , ,RN,,,0,0.0
2397,2004,N00001158,Alfonse M D'Amato (R),R,NYS2, , ,RN,,-12100.0,-12100,0.0
2398,2008,N00029248,Michael Lange (I),I,MTS2,Y,Y,3C,,7175.0,13072,5897.0
2399,2008,N00027694,Claire McCaskill (D),D,MOS2, , ,DI,480316.0,272781.0,757833,4736.0
2400,2008,N00000245,John Kerry (D),D,MAS2, , ,DW,1401871.0,2269885.0,3905684,233928.0
2401,2008,N00027681,Paul T Richards (D),D,MTS1, , ,DN,1255.0,6004.0,7259,0.0
2402,2004,N00000362,Jack Reed (D),D,RIS2, , ,DI,32283.0,69910.0,225278,123085.0
2403,2004,N00026419,Kirk Humphreys (R),R,OKS1, ,Y,RL,188433.0,1933892.0,3563655,1441330.0
2404,2004,N00027080,Ronald Bonar (D),D,MOS1, ,Y,DL,,1624.0,1624,0.0
2405,2008,N00019830,Allan J Lichtman (D),D,MDS1, , ,DN,,,0,0.0
2406,2004,N00002685,Saxby Chambliss (R),R,GAS1, , ,RI,365022.0,1393161.0,3434125,1675942.0
2407,2004,N00002685,Saxby Chambliss (R),R,GAS1, , ,RI,365022.0,1393161.0,3434125,1675942.0
2408,2004,N00001758,Chuck Grassley (R),R,IAS1,Y,Y,RW,2605142.0,2416398.0,5022150,610.0
2409,2004,N00001093,Charles E Schumer (D),D,NYS2,Y,Y,DW,932953.0,8840863.0,9774194,378.0
2410,2004,N00025515,Miriam J Masullo (R),R,CTS2, , ,RC,,700.0,3385,2685.0
2411,2004,N00025515,Miriam J Masullo (R),R,CTS2, ,Y,RN,,700.0,3385,2685.0
2412,2008,N00001670,Ray Clatworthy (R),R,DES2, , ,RN,,,0,0.0
2413,2004,N00002464,Stephen Henry Brown (R),R,SCS2, , ,RN,,,0,0.0
2414,2004,N00002200,Robert C Byrd (D),D,WVS1, , ,DI,1500.0,2500.0,6750,2750.0
2415,2004,N00026182,Pavel Goberman (R),R,ORS2, ,Y,RL,,2000.0,3000,1000.0
2416,2004,N00026999,Michael George Liffrig (R),R,NDS1,Y,Y,RL,15006.0,118025.0,345770,212739.0
2417,2008,N00024882,Katherine Harris (R),R,FLS1, , ,RN,-5500.0,-500.0,-5712,288.0
2418,2004,N00012601,Ron Unz (R),R,CAS2, , ,RN,,,0,0.0
2419,2004,N00025738,Blair Hull (D),D,ILS2, ,Y,DL,179.0,22124300.0,22188238,63759.0
2420,2004,N00003437,Jim Bunning (R),R,KYS2, , ,RI,2539628.0,2377547.0,4918100,925.0
2421,2004,N00003437,Jim Bunning (R),R,KYS2,Y,Y,RW,2539628.0,2377547.0,4918100,925.0
2422,2008,N00000581,Chris Dodd (D),D,CTS2, , ,DI,6985782.0,11644298.0,19357930,727850.0
2423,2004,N00004207,Tom Harkin (D),D,IAS2, , ,DI,69456.0,276256.0,920380,574668.0
2424,2008,N00007206,John F Seymour (R),R,CAS2, , ,RN,,,0,0.0
2425,2004,N00026198,Bradley S Freedberg (D),D,COS1, ,Y,DN,,15968.0,34320,18352.0
2426,2008,N00026335,Daniel Webster (R),R,FLS2, , ,RN,,-4000.0,-4000,0.0
2427,2004,N00025461,Ada M Fisher (R),R,NCS1, , ,RC,2500.0,28798.0,31298,0.0
2428,2012,N00033711,John Brunner (R),R,MOS2, ,Y,RL,43894.0,8269915.0,8400713,86904.0
2429,2012,N00027658,Kirsten Gillibrand (D),D,NYS1, , ,DW,2503534.0,11391700.0,15219142,1323908.0
2430,2012,N00031348,Carly Fiorina (R),R,CAS1, , ,RN,-15852.0,-6312.0,-21856,308.0
2431,2012,N00033361,Jim King (D),D,MAS1, ,Y,DN,,92950.0,97165,4215.0
2432,2012,N00031157,Rusty Bliss (R),R,OHS1, , ,RC,,1750.0,2110,360.0
2433,2012,N00031157,Rusty Bliss (R),R,OHS1, ,Y,RL,,1750.0,2110,360.0
2434,2012,N00004613,Kent Conrad (D),D,NDS2, , ,DI,-4556.0,-45995.0,-50526,25.0
2435,2012,N00027759,Scott Kleeb (D),D,NES2, , ,DN,,5509.0,5509,0.0
2436,2012,N00000397,John E. Sununu (R),R,NHS2, , ,RN,,,0,0.0
2437,2012,N00033172,Hector Balderas (D),D,NMS1, ,Y,DL,2853.0,774040.0,929637,152744.0
2438,2012,N00026475,Daniel Mongiardo (D),D,KYS2, , ,DN,,1120.0,1120,0.0
2439,2012,N00032631,Dino Rossi (R),R,WAS2, , ,RN,-18195.0,-27840.0,-46035,0.0
2440,2012,N00034470,Eric Hovde (R),R,WIS1, ,Y,RL,142165.0,5998337.0,6190236,49734.0
2441,2012,N00007653,Daniel K. Akaka (D),D,HIS2, , ,DI,3510.0,9399.0,12909,0.0
2442,2012,N00000019,Hillary Clinton (D),D,NYS1, , ,DN,7450.0,310037.0,317487,0.0
2443,2012,N00000019,Hillary Clinton (D),D,NYS1, , ,DN,7450.0,310037.0,317487,0.0
2444,2012,N00027048,Paul W. Hodes (D),D,NHS1, , ,DN,-670.0,,-670,0.0
2445,2012,N00032141,Stephens Ruffner Dempsey (R),R,MDS2, , ,RN,,,0,0.0
2446,2012,N00003928,Clark Durant (R),R,MIS2, ,Y,RL,736419.0,2001277.0,2813313,75617.0
2447,2012,N00031690,Bruce Blakeman (R),R,NYS1, , ,RN,,,0,0.0
2448,2012,N00024808,Elaine Marshall (D),D,NCS2, , ,DN,,-1400.0,-1200,200.0
2449,2012,N00027112,Lee Jones (D),D,KSS1, , ,DN,,1833.0,1833,0.0
2450,2012,N00034851,Alexander Pires (I),I,DES1,Y,Y,3L,,170140.0,176743,6603.0
2451,2012,N00033027,Marc Scaringi (R),R,PAS2, ,Y,RL,,47321.0,64515,17194.0
2452,2012,N00034655,Donald Krampe (R),R,CAS2, ,Y,RL,,3611.0,3611,0.0
2453,2012,N00031351,William H. Binnie (R),R,NHS1, , ,RN,,6568218.0,6568218,0.0
2454,2012,N00027500,Amy Klobuchar (D),D,MNS2,Y,Y,DW,1949076.0,3263326.0,6615317,1402915.0
2455,2012,N00029448,Julien Modica (D),D,VAS1, ,Y,DN,,5485.0,5485,0.0
2456,2012,N00029448,Julien Modica (D),D,VAS1, , ,DO,,5485.0,5485,0.0
2457,2012,N00033176,Barry Hinckley (R),R,RIS1,Y,Y,RL,42184.0,1383612.0,1552023,126227.0
2458,2016,N00006182,Bob Schaffer (R),R,COS2, , ,RN,,,0,0.0
2459,2002,N00013437,Mark A Forton (3),3,MIS2, , ,3N,1000.0,1300.0,2941,641.0
2460,2016,N00033261,Setti Warren (D),D,MAS1, , ,DN,,,0,0.0
2461,2006,N00027233,Donald Silberger (L),L,NYS2, , ,3N,,,0,0.0
2462,2016,N00032819,Jack Rooney (I),I,INS1, , ,3N,,,0,0.0
2463,2006,N00027503,Bob Casey (D),D,PAS2,Y,Y,DW,3764658.0,11690303.0,15455111,150.0
2464,2016,N00037398,Augustus Sol Invictus (L),L,FLS2,Y,Y,3O,,1450.0,1450,0.0
2465,2006,N00026208,Reed Davis (R),R,WAS2, , ,RN,,,0,0.0
2466,2016,N00037566,Katie McGinty (D),D,PAS1,Y,Y,DC,49500.0,809615.0,1084110,224995.0
2467,2002,N00013291,Mark Dayton (D),D,MNS2, , ,DI,318.0,40050.0,79398,39030.0
2468,2016,N00035483,Joni Ernst (R),R,IAS2, , ,RI,79986.0,86000.0,222278,56292.0
2469,2002,N00009975,Lindsey Graham (R),R,SCS2, , ,RO,2753242.0,3646442.0,6399684,0.0
2470,2002,N00009975,Lindsey Graham (R),R,SCS2,Y,Y,RW,2753242.0,3646442.0,6399684,0.0
2471,2006,N00004851,Pat Quinn (D),D,ILS2, , ,DN,7000.0,4500.0,12450,950.0
2472,2006,N00027536,Thomas J Hampton (R),R,MDS1, ,Y,RL,,5150.0,5250,100.0
2473,2016,N00028418,Alan Grayson (D),D,FLS2, , ,DO,51750.0,364090.0,1196132,780292.0
2474,2016,N00028418,Alan Grayson (D),D,FLS2,Y,Y,DO,51750.0,364090.0,1196132,780292.0
2475,2002,N00004699,Al Salvi (R),R,ILS1, , ,RN,,,0,0.0
2476,2006,N00003958,Bart Baron (R),R,MIS2, , ,RN,1000.0,1330.0,2330,0.0
2477,2002,N00002545,Michael J Coles (D),D,GAS2, , ,DN,500.0,,500,0.0
2478,2016,N00026183,Tom Ravenel (R),R,SCS1, , ,RN,,,0,0.0
2479,2016,N00024894,James D Oberweis (R),R,ILS1, , ,RN,,4700.0,4700,0.0
2480,2006,N00027606,Edward F Cox (R),R,NYS1, ,Y,RN,,228950.0,256678,27728.0
2481,2002,N00004851,Pat Quinn (D),D,ILS1, , ,DN,,8186.0,17535,9349.0
2482,2006,N00000927,Michael Benjamin (R),R,NYS2, , ,RN,,,0,0.0
2483,2002,N00025681,Crosby Allen (R),R,WYS2, ,Y,RL,,2550.0,8628,6078.0
2484,2002,N00025681,Crosby Allen (R),R,WYS2, , ,RL,,2550.0,8628,6078.0
2485,2002,N00001555,Marjorie Margolies-Mezvinsky (D),D,PAS2, , ,DN,,,0,0.0
2486,2006,N00026992,Mike Miller (R),R,AKS2, , ,RN,,250.0,500,250.0
2487,2002,N00006347,Robert F Bennett (R),R,UTS2, , ,RI,60577.0,98500.0,256697,97620.0
2488,2006,N00003062,Jeff Sessions (R),R,ALS1, , ,RI,224800.0,483530.0,711150,2820.0
2489,2016,N00036052,Ted Alexander (R),R,NCS1, , ,RN,,,0,0.0
2490,2016,N00009920,Richard C Shelby (R),R,ALS2,Y,Y,RI,718250.0,760150.0,1487875,9475.0
2491,2016,N00025996,Victor Kocher (L),L,SCS1, , ,3N,,,40,40.0
2492,2016,N00036048,Paul Hollis (R),R,LAS1, , ,RN,2000.0,,2000,0.0
2493,2016,N00031696,Mike Lee (R),R,UTS2,Y,Y,RI,502323.0,1772732.0,2372815,97760.0
2494,2002,N00013786,Susan D Parker (D),D,ALS1,Y,Y,DL,215671.0,593140.0,1589439,780628.0
2495,2006,N00013294,John Stanley Carroll (R),R,HIS2, , ,RN,,,0,0.0
2496,2016,N00033916,David Alameel (D),D,TXS1, , ,DN,,69500.0,69500,0.0
2497,2016,N00033916,David Alameel (D),D,TXS1, , ,DN,,69500.0,69500,0.0
2498,2002,N00025843,Ed McGaa (3),3,MNS1, ,Y,3L,,6014.0,9374,3360.0
2499,2000,N00001803,Jim Moody (D),D,WIS2, , ,DN,,,0,0.0
2500,2016,N00036205,T W Shannon (R),R,OKS1, , ,RN,,,0,0.0
2501,2010,N00000616,Joe Lieberman (I),I,CTS1, , ,3I,189700.0,241500.0,432925,1725.0
2502,2014,N00028769,Christine O'Donnell (R),R,DES2, , ,RN,,,78,78.0
2503,2010,N00010059,Craig Williams (R),R,WAS2, ,Y,RN,,12701.0,18168,5467.0
2504,2014,N00036597,Bob Quest (I),I,IAS2, , ,3O,,500.0,938,438.0
2505,2014,N00036597,Bob Quast (I),I,IAS2,Y,Y,3L,,500.0,938,438.0
2506,2010,N00031165,Linda McMahon (R),R,CTS2,Y,Y,RL,18663.0,53105984.0,53124647,0.0
2507,2014,N00034658,Andy Horning (L),L,INS1, , ,3N,,,0,0.0
2508,2014,N00004517,Dean M. Barkley (I),I,MNS1, , ,3N,,,0,0.0
2509,2014,N00032850,Brian Hill (R),R,CTS1, , ,RN,,,0,0.0
2510,2010,N00032036,Daniel Cochcran Morrison (D),D,ARS2, ,Y,DL,,21600.0,21600,0.0
2511,2014,N00006770,Mel Levine (D),D,CAS1, , ,DN,,,0,0.0
2512,2010,N00026931,Marion Thorpe (R),R,FLS2, , ,RN,,43695.0,308473,264778.0
2513,2010,N00026931,Marion Thorpe (R),R,FLS2, ,Y,RN,,43695.0,308473,264778.0
2514,2014,N00026892,Ken Salazar (D),D,COS1, , ,DN,,,0,0.0
2515,2010,N00026840,Charles Melancon (D),D,LAS2, , ,DL,1803909.0,2310204.0,4423497,309384.0
2516,2014,N00033784,William Currie Barron (I),I,UTS1, , ,3N,,,6537,6537.0
2517,2010,N00003062,Jeff Sessions (R),R,ALS1, , ,RI,61750.0,31300.0,96273,3223.0
2518,2010,N00030606,Michael Lawrence Williams (R),R,TXS2, , ,RN,16554.0,470939.0,569362,81869.0
2519,2014,N00001758,Chuck Grassley (R),R,IAS1, , ,RI,383500.0,80200.0,466515,2815.0
2520,2010,N00029194,Rocky Caldero (D),D,AKS1, , ,DN,,-4600.0,-4600,0.0
2521,2010,N00002472,James W. DeMint (R),R,SCS1,Y,Y,RW,1231712.0,1905853.0,3622984,485419.0
2522,2014,N00002685,Saxby Chambliss (R),R,GAS1, , ,RI,15400.0,-174370.0,-158970,0.0
2523,2010,N00030841,Bill Kortz (D),D,PAS1, ,Y,DN,,29285.0,31120,1835.0
2524,2014,N00001093,Charles E. Schumer (D),D,NYS2, , ,DI,915101.0,3795786.0,4805209,94322.0
2525,2010,N00032534,John E. Dougherty  III (D),D,AZS1, ,Y,DL,,116010.0,129918,13908.0
2526,2014,N00036040,Stephen H. Shogan (I),I,COS2,Y,Y,3L,,78711.0,85801,7090.0
2527,2014,N00032740,Patrick Wiesner (D),D,KSS1, ,Y,DL,,2500.0,2601,101.0
2528,2014,N00036060,Harry Kim (D),D,TXS1, ,Y,DL,,18820.0,18821,1.0
2529,2014,N00013873,John Boozman (R),R,ARS2, , ,RI,138100.0,88050.0,289196,63046.0
2530,2014,N00035660,Shenna Bellows (D),D,MES2,Y,Y,DL,252557.0,1190239.0,2088542,645746.0
2531,2010,N00030828,Chris Simcox (R),R,AZS1, ,Y,RN,3250.0,18425.0,107322,85647.0
2532,2010,N00009922,Harry Reid (D),D,NVS2,Y,Y,DW,5430102.0,13664685.0,21037640,1942853.0
2533,2010,N00032626,Kenneth Ian Deane (R),R,NYS1, ,Y,RN,,2000.0,3675,1675.0
2534,2014,N00006561,Tom Udall (D),D,NMS2,Y,Y,DW,1612912.0,3899326.0,6806398,1294160.0
2535,2010,N00012508,Tom Carper (D),D,DES1, , ,DI,542180.0,323930.0,884604,18494.0
2536,2010,N00030569,Elizabeth Ames Jones (R),R,TXS2, , ,RN,10449.0,930172.0,1009045,68424.0
2537,2014,N00031289,Sue Lowden (R),R,NVS2, , ,RN,,5000.0,5000,0.0
2538,2010,N00030602,Roger Williams (R),R,TXS2, , ,RN,5000.0,1511806.0,1555802,38996.0
2539,2010,N00030577,Chuck Devore (R),R,CAS1, ,Y,RL,108679.0,631682.0,2314872,1574511.0
2540,2014,N00031931,Brian Herr (R),R,MAS2,Y,Y,RL,,68756.0,101860,33104.0
2541,2010,N00031294,Daniel Freilich (D),D,VTS2, ,Y,DL,,73705.0,82732,9027.0
2542,2014,N00034466,John Mangelli (I),I,NYS1, , ,3N,,,0,0.0
2543,2014,N00003437,Jim Bunning (R),R,KYS2, , ,RN,,,0,0.0
2544,2010,N00031295,Clint B. Didier (R),R,WAS2, ,Y,RL,7500.0,571843.0,837535,258192.0
